event_id,shipment_id,delay_reason,delay_days,weather_impact,port_congestion
EVT000511,SHP000618,Customs,8,0.35,0.74
EVT000512,SHP000986,Mechanical,9,0.39,0.34
EVT000513,SHP000834,Mechanical,13,0.61,0.72
EVT000514,SHP002067,Port Congestion,4,0.72,0.2
EVT000515,SHP000073,Mechanical,5,0.09,0.46
EVT000516,SHP000831,Port Congestion,11,0.66,0.32
EVT000517,SHP002619,Customs,4,0.26,0.59
EVT000518,SHP001879,Customs,4,0.36,0.65
EVT000519,SHP000134,Weather,5,0.89,0.03
EVT000520,SHP002411,Port Congestion,2,0.8,0.29
EVT000521,SHP001965,Mechanical,6,0.54,0.65
EVT000522,SHP002794,Port Congestion,10,0.05,0.59
EVT000523,SHP002646,Mechanical,1,0.11,0.35
EVT000524,SHP002654,Weather,7,0.18,0.21
EVT000525,SHP001949,Mechanical,11,0.06,0.43
EVT000526,SHP001223,Customs,6,0.23,0.21
EVT000527,SHP001834,Port Congestion,13,0.29,0.16
EVT000528,SHP000024,Weather,12,0.11,0.01
EVT000529,SHP001086,Weather,6,0.42,0.56
EVT000530,SHP001712,Mechanical,11,0.6,0.44
EVT000531,SHP001324,Mechanical,9,0.57,0.39
EVT000532,SHP001448,Weather,1,0.85,0.54
EVT000533,SHP002735,Weather,14,0.03,0.19
EVT000534,SHP000094,Port Congestion,2,0.62,0.82
EVT000535,SHP002304,Port Congestion,8,0.73,0.6
EVT000536,SHP002954,Port Congestion,6,0.05,0.42
EVT000537,SHP002663,Weather,2,0.36,0.24
EVT000538,SHP000980,Weather,14,0.1,0.22
EVT000539,SHP001147,Port Congestion,13,0.94,0.14
EVT000540,SHP001997,Customs,6,0.1,0.92
EVT000541,SHP000115,Mechanical,9,0.22,0.41
EVT000542,SHP002656,Port Congestion,7,0.72,0.49
EVT000543,SHP002229,Port Congestion,13,0.03,0.77
EVT000544,SHP000056,Customs,8,0.37,0.77
EVT000545,SHP002993,Port Congestion,5,0.81,0.05
EVT000546,SHP000466,Port Congestion,2,0.19,0.28
EVT000547,SHP001394,Port Congestion,8,0.46,0.49
EVT000548,SHP002806,Customs,13,0.61,0.0
EVT000549,SHP000364,Port Congestion,9,0.05,0.82
EVT000550,SHP001886,Customs,6,0.31,0.64
EVT000551,SHP001329,Customs,11,0.09,0.2
EVT000552,SHP001938,Mechanical,13,0.86,0.37
EVT000553,SHP002472,Weather,14,0.67,0.56
EVT000554,SHP000506,Mechanical,2,0.53,0.99
EVT000555,SHP002009,Weather,8,0.65,0.12
EVT000556,SHP002055,Weather,6,0.49,0.45
EVT000557,SHP000105,Weather,6,0.3,0.78
EVT000558,SHP002174,Mechanical,4,0.33,0.27
EVT000559,SHP002182,Customs,11,0.49,0.06
EVT000560,SHP001354,Mechanical,9,0.26,0.73
EVT000561,SHP001810,Mechanical,12,0.66,0.77
EVT000562,SHP002454,Mechanical,14,0.79,0.84
EVT000563,SHP002399,Customs,7,0.52,0.38
EVT000564,SHP000189,Mechanical,11,0.93,0.03
EVT000565,SHP002119,Weather,7,0.84,0.41
EVT000566,SHP001346,Mechanical,10,0.98,0.35
EVT000567,SHP002356,Customs,5,0.89,0.93
EVT000568,SHP002111,Mechanical,8,0.58,0.47
EVT000569,SHP000838,Customs,10,0.78,0.78
EVT000570,SHP000834,Mechanical,9,0.27,0.92
EVT000571,SHP002359,Weather,2,0.19,0.16
EVT000572,SHP000789,Port Congestion,8,0.17,0.96
EVT000573,SHP000499,Port Congestion,2,0.15,0.34
EVT000574,SHP001493,Mechanical,4,0.92,0.75
EVT000575,SHP000038,Customs,2,0.29,0.49
EVT000576,SHP001087,Mechanical,1,0.96,0.3
EVT000577,SHP001104,Weather,10,0.44,0.13
EVT000578,SHP001754,Mechanical,7,0.2,0.63
EVT000579,SHP002936,Port Congestion,7,0.46,0.94
EVT000580,SHP000067,Weather,12,0.8,0.47
EVT000581,SHP000408,Mechanical,8,0.15,0.66
EVT000582,SHP000750,Port Congestion,3,0.35,0.14
EVT000583,SHP000208,Port Congestion,12,0.29,0.78
EVT000584,SHP001594,Customs,12,0.61,0.41
EVT000585,SHP002476,Customs,6,0.1,0.23
EVT000586,SHP000196,Mechanical,8,0.18,0.36
EVT000587,SHP002537,Weather,1,0.07,0.7
EVT000588,SHP001899,Weather,1,0.52,0.36
EVT000589,SHP000992,Mechanical,9,0.87,0.22
EVT000590,SHP000350,Port Congestion,14,0.61,0.32
EVT000591,SHP001944,Mechanical,13,0.73,0.36
EVT000592,SHP002783,Weather,11,0.1,0.35
EVT000593,SHP002886,Customs,8,0.55,0.78
EVT000594,SHP001104,Mechanical,10,0.99,0.99
EVT000595,SHP002963,Port Congestion,11,0.48,0.05
EVT000596,SHP002564,Port Congestion,3,0.06,0.82
EVT000597,SHP002738,Mechanical,8,0.0,0.6
EVT000598,SHP002492,Weather,6,1.0,0.47
EVT000599,SHP001881,Mechanical,3,0.86,0.41
EVT000600,SHP002345,Port Congestion,5,0.89,0.37
EVT000601,SHP000672,Customs,11,0.38,0.57
EVT000602,SHP002716,Customs,3,0.25,0.72
EVT000603,SHP000785,Mechanical,11,0.43,0.64
EVT000604,SHP001069,Mechanical,5,0.03,0.06
EVT000605,SHP001929,Customs,11,0.29,0.12
EVT000606,SHP000499,Port Congestion,12,0.18,0.43
EVT000607,SHP002389,Customs,12,0.49,0.47
EVT000608,SHP002229,Mechanical,7,0.75,0.39
EVT000609,SHP000818,Port Congestion,1,0.56,0.88
EVT000610,SHP000614,Port Congestion,1,0.08,0.69
EVT000611,SHP002084,Weather,10,0.44,0.34
EVT000612,SHP001735,Mechanical,12,0.21,0.2
EVT000613,SHP001749,Customs,10,0.03,0.76
EVT000614,SHP002872,Mechanical,7,0.37,0.04
EVT000615,SHP002866,Customs,4,0.98,0.84
EVT000616,SHP002766,Customs,5,0.2,0.19
EVT000617,SHP002496,Port Congestion,11,0.15,0.59
EVT000618,SHP002619,Customs,6,0.81,0.02
EVT000619,SHP001801,Customs,3,0.46,0.31
EVT000620,SHP000850,Weather,3,0.83,0.57
EVT000621,SHP000957,Port Congestion,12,0.2,0.98
EVT000622,SHP000703,Mechanical,13,0.72,0.36
EVT000623,SHP001950,Weather,4,0.38,0.21
EVT000624,SHP001953,Customs,4,0.76,0.66
EVT000625,SHP000623,Mechanical,6,0.17,0.39
EVT000626,SHP000580,Mechanical,12,0.36,0.49
EVT000627,SHP001121,Customs,10,0.5,0.24
EVT000628,SHP000536,Weather,1,0.05,0.83
EVT000629,SHP002196,Port Congestion,6,0.36,0.21
EVT000630,SHP002911,Mechanical,14,0.92,0.01
EVT000631,SHP000499,Port Congestion,2,0.84,0.92
EVT000632,SHP000850,Customs,8,0.89,0.7
EVT000633,SHP001719,Customs,9,0.66,0.03
EVT000634,SHP001460,Customs,14,0.55,0.54
EVT000635,SHP000460,Mechanical,5,0.46,0.64
EVT000636,SHP000140,Port Congestion,2,0.03,0.74
EVT000637,SHP002604,Mechanical,5,0.89,0.39
EVT000638,SHP002418,Mechanical,5,0.24,0.15
EVT000639,SHP001114,Mechanical,7,0.97,0.38
EVT000640,SHP001763,Customs,7,0.52,0.18
EVT000641,SHP001812,Port Congestion,9,0.85,0.19
EVT000642,SHP001362,Weather,8,0.6,0.88
EVT000643,SHP000029,Weather,14,0.62,0.25
EVT000644,SHP000054,Weather,10,0.85,0.0
EVT000645,SHP000130,Mechanical,5,0.12,0.12
EVT000646,SHP001289,Port Congestion,14,0.57,0.64
EVT000647,SHP000447,Port Congestion,5,0.4,0.63
EVT000648,SHP002421,Mechanical,8,0.65,0.37
EVT000649,SHP001265,Weather,11,0.08,0.72
EVT000650,SHP001378,Port Congestion,13,0.64,0.52
EVT000651,SHP001547,Weather,1,0.69,0.2
EVT000652,SHP002014,Customs,6,0.77,0.18
EVT000653,SHP000715,Weather,8,0.68,0.01
EVT000654,SHP001400,Customs,12,0.27,0.82
EVT000655,SHP002470,Weather,5,0.95,0.32
EVT000656,SHP001102,Customs,13,0.38,0.57
EVT000657,SHP000576,Weather,2,0.23,0.96
EVT000658,SHP000758,Mechanical,2,0.87,0.72
EVT000659,SHP001200,Weather,3,0.58,0.08
EVT000660,SHP002272,Weather,14,0.09,0.2
EVT000661,SHP001716,Weather,2,0.79,0.25
EVT000662,SHP002980,Weather,1,0.45,0.47
EVT000663,SHP002464,Port Congestion,2,0.61,0.64
EVT000664,SHP000615,Port Congestion,6,0.32,0.15
EVT000665,SHP002768,Mechanical,13,0.32,0.22
EVT000666,SHP001465,Customs,9,0.36,0.97
EVT000667,SHP000458,Weather,14,0.33,0.81
EVT000668,SHP002900,Port Congestion,2,0.76,0.27
EVT000669,SHP002328,Port Congestion,10,0.74,0.21
EVT000670,SHP000203,Port Congestion,12,0.17,0.58
EVT000671,SHP001277,Port Congestion,7,0.29,0.79
EVT000672,SHP001964,Port Congestion,12,0.05,0.89
EVT000673,SHP002564,Mechanical,1,0.09,0.65
EVT000674,SHP002804,Port Congestion,9,0.13,0.75
EVT000675,SHP000640,Customs,5,0.19,0.22
EVT000676,SHP000078,Port Congestion,12,0.9,0.88
EVT000677,SHP000147,Mechanical,5,0.7,0.55
EVT000678,SHP002929,Customs,2,0.62,0.73
EVT000679,SHP000683,Weather,6,0.46,0.43
EVT000680,SHP000511,Mechanical,12,0.15,0.1
EVT000681,SHP001253,Customs,1,0.85,0.25
EVT000682,SHP000993,Port Congestion,11,0.75,0.02
EVT000683,SHP000115,Customs,13,0.09,0.82
EVT000684,SHP000253,Port Congestion,4,0.48,0.0
EVT000685,SHP000844,Customs,5,0.34,0.15
EVT000686,SHP000658,Port Congestion,14,0.36,0.54
EVT000687,SHP000401,Mechanical,10,0.68,0.66
EVT000688,SHP001529,Mechanical,13,0.91,0.43
EVT000689,SHP002670,Customs,6,0.14,0.38
EVT000690,SHP002323,Weather,13,0.72,0.06
EVT000691,SHP000043,Weather,8,0.38,0.48
EVT000692,SHP001979,Port Congestion,8,0.76,0.29
EVT000693,SHP001635,Mechanical,7,0.58,0.55
EVT000694,SHP002179,Port Congestion,9,0.08,0.1
EVT000695,SHP000979,Customs,12,0.48,0.86
EVT000696,SHP000821,Customs,12,0.42,0.02
EVT000697,SHP000135,Mechanical,10,0.4,0.88
EVT000698,SHP000748,Customs,8,0.98,0.59
EVT000699,SHP001350,Mechanical,8,0.73,0.89
EVT000700,SHP001038,Customs,7,0.24,0.51
EVT000701,SHP001974,Mechanical,9,0.87,0.59
EVT000702,SHP001372,Customs,1,0.65,0.37
EVT000703,SHP002435,Port Congestion,12,0.33,0.0
EVT000704,SHP000167,Customs,2,0.19,0.98
EVT000705,SHP001359,Customs,12,0.96,0.49
EVT000706,SHP002259,Customs,7,0.93,0.89
EVT000707,SHP001557,Mechanical,14,0.76,0.28
EVT000708,SHP000177,Customs,5,0.63,0.14
EVT000709,SHP002978,Weather,2,0.69,0.6
EVT000710,SHP001331,Mechanical,7,0.11,0.01
EVT000711,SHP001107,Mechanical,9,0.51,0.25
EVT000712,SHP000915,Customs,7,0.77,0.97
EVT000713,SHP002185,Customs,13,0.95,0.59
EVT000714,SHP002898,Weather,6,0.09,0.87
EVT000715,SHP002405,Mechanical,7,0.98,0.08
EVT000716,SHP001370,Weather,5,0.01,0.59
EVT000717,SHP002051,Port Congestion,3,0.66,0.39
EVT000718,SHP002059,Weather,8,0.13,0.44
EVT000719,SHP000123,Port Congestion,7,0.78,0.72
EVT000720,SHP001731,Customs,12,0.58,0.86
EVT000721,SHP001745,Customs,13,0.11,0.6
EVT000722,SHP000445,Port Congestion,13,0.95,0.78
EVT000723,SHP000993,Weather,7,0.33,0.05
EVT000724,SHP002095,Weather,3,0.73,0.43
EVT000725,SHP002508,Weather,7,0.36,0.6
EVT000726,SHP002112,Port Congestion,11,0.57,0.12
EVT000727,SHP001166,Port Congestion,2,0.7,0.73
EVT000728,SHP002562,Weather,4,0.06,0.91
EVT000729,SHP002763,Mechanical,4,0.05,0.83
EVT000730,SHP000271,Weather,7,0.4,0.66
EVT000731,SHP001827,Weather,11,0.89,0.75
EVT000732,SHP000298,Customs,3,0.67,0.22
EVT000733,SHP002089,Customs,5,0.98,0.66
EVT000734,SHP000993,Mechanical,4,0.16,0.16
EVT000735,SHP002499,Port Congestion,6,0.1,0.88
EVT000736,SHP000627,Port Congestion,10,0.58,0.76
EVT000737,SHP002832,Customs,9,0.23,0.11
EVT000738,SHP000797,Mechanical,4,0.97,0.67
EVT000739,SHP000872,Weather,5,0.54,0.06
EVT000740,SHP000478,Customs,9,0.96,0.78
EVT000741,SHP001302,Port Congestion,4,0.13,0.33
EVT000742,SHP000323,Port Congestion,10,0.03,0.27
EVT000743,SHP001608,Weather,1,0.44,0.81
EVT000744,SHP002688,Port Congestion,12,0.57,0.42
EVT000745,SHP001024,Weather,6,0.44,0.43
EVT000746,SHP002582,Port Congestion,2,0.5,0.33
EVT000747,SHP002156,Weather,6,0.6,0.75
EVT000748,SHP000312,Port Congestion,13,0.17,0.22
EVT000749,SHP002907,Port Congestion,5,0.28,0.74
EVT000750,SHP002731,Mechanical,4,0.24,0.46
EVT000751,SHP000757,Mechanical,10,0.47,0.14
EVT000752,SHP001766,Weather,14,0.13,0.35
EVT000753,SHP002234,Port Congestion,12,0.57,0.62
EVT000754,SHP000100,Mechanical,11,0.79,0.73
EVT000755,SHP002777,Customs,13,0.53,0.65
EVT000756,SHP001952,Port Congestion,14,0.21,0.57
EVT000757,SHP002677,Port Congestion,2,0.41,0.19
EVT000758,SHP001274,Weather,3,1.0,0.37
EVT000759,SHP002729,Weather,7,0.23,0.65
EVT000760,SHP002492,Mechanical,4,0.52,0.46
EVT000761,SHP002759,Customs,2,0.7,0.56
EVT000762,SHP002670,Mechanical,6,0.29,0.06
EVT000763,SHP001154,Port Congestion,1,0.68,0.05
EVT000764,SHP002335,Weather,1,0.49,0.97
EVT000765,SHP000485,Mechanical,14,0.1,0.85
EVT000766,SHP001179,Weather,10,0.21,0.13
EVT000767,SHP001882,Port Congestion,5,0.36,0.24
EVT000768,SHP000290,Customs,10,0.2,0.05
EVT000769,SHP001913,Customs,12,0.08,0.51
EVT000770,SHP002932,Customs,9,0.38,0.5
EVT000771,SHP000871,Mechanical,10,0.77,0.28
EVT000772,SHP002669,Mechanical,7,0.74,0.98
EVT000773,SHP002563,Port Congestion,11,0.64,0.72
EVT000774,SHP000122,Customs,14,0.13,0.09
EVT000775,SHP002384,Customs,6,0.33,0.94
EVT000776,SHP001361,Mechanical,12,0.15,0.58
EVT000777,SHP001131,Mechanical,8,0.43,0.03
EVT000778,SHP002126,Port Congestion,9,0.53,0.51
EVT000779,SHP002597,Mechanical,13,0.94,0.92
EVT000780,SHP000101,Customs,1,0.31,0.34
EVT000781,SHP002312,Weather,10,0.69,0.37
EVT000782,SHP000780,Port Congestion,10,0.26,0.87
EVT000783,SHP000023,Customs,6,0.11,0.59
EVT000784,SHP001594,Port Congestion,6,0.43,0.96
EVT000785,SHP000230,Weather,8,0.93,0.16
EVT000786,SHP002917,Weather,6,0.33,0.59
EVT000787,SHP002735,Port Congestion,12,0.4,0.79
EVT000788,SHP000103,Weather,6,0.92,0.31
EVT000789,SHP001162,Weather,12,0.2,0.81
EVT000790,SHP000586,Mechanical,13,0.48,0.1
EVT000791,SHP001052,Customs,4,0.76,0.02
EVT000792,SHP002130,Customs,5,0.49,0.6
EVT000793,SHP001008,Port Congestion,4,0.29,0.74
EVT000794,SHP000923,Weather,4,0.64,0.48
EVT000795,SHP001090,Port Congestion,1,0.67,0.9
EVT000796,SHP002850,Weather,11,0.11,0.55
EVT000797,SHP002906,Mechanical,6,0.39,0.66
EVT000798,SHP002631,Mechanical,2,0.93,0.59
EVT000799,SHP001144,Mechanical,11,0.68,0.9
EVT000800,SHP002991,Customs,11,0.74,0.12
EVT000801,SHP000396,Customs,10,0.18,0.09
EVT000802,SHP002074,Mechanical,11,0.97,0.67
EVT000803,SHP000032,Weather,13,0.54,0.08
EVT000804,SHP001503,Weather,1,0.04,0.71
EVT000805,SHP001534,Customs,10,0.12,0.64
EVT000806,SHP000343,Weather,4,0.06,0.06
EVT000807,SHP000489,Mechanical,9,0.66,0.85
EVT000808,SHP000024,Port Congestion,4,1.0,0.48
EVT000809,SHP001424,Port Congestion,11,0.76,0.61
EVT000810,SHP002135,Customs,6,0.98,0.36
EVT000811,SHP001728,Port Congestion,11,0.33,0.27
EVT000812,SHP000482,Mechanical,14,0.14,0.36
EVT000813,SHP002465,Weather,2,0.77,0.98
EVT000814,SHP000047,Weather,1,0.35,0.19
EVT000815,SHP001081,Customs,4,0.43,0.04
EVT000816,SHP000930,Customs,14,0.02,0.2
EVT000817,SHP002286,Port Congestion,7,0.39,0.59
EVT000818,SHP002594,Weather,1,0.97,0.52
EVT000819,SHP002780,Mechanical,14,0.51,0.87
EVT000820,SHP002493,Weather,8,0.6,0.16
EVT000821,SHP000892,Weather,6,0.9,0.23
EVT000822,SHP001015,Weather,3,0.45,0.74
EVT000823,SHP001299,Customs,13,0.08,0.73
EVT000824,SHP001822,Port Congestion,14,0.5,0.33
EVT000825,SHP002349,Port Congestion,6,0.54,0.84
EVT000826,SHP002941,Mechanical,13,0.95,0.64
EVT000827,SHP000009,Mechanical,11,0.9,0.88
EVT000828,SHP000318,Port Congestion,8,0.31,0.36
EVT000829,SHP001575,Customs,4,0.81,0.06
EVT000830,SHP000728,Weather,6,0.05,0.65
EVT000831,SHP001061,Mechanical,6,0.08,0.58
EVT000832,SHP001665,Port Congestion,4,0.38,0.64
EVT000833,SHP000131,Weather,7,0.67,0.24
EVT000834,SHP002553,Port Congestion,11,0.74,0.18
EVT000835,SHP001139,Customs,8,0.37,0.89
EVT000836,SHP001173,Port Congestion,11,0.73,0.61
EVT000837,SHP001589,Port Congestion,9,0.78,0.48
EVT000838,SHP002087,Mechanical,11,0.6,0.91
EVT000839,SHP001512,Port Congestion,5,0.23,0.03
EVT000840,SHP000157,Mechanical,5,0.4,0.81
EVT000841,SHP002854,Customs,4,0.82,0.55
EVT000842,SHP002861,Customs,11,0.65,0.45
EVT000843,SHP000132,Mechanical,5,0.06,0.97
EVT000844,SHP002644,Mechanical,6,0.52,0.95
EVT000845,SHP000066,Weather,14,0.2,0.28
EVT000846,SHP000936,Customs,6,0.87,0.26
EVT000847,SHP001534,Customs,10,0.32,0.31
EVT000848,SHP002679,Mechanical,8,0.27,0.58
EVT000849,SHP001601,Mechanical,3,0.49,0.45
EVT000850,SHP000673,Customs,3,0.38,0.88
EVT000851,SHP000529,Weather,7,0.3,0.07
EVT000852,SHP001579,Mechanical,10,0.21,0.55
EVT000853,SHP002018,Port Congestion,9,0.55,0.22
EVT000854,SHP002176,Weather,4,0.02,0.78
EVT000855,SHP000322,Port Congestion,6,0.87,0.09
EVT000856,SHP002816,Mechanical,10,0.18,0.15
EVT000857,SHP001725,Mechanical,12,0.59,0.05
EVT000858,SHP001113,Port Congestion,11,0.99,0.73
EVT000859,SHP000837,Port Congestion,10,0.13,0.54
EVT000860,SHP000836,Weather,14,0.31,0.31
EVT000861,SHP001569,Weather,12,0.57,0.78
EVT000862,SHP000453,Customs,7,0.96,0.83
EVT000863,SHP001697,Customs,14,0.87,0.25
EVT000864,SHP001372,Mechanical,8,0.05,0.57
EVT000865,SHP002880,Mechanical,14,0.77,0.62
EVT000866,SHP002450,Customs,14,0.78,0.55
EVT000867,SHP001543,Weather,11,0.43,0.22
EVT000868,SHP000629,Mechanical,7,0.36,0.66
EVT000869,SHP000848,Mechanical,12,0.01,0.48
EVT000870,SHP000371,Port Congestion,2,0.83,0.78
EVT000871,SHP001405,Mechanical,12,0.49,0.25
EVT000872,SHP001783,Weather,9,0.08,0.4
EVT000873,SHP001439,Port Congestion,6,0.85,0.89
EVT000874,SHP001453,Weather,11,0.37,0.4
EVT000875,SHP000558,Customs,1,0.6,0.44
EVT000876,SHP000898,Mechanical,2,0.62,0.44
EVT000877,SHP000016,Weather,2,0.61,0.28
EVT000878,SHP000159,Customs,6,0.4,0.86
EVT000879,SHP000198,Mechanical,7,0.18,0.4
EVT000880,SHP001151,Weather,5,0.4,0.84
EVT000881,SHP001995,Customs,9,0.69,0.93
EVT000882,SHP001479,Mechanical,11,0.07,0.46
EVT000883,SHP000132,Weather,1,0.48,0.86
EVT000884,SHP002234,Port Congestion,6,0.65,0.34
EVT000885,SHP001029,Weather,2,0.76,0.48
EVT000886,SHP002703,Mechanical,10,0.68,0.13
EVT000887,SHP000080,Weather,2,0.91,0.49
EVT000888,SHP001953,Mechanical,11,0.87,0.98
EVT000889,SHP000552,Port Congestion,6,0.75,0.01
EVT000890,SHP002788,Weather,11,0.62,0.12
EVT000891,SHP000297,Customs,4,0.15,0.68
EVT000892,SHP002223,Port Congestion,13,0.13,0.76
EVT000893,SHP002551,Port Congestion,3,0.4,0.19
EVT000894,SHP000743,Weather,1,0.8,0.64
EVT000895,SHP001864,Port Congestion,3,0.6,0.26
EVT000896,SHP001407,Mechanical,10,0.88,0.79
EVT000897,SHP002907,Customs,13,0.47,0.18
EVT000898,SHP002582,Customs,5,0.08,0.31
EVT000899,SHP002259,Port Congestion,1,0.69,0.02
EVT000900,SHP001531,Weather,12,0.53,0.9
EVT000901,SHP001219,Mechanical,1,0.92,0.46
EVT000902,SHP002255,Weather,7,0.69,0.27
EVT000903,SHP002631,Mechanical,2,0.21,0.53
EVT000904,SHP001090,Weather,3,0.21,0.23
EVT000905,SHP002618,Port Congestion,2,0.06,0.97
EVT000906,SHP002039,Mechanical,7,0.41,0.54
EVT000907,SHP002987,Weather,8,0.73,0.24
EVT000908,SHP000322,Mechanical,13,0.16,0.95
EVT000909,SHP002794,Weather,2,0.87,0.1
EVT000910,SHP001349,Mechanical,6,0.59,0.75
EVT000911,SHP001016,Mechanical,2,0.15,0.58
EVT000912,SHP002796,Weather,6,0.0,0.04
EVT000913,SHP001955,Customs,6,0.96,0.31
EVT000914,SHP001688,Mechanical,14,0.98,0.96
EVT000915,SHP000675,Mechanical,10,0.55,0.51
EVT000916,SHP002034,Mechanical,9,0.85,0.96
EVT000917,SHP001356,Customs,11,0.79,0.15
EVT000918,SHP002474,Port Congestion,10,0.24,0.97
EVT000919,SHP000185,Weather,1,0.09,0.68
EVT000920,SHP000266,Mechanical,11,0.93,0.55
EVT000921,SHP000499,Weather,1,0.8,0.76
EVT000922,SHP001711,Customs,6,0.47,0.53
EVT000923,SHP001428,Weather,4,0.95,0.18
EVT000924,SHP001360,Customs,11,0.97,0.81
EVT000925,SHP000084,Port Congestion,12,0.65,0.18
EVT000926,SHP002708,Weather,5,0.51,0.1
EVT000927,SHP000509,Weather,1,0.34,0.65
EVT000928,SHP000911,Customs,11,0.31,0.39
EVT000929,SHP002460,Mechanical,1,0.53,0.51
EVT000930,SHP002309,Port Congestion,13,0.87,0.26
EVT000931,SHP002025,Customs,7,0.88,0.61
EVT000932,SHP002699,Mechanical,9,0.17,0.68
EVT000933,SHP000978,Port Congestion,11,0.84,0.78
EVT000934,SHP000742,Customs,5,0.07,0.75
EVT000935,SHP002207,Mechanical,14,0.24,0.59
EVT000936,SHP000923,Customs,5,0.43,0.5
EVT000937,SHP002572,Port Congestion,3,0.77,0.59
EVT000938,SHP000594,Customs,14,0.92,0.08
EVT000939,SHP002327,Customs,2,0.1,0.77
EVT000940,SHP001718,Port Congestion,7,0.79,0.01
EVT000941,SHP000388,Customs,5,0.69,0.11
EVT000942,SHP002063,Port Congestion,8,0.51,0.15
EVT000943,SHP002456,Port Congestion,7,0.96,0.07
EVT000944,SHP002215,Port Congestion,12,0.79,0.26
EVT000945,SHP001472,Weather,5,0.85,0.59
EVT000946,SHP000838,Customs,5,0.2,0.55
EVT000947,SHP002671,Mechanical,4,0.16,0.5
EVT000948,SHP001141,Customs,13,0.87,0.56
EVT000949,SHP000505,Customs,10,0.91,0.52
EVT000950,SHP000807,Customs,8,0.64,0.38
EVT000951,SHP000272,Port Congestion,11,0.69,0.81
EVT000952,SHP000884,Port Congestion,5,0.34,0.85
EVT000953,SHP000874,Mechanical,4,0.9,0.02
EVT000954,SHP001820,Weather,1,0.35,0.89
EVT000955,SHP001824,Weather,5,0.06,0.32
EVT000956,SHP002784,Weather,5,0.13,0.65
EVT000957,SHP000802,Port Congestion,4,0.71,0.34
EVT000958,SHP001334,Customs,5,0.52,0.05
EVT000959,SHP000820,Mechanical,2,0.36,0.83
EVT000960,SHP001788,Port Congestion,10,0.69,0.54
EVT000961,SHP001169,Port Congestion,6,0.31,0.8
EVT000962,SHP001144,Weather,12,0.72,0.55
EVT000963,SHP001811,Mechanical,14,0.17,0.5
EVT000964,SHP001086,Mechanical,6,0.31,0.52
EVT000965,SHP002880,Mechanical,11,0.16,0.97
EVT000966,SHP000729,Mechanical,10,0.03,0.46
EVT000967,SHP002583,Weather,6,0.3,0.04
EVT000968,SHP000319,Weather,1,0.15,0.12
EVT000969,SHP001565,Weather,5,0.98,0.36
EVT000970,SHP000377,Port Congestion,14,0.62,0.7
EVT000971,SHP000204,Mechanical,3,0.59,0.12
EVT000972,SHP000134,Mechanical,13,0.77,0.21
EVT000973,SHP000096,Weather,6,0.09,0.95
EVT000974,SHP001881,Customs,3,0.43,0.46
EVT000975,SHP000781,Port Congestion,6,0.69,0.26
EVT000976,SHP001392,Mechanical,5,0.25,0.74
EVT000977,SHP002172,Mechanical,11,0.33,0.87
EVT000978,SHP000661,Customs,14,0.76,0.44
EVT000979,SHP002627,Mechanical,6,0.29,0.94
EVT000980,SHP000822,Mechanical,10,0.98,0.82
EVT000981,SHP000309,Port Congestion,3,0.21,0.07
EVT000982,SHP000615,Mechanical,4,0.54,0.37
EVT000983,SHP002236,Mechanical,7,0.05,0.33
EVT000984,SHP001194,Weather,3,0.14,0.08
EVT000985,SHP002501,Mechanical,6,0.25,0.49
EVT000986,SHP002289,Weather,10,0.43,0.47
EVT000987,SHP000642,Port Congestion,13,0.9,0.34
EVT000988,SHP000172,Mechanical,4,0.29,0.67
EVT000989,SHP001196,Weather,2,0.22,0.59
EVT000990,SHP001554,Weather,9,0.88,0.54
EVT000991,SHP001505,Weather,13,0.81,0.1
EVT000992,SHP002568,Mechanical,14,0.54,0.68
EVT000993,SHP002424,Port Congestion,7,0.54,0.56
EVT000994,SHP002824,Customs,12,0.84,0.91
EVT000995,SHP001930,Customs,9,0.58,0.18
EVT000996,SHP000897,Port Congestion,13,0.28,0.49
EVT000997,SHP000763,Weather,3,0.56,0.37
EVT000998,SHP001119,Weather,12,0.11,0.77
EVT000999,SHP001382,Customs,1,0.46,1.0
EVT001000,SHP001889,Mechanical,5,0.15,0.63
EVT001001,SHP001355,Customs,1,0.81,0.56
EVT001002,SHP002994,Mechanical,10,0.53,0.24
EVT001003,SHP000322,Customs,9,0.81,0.21
EVT001004,SHP002958,Mechanical,14,0.14,0.35
EVT001005,SHP001058,Weather,7,0.51,0.77
EVT001006,SHP002420,Mechanical,8,0.76,0.84
EVT001007,SHP000696,Customs,14,0.53,0.66
EVT001008,SHP001522,Mechanical,14,0.46,0.16
EVT001009,SHP000887,Port Congestion,11,0.77,0.96
EVT001010,SHP001236,Customs,14,0.24,0.74
EVT001011,SHP002466,Weather,5,0.44,0.45
EVT001012,SHP001506,Weather,14,0.66,0.73
EVT001013,SHP002842,Customs,4,0.72,0.55
EVT001014,SHP000779,Port Congestion,8,0.07,0.97
EVT001015,SHP002839,Weather,7,0.08,0.66
EVT001016,SHP002398,Customs,9,0.86,0.81
EVT001017,SHP000369,Customs,13,0.11,0.71
EVT001018,SHP002191,Mechanical,14,0.16,0.91
EVT001019,SHP000721,Weather,6,0.43,0.56
EVT001020,SHP000964,Customs,11,0.36,0.45
EVT001021,SHP002825,Mechanical,6,0.87,0.0
EVT001022,SHP001925,Mechanical,6,0.22,0.26
