warehouse_id,product_id,stock_level,inbound,outbound
WH000716,PRD000716,4560,3260,2548
WH000717,PRD000717,8079,967,4545
WH000718,PRD000718,7028,4017,4957
WH000719,PRD000719,1466,4345,974
WH000720,PRD000720,8779,24,3293
WH000721,PRD000721,5692,3030,4718
WH000722,PRD000722,1791,4650,2518
WH000723,PRD000723,2190,1123,1244
WH000724,PRD000724,2167,3085,2060
WH000725,PRD000725,7760,515,4713
WH000726,PRD000726,5095,2924,1677
WH000727,PRD000727,4217,4825,623
WH000728,PRD000728,2041,2038,276
WH000729,PRD000729,1652,3406,1046
WH000730,PRD000730,6983,631,481
WH000731,PRD000731,8687,4040,1542
WH000732,PRD000732,8086,3609,3303
WH000733,PRD000733,7590,763,1498
WH000734,PRD000734,5745,4686,4796
WH000735,PRD000735,5228,4319,621
WH000736,PRD000736,646,1471,297
WH000737,PRD000737,1650,1199,1542
WH000738,PRD000738,4570,745,2446
WH000739,PRD000739,9100,2372,4390
WH000740,PRD000740,8311,3130,1325
WH000741,PRD000741,4953,4142,1120
WH000742,PRD000742,219,1698,1998
WH000743,PRD000743,6513,1090,1180
WH000744,PRD000744,2934,3654,1000
WH000745,PRD000745,6297,936,47
WH000746,PRD000746,1083,495,241
WH000747,PRD000747,7858,1907,1270
WH000748,PRD000748,4663,4298,3315
WH000749,PRD000749,7359,1822,924
WH000750,PRD000750,6087,2936,1246
WH000751,PRD000751,7256,4960,2604
WH000752,PRD000752,8275,214,1578
WH000753,PRD000753,2553,1408,4168
WH000754,PRD000754,618,66,1376
WH000755,PRD000755,735,967,565
WH000756,PRD000756,5898,3190,1403
WH000757,PRD000757,7530,3071,4188
WH000758,PRD000758,5309,3674,957
WH000759,PRD000759,7282,3479,371
WH000760,PRD000760,9846,1606,3985
WH000761,PRD000761,9727,2179,3787
WH000762,PRD000762,8517,4655,142
WH000763,PRD000763,7021,867,3211
WH000764,PRD000764,1276,2875,2852
WH000765,PRD000765,4491,66,588
WH000766,PRD000766,3787,4420,805
WH000767,PRD000767,1636,503,1450
WH000768,PRD000768,488,2083,1556
WH000769,PRD000769,4715,1860,2184
WH000770,PRD000770,8528,4053,4038
WH000771,PRD000771,5601,1709,1802
WH000772,PRD000772,1043,2244,1297
WH000773,PRD000773,6333,4169,899
WH000774,PRD000774,9546,25,3213
WH000775,PRD000775,2721,4378,2881
WH000776,PRD000776,2552,2023,2491
WH000777,PRD000777,5264,300,3949
WH000778,PRD000778,9908,2242,1762
WH000779,PRD000779,319,3754,2193
WH000780,PRD000780,1140,1293,3562
WH000781,PRD000781,3732,2363,1546
WH000782,PRD000782,3372,1248,1044
WH000783,PRD000783,5252,186,4903
WH000784,PRD000784,8807,2659,3820
WH000785,PRD000785,8589,3735,4121
WH000786,PRD000786,8169,3453,1380
WH000787,PRD000787,8984,1939,4904
WH000788,PRD000788,2425,3650,658
WH000789,PRD000789,3689,386,1717
WH000790,PRD000790,9122,321,2591
WH000791,PRD000791,371,2620,3012
WH000792,PRD000792,5458,1023,1508
WH000793,PRD000793,9908,3401,2823
WH000794,PRD000794,7014,948,587
WH000795,PRD000795,6033,4943,2254
WH000796,PRD000796,4577,845,2032
WH000797,PRD000797,4875,994,3866
WH000798,PRD000798,6868,1895,3991
WH000799,PRD000799,8088,509,971
WH000800,PRD000800,4261,1268,2849
WH000801,PRD000801,9653,4631,3208
WH000802,PRD000802,8560,2444,4397
WH000803,PRD000803,1111,4847,4219
WH000804,PRD000804,2244,1274,1031
WH000805,PRD000805,3467,4981,314
WH000806,PRD000806,4895,429,3022
WH000807,PRD000807,8348,1030,896
WH000808,PRD000808,9823,4360,2343
WH000809,PRD000809,8674,3420,4957
WH000810,PRD000810,2333,1801,1306
WH000811,PRD000811,860,2352,4852
WH000812,PRD000812,2839,4300,1517
WH000813,PRD000813,4500,3042,3761
WH000814,PRD000814,9485,3294,2822
WH000815,PRD000815,4562,2276,4788
WH000816,PRD000816,7361,2990,87
WH000817,PRD000817,3639,1568,3473
WH000818,PRD000818,3478,2443,2095
WH000819,PRD000819,9932,4953,4309
WH000820,PRD000820,8549,2084,3979
WH000821,PRD000821,3636,1573,3832
WH000822,PRD000822,553,4032,2885
WH000823,PRD000823,6532,140,3174
WH000824,PRD000824,9616,2217,1657
WH000825,PRD000825,6877,3833,3832
WH000826,PRD000826,2059,2862,623
WH000827,PRD000827,8599,2011,1319
WH000828,PRD000828,7721,530,3947
WH000829,PRD000829,268,3360,4414
WH000830,PRD000830,7793,24,235
WH000831,PRD000831,9491,1340,271
WH000832,PRD000832,6003,3638,3975
WH000833,PRD000833,9073,326,4311
WH000834,PRD000834,6534,467,3440
WH000835,PRD000835,18,3729,1885
WH000836,PRD000836,7787,1866,2040
WH000837,PRD000837,3539,2099,99
WH000838,PRD000838,6202,2377,4028
WH000839,PRD000839,9051,1806,2309
WH000840,PRD000840,9141,2053,3665
WH000841,PRD000841,4663,1985,2846
WH000842,PRD000842,1772,429,4107
WH000843,PRD000843,5321,597,1009
WH000844,PRD000844,8232,3798,2109
WH000845,PRD000845,6883,3261,326
WH000846,PRD000846,2440,4635,98
WH000847,PRD000847,6453,1940,3632
WH000848,PRD000848,8685,3634,4315
WH000849,PRD000849,5874,2793,1729
WH000850,PRD000850,6613,4384,1102
WH000851,PRD000851,1669,853,1257
WH000852,PRD000852,888,4951,962
WH000853,PRD000853,316,3980,1911
WH000854,PRD000854,6192,2194,3547
WH000855,PRD000855,8683,340,4292
WH000856,PRD000856,2913,2633,1174
WH000857,PRD000857,3174,1368,2324
WH000858,PRD000858,4198,1459,3454
WH000859,PRD000859,7019,3437,1713
WH000860,PRD000860,8250,2176,686
WH000861,PRD000861,3280,2392,3561
WH000862,PRD000862,7267,2479,3866
WH000863,PRD000863,1101,3643,4868
WH000864,PRD000864,2279,2450,1832
WH000865,PRD000865,4834,3265,3317
WH000866,PRD000866,8022,3099,276
WH000867,PRD000867,7276,984,2937
WH000868,PRD000868,4277,2130,973
WH000869,PRD000869,5512,2500,4199
WH000870,PRD000870,1439,1662,3793
WH000871,PRD000871,3147,1641,1852
WH000872,PRD000872,508,3151,3966
WH000873,PRD000873,5391,1996,2602
WH000874,PRD000874,6683,1903,896
WH000875,PRD000875,9529,1150,1924
WH000876,PRD000876,2256,2648,597
WH000877,PRD000877,7045,1,3420
WH000878,PRD000878,1031,751,2820
WH000879,PRD000879,9419,3921,526
WH000880,PRD000880,9576,2297,3090
WH000881,PRD000881,6388,1180,1239
WH000882,PRD000882,5402,4353,853
WH000883,PRD000883,7751,165,4219
WH000884,PRD000884,5265,1495,731
WH000885,PRD000885,3540,593,88
WH000886,PRD000886,5062,4716,350
WH000887,PRD000887,784,2163,4245
WH000888,PRD000888,3156,1419,3362
WH000889,PRD000889,2380,705,1494
WH000890,PRD000890,9011,361,4801
WH000891,PRD000891,8553,2697,497
WH000892,PRD000892,2015,2968,1824
WH000893,PRD000893,5544,1975,2787
WH000894,PRD000894,3175,1707,2669
WH000895,PRD000895,7808,951,3281
WH000896,PRD000896,5703,3207,1471
WH000897,PRD000897,3536,621,4462
WH000898,PRD000898,8351,70,3401
WH000899,PRD000899,5529,4788,3205
WH000900,PRD000900,3202,3816,2789
WH000901,PRD000901,3678,4361,2491
WH000902,PRD000902,6576,3375,1280
WH000903,PRD000903,3741,1781,606
WH000904,PRD000904,2963,3339,3941
WH000905,PRD000905,1266,749,3580
WH000906,PRD000906,1707,2454,290
WH000907,PRD000907,1844,2351,640
WH000908,PRD000908,8545,4306,2280
WH000909,PRD000909,44,456,1417
WH000910,PRD000910,9904,2500,4574
WH000911,PRD000911,3663,4911,3579
WH000912,PRD000912,476,3262,23
WH000913,PRD000913,150,4145,1012
WH000914,PRD000914,7862,1432,1573
WH000915,PRD000915,5118,887,4628
WH000916,PRD000916,2962,2778,1213
WH000917,PRD000917,9615,1335,3806
WH000918,PRD000918,8106,430,1485
WH000919,PRD000919,6921,3294,4599
WH000920,PRD000920,960,3019,4186
WH000921,PRD000921,9179,2494,715
WH000922,PRD000922,3824,4138,1235
WH000923,PRD000923,4337,4876,1922
WH000924,PRD000924,3868,3316,1006
WH000925,PRD000925,3594,2999,2330
WH000926,PRD000926,5219,4256,3004
WH000927,PRD000927,8805,1893,291
WH000928,PRD000928,1648,3507,4830
WH000929,PRD000929,4078,2265,2706
WH000930,PRD000930,1966,1936,1857
WH000931,PRD000931,6488,3043,4455
WH000932,PRD000932,5962,4171,2154
WH000933,PRD000933,4929,506,1426
WH000934,PRD000934,9455,1208,1006
WH000935,PRD000935,3991,3061,4522
WH000936,PRD000936,7272,4173,4584
WH000937,PRD000937,941,534,230
WH000938,PRD000938,5562,502,4953
WH000939,PRD000939,6036,3944,39
WH000940,PRD000940,3570,1193,1998
WH000941,PRD000941,5063,4640,1662
WH000942,PRD000942,1780,4643,2261
WH000943,PRD000943,7146,3524,114
WH000944,PRD000944,2306,749,3832
WH000945,PRD000945,6120,3613,85
WH000946,PRD000946,6361,2464,817
WH000947,PRD000947,8722,1340,4662
WH000948,PRD000948,5921,3189,1422
WH000949,PRD000949,1783,1855,1075
WH000950,PRD000950,8625,4277,1088
WH000951,PRD000951,369,3591,3817
WH000952,PRD000952,838,1982,3247
WH000953,PRD000953,4232,4953,370
WH000954,PRD000954,8137,3790,1577
WH000955,PRD000955,4296,470,2917
WH000956,PRD000956,5480,1207,3355
WH000957,PRD000957,7746,2417,3809
WH000958,PRD000958,5305,564,4479
WH000959,PRD000959,5816,4836,4551
WH000960,PRD000960,465,2091,2977
WH000961,PRD000961,4587,2461,2684
WH000962,PRD000962,2427,4628,142
WH000963,PRD000963,7964,2493,2834
WH000964,PRD000964,3057,4079,4990
WH000965,PRD000965,5943,1567,1820
WH000966,PRD000966,6457,1065,2131
WH000967,PRD000967,7492,1617,1480
WH000968,PRD000968,7023,3903,3339
WH000969,PRD000969,6864,2286,3775
WH000970,PRD000970,5490,3170,4924
WH000971,PRD000971,2757,257,2907
WH000972,PRD000972,5121,3464,541
WH000973,PRD000973,6668,4023,4972
WH000974,PRD000974,2505,3108,3735
WH000975,PRD000975,4820,2873,176
WH000976,PRD000976,8877,98,3665
WH000977,PRD000977,263,1111,4432
WH000978,PRD000978,1801,3053,216
WH000979,PRD000979,678,1910,3816
WH000980,PRD000980,320,4606,4922
WH000981,PRD000981,2267,2626,3152
WH000982,PRD000982,2130,666,2116
WH000983,PRD000983,9369,2774,3198
WH000984,PRD000984,8806,2096,1879
WH000985,PRD000985,1866,2334,1810
WH000986,PRD000986,2069,2010,2783
WH000987,PRD000987,6395,298,2474
WH000988,PRD000988,5017,2061,2121
WH000989,PRD000989,2643,4967,870
WH000990,PRD000990,2544,3293,3458
WH000991,PRD000991,2497,296,4452
WH000992,PRD000992,1367,36,4951
WH000993,PRD000993,1683,3723,3550
WH000994,PRD000994,9244,4133,1616
WH000995,PRD000995,1077,3295,4050
WH000996,PRD000996,9192,461,1246
WH000997,PRD000997,9537,618,4917
WH000998,PRD000998,966,421,1783
WH000999,PRD000999,1460,1245,804
WH001000,PRD001000,4327,1533,2132
WH001001,PRD001001,8258,688,4994
WH001002,PRD001002,3870,2130,2319
WH001003,PRD001003,2356,2451,4015
WH001004,PRD001004,9253,2400,496
WH001005,PRD001005,3924,1391,4433
WH001006,PRD001006,3708,1874,3672
WH001007,PRD001007,6236,588,76
WH001008,PRD001008,3591,3353,4144
WH001009,PRD001009,2549,2173,1000
WH001010,PRD001010,7803,4726,401
WH001011,PRD001011,4529,664,3142
WH001012,PRD001012,6143,2426,2117
WH001013,PRD001013,4065,1876,71
WH001014,PRD001014,9300,781,1954
WH001015,PRD001015,1077,1298,3650
WH001016,PRD001016,6205,1549,3381
WH001017,PRD001017,1786,1584,2868
WH001018,PRD001018,917,4905,3091
WH001019,PRD001019,203,1511,4884
WH001020,PRD001020,9170,3474,2160
WH001021,PRD001021,2002,3015,1196
WH001022,PRD001022,6718,22,4461
WH001023,PRD001023,9835,4738,3573
WH001024,PRD001024,4529,1991,414
WH001025,PRD001025,4804,688,454
WH001026,PRD001026,9587,708,2452
WH001027,PRD001027,9526,285,278
WH001028,PRD001028,2761,1115,2843
WH001029,PRD001029,5966,2706,3090
WH001030,PRD001030,5104,3628,1285
WH001031,PRD001031,5744,4272,4739
WH001032,PRD001032,372,1239,407
WH001033,PRD001033,8506,1642,817
WH001034,PRD001034,4194,3797,1559
WH001035,PRD001035,3815,4599,401
WH001036,PRD001036,1988,1654,4450
WH001037,PRD001037,9445,1931,63
WH001038,PRD001038,3143,1732,307
WH001039,PRD001039,7088,3367,2547
WH001040,PRD001040,7504,3366,4335
WH001041,PRD001041,342,4428,3263
WH001042,PRD001042,9258,1594,2876
WH001043,PRD001043,1096,1721,2248
WH001044,PRD001044,8157,4479,10
WH001045,PRD001045,4601,2603,4997
WH001046,PRD001046,7672,2393,1039
WH001047,PRD001047,4899,1471,37
WH001048,PRD001048,2623,2448,1015
WH001049,PRD001049,4479,333,4771
WH001050,PRD001050,541,4768,2449
WH001051,PRD001051,8835,2202,4798
WH001052,PRD001052,2353,41,3863
WH001053,PRD001053,2578,636,3069
WH001054,PRD001054,2235,4747,1668
WH001055,PRD001055,2068,2163,854
WH001056,PRD001056,8314,1161,81
WH001057,PRD001057,1780,1049,1285
WH001058,PRD001058,4889,1599,494
WH001059,PRD001059,4400,2595,3239
WH001060,PRD001060,3556,2676,1556
WH001061,PRD001061,1105,3661,3453
WH001062,PRD001062,6273,1211,2179
WH001063,PRD001063,7742,4261,802
WH001064,PRD001064,4140,3976,3484
WH001065,PRD001065,4064,1475,3304
WH001066,PRD001066,6180,1599,3206
WH001067,PRD001067,1859,3525,905
WH001068,PRD001068,7411,1015,3975
WH001069,PRD001069,1268,4305,1651
WH001070,PRD001070,7503,787,2225
WH001071,PRD001071,3979,3087,1926
WH001072,PRD001072,6653,3344,3826
WH001073,PRD001073,7584,3449,3582
WH001074,PRD001074,1954,3439,837
WH001075,PRD001075,9978,3369,104
WH001076,PRD001076,5524,3201,520
WH001077,PRD001077,3465,3940,642
WH001078,PRD001078,8280,987,2071
WH001079,PRD001079,7763,4845,4189
WH001080,PRD001080,3011,1110,4088
WH001081,PRD001081,2522,1437,4261
WH001082,PRD001082,4847,781,584
WH001083,PRD001083,3653,630,1121
WH001084,PRD001084,7598,144,4277
WH001085,PRD001085,3262,1532,2617
WH001086,PRD001086,6547,4125,2315
WH001087,PRD001087,6107,3223,1326
WH001088,PRD001088,8763,4991,2622
WH001089,PRD001089,5753,2500,556
WH001090,PRD001090,2922,1543,2406
WH001091,PRD001091,6292,3191,1122
WH001092,PRD001092,4954,260,3184
WH001093,PRD001093,9143,4858,3548
WH001094,PRD001094,502,3517,4694
WH001095,PRD001095,9087,661,1397
WH001096,PRD001096,4802,1974,448
WH001097,PRD001097,2465,4429,3084
WH001098,PRD001098,4181,1701,4367
WH001099,PRD001099,4251,1788,3538
WH001100,PRD001100,7843,1549,3034
WH001101,PRD001101,978,605,4907
WH001102,PRD001102,433,2346,4034
WH001103,PRD001103,7080,4628,4248
WH001104,PRD001104,3932,272,1281
WH001105,PRD001105,9949,940,3371
WH001106,PRD001106,7070,53,4743
WH001107,PRD001107,5590,2049,746
WH001108,PRD001108,6573,287,2618
WH001109,PRD001109,3666,341,1958
WH001110,PRD001110,2445,3813,4241
WH001111,PRD001111,9035,1816,1034
WH001112,PRD001112,9439,3727,2158
WH001113,PRD001113,3429,1573,277
WH001114,PRD001114,9743,3153,3619
WH001115,PRD001115,4491,20,1729
WH001116,PRD001116,6637,3580,2987
WH001117,PRD001117,7057,393,2892
WH001118,PRD001118,4291,4932,4079
WH001119,PRD001119,4906,839,2659
WH001120,PRD001120,7088,1990,4240
WH001121,PRD001121,620,3432,3650
WH001122,PRD001122,3366,3665,564
WH001123,PRD001123,4001,176,3381
WH001124,PRD001124,5205,4936,1047
WH001125,PRD001125,7274,968,1929
WH001126,PRD001126,577,4715,644
WH001127,PRD001127,4167,1875,4211
WH001128,PRD001128,9740,1255,4708
WH001129,PRD001129,9300,813,2067
WH001130,PRD001130,4077,4362,2842
WH001131,PRD001131,950,2936,185
WH001132,PRD001132,4008,2072,3533
WH001133,PRD001133,7066,4275,2275
WH001134,PRD001134,3759,197,3168
WH001135,PRD001135,4399,3109,4252
WH001136,PRD001136,4280,4775,547
WH001137,PRD001137,2570,2155,280
WH001138,PRD001138,7902,577,1542
WH001139,PRD001139,3600,4038,297
WH001140,PRD001140,6640,1071,4359
WH001141,PRD001141,2560,981,3737
WH001142,PRD001142,4836,107,1173
WH001143,PRD001143,9895,3017,600
WH001144,PRD001144,1949,2460,1934
WH001145,PRD001145,3287,965,23
WH001146,PRD001146,6332,4510,2523
WH001147,PRD001147,3940,1240,4740
WH001148,PRD001148,8825,2336,2461
WH001149,PRD001149,1478,2183,100
WH001150,PRD001150,7221,4936,3320
WH001151,PRD001151,8328,3055,3419
WH001152,PRD001152,3565,175,1268
WH001153,PRD001153,8920,3451,3528
WH001154,PRD001154,9095,1550,2113
WH001155,PRD001155,4358,3297,2088
WH001156,PRD001156,3029,4000,1678
WH001157,PRD001157,9061,150,3425
WH001158,PRD001158,3486,1615,1441
WH001159,PRD001159,6360,2805,26
WH001160,PRD001160,4389,4785,3680
WH001161,PRD001161,5275,1334,803
WH001162,PRD001162,7022,4449,4640
WH001163,PRD001163,5302,4578,1933
WH001164,PRD001164,4101,3887,899
WH001165,PRD001165,4856,1592,3261
WH001166,PRD001166,6108,980,1942
WH001167,PRD001167,3321,4918,3159
WH001168,PRD001168,1178,4519,2882
WH001169,PRD001169,3843,3287,853
WH001170,PRD001170,5926,2564,98
WH001171,PRD001171,7019,4228,4518
WH001172,PRD001172,8279,2587,4294
WH001173,PRD001173,2378,2887,2165
WH001174,PRD001174,8991,4877,1759
WH001175,PRD001175,824,1898,394
WH001176,PRD001176,5811,2736,4776
WH001177,PRD001177,6353,602,831
WH001178,PRD001178,5920,4375,1858
WH001179,PRD001179,3221,4406,3072
WH001180,PRD001180,1111,1824,3088
WH001181,PRD001181,2246,4930,1291
WH001182,PRD001182,4388,2620,3423
WH001183,PRD001183,7496,1014,1139
WH001184,PRD001184,1502,2469,150
WH001185,PRD001185,8247,1368,719
WH001186,PRD001186,8523,4063,3168
WH001187,PRD001187,4749,3083,717
WH001188,PRD001188,6754,1062,3910
WH001189,PRD001189,2546,4451,391
WH001190,PRD001190,9027,2535,1533
WH001191,PRD001191,7657,3661,2766
WH001192,PRD001192,3992,996,4127
WH001193,PRD001193,8297,726,596
WH001194,PRD001194,3608,3291,4044
WH001195,PRD001195,5273,1216,2007
WH001196,PRD001196,9375,3238,3769
WH001197,PRD001197,6385,2609,837
WH001198,PRD001198,4970,976,2117
WH001199,PRD001199,5641,1202,4893
WH001200,PRD001200,2056,674,3319
WH001201,PRD001201,5626,1073,4037
WH001202,PRD001202,7732,1940,4945
WH001203,PRD001203,3025,4462,3864
WH001204,PRD001204,8938,1352,684
WH001205,PRD001205,3226,2152,4447
WH001206,PRD001206,8482,498,4774
WH001207,PRD001207,3265,2667,1393
WH001208,PRD001208,2269,2671,2579
WH001209,PRD001209,1337,700,427
WH001210,PRD001210,1575,4586,4900
WH001211,PRD001211,2616,2783,4745
WH001212,PRD001212,815,15,497
WH001213,PRD001213,799,1671,3664
WH001214,PRD001214,5618,975,169
WH001215,PRD001215,8338,431,2063
WH001216,PRD001216,9453,994,3299
WH001217,PRD001217,9479,494,2463
WH001218,PRD001218,9494,1097,2899
WH001219,PRD001219,999,102,4156
WH001220,PRD001220,5999,3773,28
WH001221,PRD001221,2719,4583,2835
WH001222,PRD001222,4165,2958,653
WH001223,PRD001223,4261,556,1733
WH001224,PRD001224,6029,571,2808
WH001225,PRD001225,9526,718,3172
WH001226,PRD001226,7480,3021,4827
WH001227,PRD001227,9892,1070,2975
WH001228,PRD001228,6667,710,236
WH001229,PRD001229,196,2541,333
WH001230,PRD001230,3162,4804,1574
WH001231,PRD001231,3174,3145,1613
WH001232,PRD001232,4402,31,4830
WH001233,PRD001233,3304,861,2353
WH001234,PRD001234,688,3888,1676
WH001235,PRD001235,8026,3727,3241
WH001236,PRD001236,4678,4326,4036
WH001237,PRD001237,1327,3981,758
WH001238,PRD001238,3550,3435,4616
WH001239,PRD001239,6924,1272,3515
WH001240,PRD001240,6480,383,1071
WH001241,PRD001241,5258,4480,327
WH001242,PRD001242,3171,2245,199
WH001243,PRD001243,516,2644,2177
WH001244,PRD001244,4714,2983,3132
WH001245,PRD001245,9049,1187,4
WH001246,PRD001246,7652,1062,816
WH001247,PRD001247,4695,2567,4637
WH001248,PRD001248,2625,1483,700
WH001249,PRD001249,5469,1233,4571
WH001250,PRD001250,7363,3721,492
WH001251,PRD001251,9279,3952,593
WH001252,PRD001252,662,3072,2598
WH001253,PRD001253,1309,2372,4637
WH001254,PRD001254,5412,3059,1370
WH001255,PRD001255,3045,2472,4372
WH001256,PRD001256,1048,1199,2156
WH001257,PRD001257,8597,2720,3370
WH001258,PRD001258,8949,273,2669
WH001259,PRD001259,5665,2273,2523
WH001260,PRD001260,9066,3615,4327
WH001261,PRD001261,7094,191,2179
WH001262,PRD001262,9462,3203,2075
WH001263,PRD001263,2963,4586,4925
WH001264,PRD001264,796,2519,2320
WH001265,PRD001265,1817,1828,1731
WH001266,PRD001266,1397,2352,4932
WH001267,PRD001267,6689,845,3025
WH001268,PRD001268,200,3451,356
WH001269,PRD001269,6286,1042,848
WH001270,PRD001270,4258,4667,697
WH001271,PRD001271,3466,4737,819
WH001272,PRD001272,4582,1923,4751
WH001273,PRD001273,7191,1482,3614
WH001274,PRD001274,5956,1595,3873
WH001275,PRD001275,5572,2754,3913
WH001276,PRD001276,7424,1023,3090
WH001277,PRD001277,6788,821,2533
WH001278,PRD001278,7291,2112,3029
WH001279,PRD001279,9107,762,815
WH001280,PRD001280,2493,348,2481
WH001281,PRD001281,5818,3291,1631
WH001282,PRD001282,4941,84,1844
WH001283,PRD001283,2699,4613,3111
WH001284,PRD001284,9926,3701,4022
WH001285,PRD001285,7208,1820,2465
WH001286,PRD001286,9860,3691,1285
WH001287,PRD001287,70,3848,263
WH001288,PRD001288,6542,3014,2829
WH001289,PRD001289,9766,1002,2515
WH001290,PRD001290,5557,4300,1581
WH001291,PRD001291,5012,4614,2689
WH001292,PRD001292,8104,363,4648
WH001293,PRD001293,6588,3138,2223
WH001294,PRD001294,7944,2338,2398
WH001295,PRD001295,4893,2243,4362
WH001296,PRD001296,3355,1049,1698
WH001297,PRD001297,7541,486,2955
WH001298,PRD001298,4781,4519,858
WH001299,PRD001299,1881,463,1441
WH001300,PRD001300,5436,4204,4774
WH001301,PRD001301,7518,4893,3561
WH001302,PRD001302,800,2513,2108
WH001303,PRD001303,1683,2418,936
WH001304,PRD001304,6307,669,4524
WH001305,PRD001305,852,1721,3964
WH001306,PRD001306,1351,1982,2102
WH001307,PRD001307,7840,2709,4516
WH001308,PRD001308,6540,2520,3695
WH001309,PRD001309,8614,2463,2675
WH001310,PRD001310,5272,2347,2681
WH001311,PRD001311,3892,592,4637
WH001312,PRD001312,6711,749,2047
WH001313,PRD001313,3671,633,3656
WH001314,PRD001314,6120,1298,4904
WH001315,PRD001315,4433,3720,1718
WH001316,PRD001316,7757,0,239
WH001317,PRD001317,336,4287,1635
WH001318,PRD001318,5739,3502,3394
WH001319,PRD001319,2258,2676,3831
WH001320,PRD001320,7909,1691,3805
WH001321,PRD001321,8136,32,3657
WH001322,PRD001322,7342,1429,485
WH001323,PRD001323,1484,4009,4358
WH001324,PRD001324,3822,3854,3800
WH001325,PRD001325,7418,112,1505
WH001326,PRD001326,7420,3414,3081
WH001327,PRD001327,1135,4477,4749
WH001328,PRD001328,4097,3015,797
WH001329,PRD001329,525,4336,1431
WH001330,PRD001330,6398,3266,3480
WH001331,PRD001331,7168,1476,2540
WH001332,PRD001332,6440,280,1170
WH001333,PRD001333,4178,376,3991
WH001334,PRD001334,8028,1329,3248
WH001335,PRD001335,6471,3712,4140
WH001336,PRD001336,1404,4946,2561
WH001337,PRD001337,54,3657,4278
WH001338,PRD001338,1474,4541,2258
WH001339,PRD001339,8654,317,694
WH001340,PRD001340,3910,610,4334
WH001341,PRD001341,9333,137,1795
WH001342,PRD001342,6124,672,4051
WH001343,PRD001343,2333,4104,145
WH001344,PRD001344,1616,2444,4879
WH001345,PRD001345,732,1357,38
WH001346,PRD001346,6353,1987,2224
WH001347,PRD001347,8366,4889,674
WH001348,PRD001348,6505,3286,3712
WH001349,PRD001349,4627,3188,4381
WH001350,PRD001350,7189,2690,882
WH001351,PRD001351,2181,1482,3287
WH001352,PRD001352,6323,4327,561
WH001353,PRD001353,1819,2290,622
WH001354,PRD001354,947,2723,3531
WH001355,PRD001355,5188,292,1688
WH001356,PRD001356,7345,336,216
WH001357,PRD001357,2415,1995,3374
WH001358,PRD001358,190,4353,3245
WH001359,PRD001359,2261,4194,174
WH001360,PRD001360,2610,3675,2420
WH001361,PRD001361,3172,4446,818
WH001362,PRD001362,9048,77,933
WH001363,PRD001363,3322,4072,1085
WH001364,PRD001364,2576,3141,3699
WH001365,PRD001365,536,1714,3130
WH001366,PRD001366,5996,4951,2724
WH001367,PRD001367,6204,2874,194
WH001368,PRD001368,4495,668,4262
WH001369,PRD001369,1077,3113,2051
WH001370,PRD001370,6795,221,1547
WH001371,PRD001371,1209,144,3221
WH001372,PRD001372,2760,1659,2741
WH001373,PRD001373,5169,1574,991
WH001374,PRD001374,7380,2933,1668
WH001375,PRD001375,3775,2411,1674
WH001376,PRD001376,8011,4138,2517
WH001377,PRD001377,936,2079,1933
WH001378,PRD001378,6631,1486,4091
WH001379,PRD001379,6638,610,849
WH001380,PRD001380,2324,4953,187
WH001381,PRD001381,5886,2795,3174
WH001382,PRD001382,682,2848,4138
WH001383,PRD001383,8152,4948,2203
WH001384,PRD001384,6617,2517,2582
WH001385,PRD001385,3249,3102,515
WH001386,PRD001386,7449,2691,2655
WH001387,PRD001387,3057,2040,341
WH001388,PRD001388,5844,4224,4813
WH001389,PRD001389,1948,1381,4133
WH001390,PRD001390,1494,4342,4126
WH001391,PRD001391,3187,1846,643
WH001392,PRD001392,9423,2545,3266
WH001393,PRD001393,4317,2765,2214
WH001394,PRD001394,9123,2786,125
WH001395,PRD001395,126,2880,4196
WH001396,PRD001396,7597,4012,4646
WH001397,PRD001397,8934,795,1490
WH001398,PRD001398,3786,4190,2833
WH001399,PRD001399,3941,339,2142
WH001400,PRD001400,8935,839,499
WH001401,PRD001401,4437,1879,1410
WH001402,PRD001402,3138,3002,4836
WH001403,PRD001403,8952,2137,188
WH001404,PRD001404,52,3966,2809
WH001405,PRD001405,6735,820,1363
WH001406,PRD001406,9464,1681,2246
WH001407,PRD001407,9930,2282,1345
WH001408,PRD001408,6428,3663,587
WH001409,PRD001409,7092,4216,1619
WH001410,PRD001410,8300,2085,687
WH001411,PRD001411,7883,1353,1419
WH001412,PRD001412,672,1419,3184
WH001413,PRD001413,8113,384,1077
WH001414,PRD001414,337,1799,2724
WH001415,PRD001415,2365,2701,1169
WH001416,PRD001416,3711,3348,651
WH001417,PRD001417,589,703,2588
WH001418,PRD001418,245,3497,4709
WH001419,PRD001419,6520,4022,749
WH001420,PRD001420,4948,263,1728
WH001421,PRD001421,2500,336,3920
WH001422,PRD001422,1316,2549,4970
WH001423,PRD001423,647,4548,652
WH001424,PRD001424,6555,436,4532
WH001425,PRD001425,5995,1774,1457
WH001426,PRD001426,3699,279,3031
WH001427,PRD001427,8081,789,2885
WH001428,PRD001428,4919,3059,4332
WH001429,PRD001429,6743,2677,390
WH001430,PRD001430,7459,1635,1323
WH001431,PRD001431,490,2148,2858
WH001432,PRD001432,9205,1382,1569
WH001433,PRD001433,9383,3059,2229
