container_id,shipment_id,container_type,status,current_location
CNT000483,SHP000989,Reefer,Delivered,Hamburg Port
CNT000484,SHP001519,Reefer,Delayed,Lagos Port
CNT000485,SHP001201,20ft,Delivered,Hamburg Port
CNT000486,SHP001924,40ft,Delayed,Hamburg Port
CNT000487,SHP001328,40ft,Delivered,Lagos Port
CNT000488,SHP002458,40ft,Delivered,Singapore Port
CNT000489,SHP000443,20ft,Delayed,Lagos Port
CNT000490,SHP000299,40ft,Delivered,Lagos Port
CNT000491,SHP002718,Reefer,Delivered,Durban Port
CNT000492,SHP000654,20ft,Delivered,Los Angeles Port
CNT000493,SHP001308,20ft,In Transit,Durban Port
CNT000494,SHP000739,40ft,Delivered,Singapore Port
CNT000495,SHP000205,40ft,Delivered,Los Angeles Port
CNT000496,SHP000792,Reefer,Delayed,Dubai Port
CNT000497,SHP002545,40ft,In Transit,Dubai Port
CNT000498,SHP000127,Reefer,Delivered,Durban Port
CNT000499,SHP000779,Reefer,Delayed,Rotterdam Port
CNT000500,SHP001614,40ft,Delivered,Hamburg Port
CNT000501,SHP000306,Reefer,Delayed,Rotterdam Port
CNT000502,SHP002899,20ft,Delivered,Shanghai Port
CNT000503,SHP002032,Reefer,Delayed,Los Angeles Port
CNT000504,SHP000747,40ft,In Transit,Shanghai Port
CNT000505,SHP001537,Reefer,Delayed,Lagos Port
CNT000506,SHP000502,40ft,In Transit,Los Angeles Port
CNT000507,SHP002502,Reefer,Delivered,Hamburg Port
CNT000508,SHP002350,40ft,In Transit,Lagos Port
CNT000509,SHP000999,20ft,Delayed,Lagos Port
CNT000510,SHP001305,Reefer,In Transit,Lagos Port
CNT000511,SHP002481,20ft,Delivered,Singapore Port
CNT000512,SHP000608,20ft,Delivered,Durban Port
CNT000513,SHP001098,20ft,Delayed,Singapore Port
CNT000514,SHP001469,Reefer,Delivered,Singapore Port
CNT000515,SHP002484,40ft,Delivered,Lagos Port
CNT000516,SHP001699,Reefer,Delayed,Shanghai Port
CNT000517,SHP002918,20ft,Delivered,Lagos Port
CNT000518,SHP001405,20ft,Delivered,Shanghai Port
CNT000519,SHP001738,40ft,In Transit,Rotterdam Port
CNT000520,SHP000328,40ft,In Transit,Singapore Port
CNT000521,SHP002384,20ft,Delayed,Dubai Port
CNT000522,SHP001284,20ft,Delivered,Singapore Port
CNT000523,SHP000199,Reefer,In Transit,Durban Port
CNT000524,SHP002336,40ft,In Transit,Shanghai Port
CNT000525,SHP002842,20ft,In Transit,Shanghai Port
CNT000526,SHP001016,40ft,Delayed,Shanghai Port
CNT000527,SHP000969,Reefer,Delayed,Singapore Port
CNT000528,SHP000818,20ft,In Transit,Los Angeles Port
CNT000529,SHP000060,20ft,In Transit,Durban Port
CNT000530,SHP002627,40ft,Delivered,Shanghai Port
CNT000531,SHP001283,40ft,Delayed,Durban Port
CNT000532,SHP000583,40ft,Delivered,Lagos Port
CNT000533,SHP001795,20ft,Delivered,Dubai Port
CNT000534,SHP000143,20ft,Delayed,Singapore Port
CNT000535,SHP001119,40ft,Delivered,Rotterdam Port
CNT000536,SHP002687,Reefer,In Transit,Dubai Port
CNT000537,SHP002041,Reefer,Delayed,Lagos Port
CNT000538,SHP002213,20ft,Delivered,Dubai Port
CNT000539,SHP000390,20ft,In Transit,Hamburg Port
CNT000540,SHP002515,Reefer,Delivered,Rotterdam Port
CNT000541,SHP000031,Reefer,Delayed,Los Angeles Port
CNT000542,SHP000590,40ft,Delayed,Rotterdam Port
CNT000543,SHP002975,Reefer,Delivered,Rotterdam Port
CNT000544,SHP002575,20ft,In Transit,Hamburg Port
CNT000545,SHP002888,Reefer,Delivered,Los Angeles Port
CNT000546,SHP000366,Reefer,In Transit,Shanghai Port
CNT000547,SHP001784,20ft,Delayed,Shanghai Port
CNT000548,SHP000826,20ft,Delivered,Shanghai Port
CNT000549,SHP001086,Reefer,Delayed,Dubai Port
CNT000550,SHP002250,40ft,In Transit,Los Angeles Port
CNT000551,SHP000468,Reefer,In Transit,Hamburg Port
CNT000552,SHP002103,20ft,Delivered,Hamburg Port
CNT000553,SHP000318,Reefer,In Transit,Lagos Port
CNT000554,SHP000274,20ft,In Transit,Singapore Port
CNT000555,SHP000129,40ft,In Transit,Dubai Port
CNT000556,SHP002908,20ft,In Transit,Durban Port
CNT000557,SHP002232,Reefer,In Transit,Los Angeles Port
CNT000558,SHP000717,40ft,Delayed,Hamburg Port
CNT000559,SHP000477,Reefer,In Transit,Rotterdam Port
CNT000560,SHP000987,Reefer,Delayed,Rotterdam Port
CNT000561,SHP001954,20ft,In Transit,Durban Port
CNT000562,SHP002477,20ft,Delivered,Los Angeles Port
CNT000563,SHP002725,20ft,In Transit,Rotterdam Port
CNT000564,SHP001887,20ft,Delivered,Hamburg Port
CNT000565,SHP001603,40ft,Delivered,Hamburg Port
CNT000566,SHP002057,40ft,Delayed,Lagos Port
CNT000567,SHP001728,40ft,Delivered,Lagos Port
CNT000568,SHP000446,40ft,Delayed,Rotterdam Port
CNT000569,SHP002198,Reefer,In Transit,Singapore Port
CNT000570,SHP000315,40ft,Delivered,Durban Port
CNT000571,SHP001949,20ft,Delivered,Singapore Port
CNT000572,SHP001934,Reefer,In Transit,Los Angeles Port
CNT000573,SHP002388,Reefer,Delayed,Rotterdam Port
CNT000574,SHP002148,Reefer,Delivered,Lagos Port
CNT000575,SHP002706,Reefer,In Transit,Rotterdam Port
CNT000576,SHP001856,Reefer,In Transit,Hamburg Port
CNT000577,SHP001488,Reefer,Delayed,Singapore Port
CNT000578,SHP001910,40ft,Delivered,Singapore Port
CNT000579,SHP001520,20ft,Delivered,Rotterdam Port
CNT000580,SHP002989,Reefer,In Transit,Durban Port
CNT000581,SHP002537,Reefer,In Transit,Rotterdam Port
CNT000582,SHP002610,Reefer,Delivered,Los Angeles Port
CNT000583,SHP002420,40ft,Delayed,Hamburg Port
CNT000584,SHP001413,20ft,Delivered,Dubai Port
CNT000585,SHP000370,40ft,In Transit,Hamburg Port
CNT000586,SHP000393,40ft,Delivered,Singapore Port
CNT000587,SHP002818,Reefer,Delayed,Hamburg Port
CNT000588,SHP001880,40ft,In Transit,Rotterdam Port
CNT000589,SHP001165,40ft,In Transit,Dubai Port
CNT000590,SHP002505,Reefer,Delivered,Los Angeles Port
CNT000591,SHP002254,20ft,Delayed,Los Angeles Port
CNT000592,SHP001637,20ft,Delivered,Los Angeles Port
CNT000593,SHP002087,20ft,Delivered,Lagos Port
CNT000594,SHP001611,Reefer,Delayed,Shanghai Port
CNT000595,SHP002690,40ft,Delivered,Shanghai Port
CNT000596,SHP000200,20ft,Delivered,Shanghai Port
CNT000597,SHP002796,Reefer,Delayed,Dubai Port
CNT000598,SHP000973,Reefer,Delivered,Hamburg Port
CNT000599,SHP001487,20ft,Delivered,Lagos Port
CNT000600,SHP000033,20ft,In Transit,Los Angeles Port
CNT000601,SHP000376,Reefer,In Transit,Shanghai Port
CNT000602,SHP000347,20ft,In Transit,Dubai Port
CNT000603,SHP001298,40ft,Delayed,Singapore Port
CNT000604,SHP001513,20ft,Delayed,Rotterdam Port
CNT000605,SHP002541,Reefer,In Transit,Rotterdam Port
CNT000606,SHP000791,40ft,In Transit,Hamburg Port
CNT000607,SHP000692,Reefer,In Transit,Los Angeles Port
CNT000608,SHP000582,40ft,In Transit,Shanghai Port
CNT000609,SHP002284,20ft,Delivered,Lagos Port
CNT000610,SHP002654,Reefer,Delayed,Los Angeles Port
CNT000611,SHP000626,Reefer,Delivered,Los Angeles Port
CNT000612,SHP001046,40ft,Delivered,Lagos Port
CNT000613,SHP000947,20ft,Delayed,Rotterdam Port
CNT000614,SHP000275,Reefer,In Transit,Los Angeles Port
CNT000615,SHP000317,Reefer,Delivered,Shanghai Port
CNT000616,SHP002807,40ft,Delayed,Shanghai Port
CNT000617,SHP000348,40ft,In Transit,Dubai Port
CNT000618,SHP001505,40ft,Delayed,Lagos Port
CNT000619,SHP000881,Reefer,Delivered,Singapore Port
CNT000620,SHP000970,40ft,In Transit,Hamburg Port
CNT000621,SHP002002,40ft,Delayed,Lagos Port
CNT000622,SHP002584,20ft,Delivered,Durban Port
CNT000623,SHP002547,Reefer,In Transit,Dubai Port
CNT000624,SHP000346,40ft,Delivered,Los Angeles Port
CNT000625,SHP000429,40ft,In Transit,Durban Port
CNT000626,SHP001906,Reefer,In Transit,Singapore Port
CNT000627,SHP000468,20ft,In Transit,Lagos Port
CNT000628,SHP001078,20ft,In Transit,Hamburg Port
CNT000629,SHP002625,20ft,In Transit,Hamburg Port
CNT000630,SHP001214,40ft,In Transit,Hamburg Port
CNT000631,SHP002492,20ft,Delayed,Los Angeles Port
CNT000632,SHP000163,40ft,Delivered,Shanghai Port
CNT000633,SHP002952,40ft,In Transit,Rotterdam Port
CNT000634,SHP000918,20ft,Delivered,Singapore Port
CNT000635,SHP001671,20ft,Delayed,Rotterdam Port
CNT000636,SHP002970,40ft,In Transit,Singapore Port
CNT000637,SHP001903,20ft,In Transit,Shanghai Port
CNT000638,SHP000011,20ft,In Transit,Dubai Port
CNT000639,SHP002632,20ft,Delayed,Hamburg Port
CNT000640,SHP002837,40ft,Delivered,Hamburg Port
CNT000641,SHP001424,40ft,Delivered,Shanghai Port
CNT000642,SHP002091,20ft,Delayed,Rotterdam Port
CNT000643,SHP002793,40ft,Delivered,Dubai Port
CNT000644,SHP001699,40ft,Delayed,Los Angeles Port
CNT000645,SHP000675,20ft,Delivered,Los Angeles Port
CNT000646,SHP001127,20ft,Delivered,Lagos Port
CNT000647,SHP001872,40ft,In Transit,Singapore Port
CNT000648,SHP001688,40ft,In Transit,Dubai Port
CNT000649,SHP002923,Reefer,In Transit,Singapore Port
CNT000650,SHP001241,20ft,In Transit,Hamburg Port
CNT000651,SHP002767,40ft,Delayed,Lagos Port
CNT000652,SHP002051,40ft,Delivered,Singapore Port
CNT000653,SHP000788,40ft,Delayed,Dubai Port
CNT000654,SHP000720,Reefer,Delivered,Los Angeles Port
CNT000655,SHP000041,40ft,In Transit,Los Angeles Port
CNT000656,SHP001262,40ft,Delayed,Singapore Port
CNT000657,SHP000036,40ft,Delayed,Lagos Port
CNT000658,SHP000473,40ft,Delivered,Singapore Port
CNT000659,SHP001711,40ft,In Transit,Lagos Port
CNT000660,SHP001330,40ft,Delivered,Hamburg Port
CNT000661,SHP000429,40ft,Delivered,Rotterdam Port
CNT000662,SHP001268,40ft,In Transit,Hamburg Port
CNT000663,SHP002409,Reefer,Delivered,Los Angeles Port
CNT000664,SHP001803,40ft,Delivered,Dubai Port
CNT000665,SHP000569,40ft,Delayed,Lagos Port
CNT000666,SHP002864,Reefer,Delayed,Lagos Port
CNT000667,SHP001154,20ft,In Transit,Dubai Port
CNT000668,SHP001824,Reefer,Delayed,Singapore Port
CNT000669,SHP000962,40ft,Delayed,Hamburg Port
CNT000670,SHP002938,20ft,In Transit,Durban Port
CNT000671,SHP002835,Reefer,Delayed,Singapore Port
CNT000672,SHP001148,40ft,In Transit,Los Angeles Port
CNT000673,SHP002564,Reefer,Delivered,Los Angeles Port
CNT000674,SHP000860,40ft,In Transit,Shanghai Port
CNT000675,SHP000850,40ft,Delayed,Singapore Port
CNT000676,SHP000427,40ft,In Transit,Singapore Port
CNT000677,SHP000024,Reefer,In Transit,Lagos Port
CNT000678,SHP002648,Reefer,Delivered,Hamburg Port
CNT000679,SHP000347,20ft,Delivered,Singapore Port
CNT000680,SHP001883,20ft,Delayed,Dubai Port
CNT000681,SHP002326,Reefer,Delivered,Los Angeles Port
CNT000682,SHP000612,20ft,In Transit,Singapore Port
CNT000683,SHP001570,Reefer,In Transit,Singapore Port
CNT000684,SHP002442,Reefer,In Transit,Shanghai Port
CNT000685,SHP001299,40ft,Delivered,Durban Port
CNT000686,SHP002730,40ft,Delayed,Hamburg Port
CNT000687,SHP002771,20ft,In Transit,Rotterdam Port
CNT000688,SHP001180,20ft,In Transit,Singapore Port
CNT000689,SHP002700,40ft,In Transit,Shanghai Port
CNT000690,SHP002028,20ft,In Transit,Dubai Port
CNT000691,SHP000510,40ft,Delivered,Dubai Port
CNT000692,SHP001827,40ft,In Transit,Hamburg Port
CNT000693,SHP001119,20ft,Delivered,Singapore Port
CNT000694,SHP002328,Reefer,Delivered,Los Angeles Port
CNT000695,SHP001245,40ft,Delivered,Lagos Port
CNT000696,SHP000278,Reefer,Delivered,Los Angeles Port
CNT000697,SHP001618,40ft,Delivered,Rotterdam Port
CNT000698,SHP000623,20ft,In Transit,Shanghai Port
CNT000699,SHP002002,20ft,Delivered,Shanghai Port
CNT000700,SHP000576,Reefer,Delayed,Rotterdam Port
CNT000701,SHP002064,20ft,In Transit,Singapore Port
CNT000702,SHP000930,40ft,Delayed,Shanghai Port
CNT000703,SHP001685,Reefer,Delivered,Dubai Port
CNT000704,SHP000790,Reefer,Delivered,Rotterdam Port
CNT000705,SHP000624,20ft,Delayed,Rotterdam Port
CNT000706,SHP000777,Reefer,Delivered,Rotterdam Port
CNT000707,SHP001216,20ft,Delivered,Lagos Port
CNT000708,SHP001380,20ft,Delivered,Hamburg Port
CNT000709,SHP000238,20ft,In Transit,Rotterdam Port
CNT000710,SHP002548,20ft,Delivered,Lagos Port
CNT000711,SHP002445,Reefer,Delayed,Dubai Port
CNT000712,SHP001572,Reefer,Delivered,Lagos Port
CNT000713,SHP000741,Reefer,In Transit,Dubai Port
CNT000714,SHP001220,20ft,In Transit,Durban Port
CNT000715,SHP002528,40ft,In Transit,Lagos Port
CNT000716,SHP001122,40ft,Delayed,Dubai Port
CNT000717,SHP000209,20ft,Delayed,Hamburg Port
CNT000718,SHP000495,Reefer,In Transit,Shanghai Port
CNT000719,SHP002517,40ft,Delivered,Durban Port
CNT000720,SHP001698,20ft,Delayed,Dubai Port
CNT000721,SHP001101,Reefer,Delayed,Hamburg Port
CNT000722,SHP000984,20ft,Delayed,Dubai Port
CNT000723,SHP001867,20ft,In Transit,Lagos Port
CNT000724,SHP002747,20ft,In Transit,Hamburg Port
CNT000725,SHP000712,Reefer,Delayed,Hamburg Port
CNT000726,SHP002067,20ft,Delivered,Rotterdam Port
CNT000727,SHP001454,20ft,In Transit,Singapore Port
CNT000728,SHP001574,Reefer,Delivered,Rotterdam Port
CNT000729,SHP000742,20ft,Delivered,Rotterdam Port
CNT000730,SHP002561,40ft,Delivered,Los Angeles Port
CNT000731,SHP001219,Reefer,In Transit,Hamburg Port
CNT000732,SHP002173,20ft,Delayed,Rotterdam Port
CNT000733,SHP002710,Reefer,Delayed,Hamburg Port
CNT000734,SHP000324,20ft,Delivered,Shanghai Port
CNT000735,SHP002183,40ft,In Transit,Lagos Port
CNT000736,SHP000134,40ft,Delayed,Durban Port
CNT000737,SHP000301,Reefer,In Transit,Rotterdam Port
CNT000738,SHP001833,20ft,Delayed,Dubai Port
CNT000739,SHP000019,20ft,In Transit,Dubai Port
CNT000740,SHP002422,Reefer,In Transit,Durban Port
CNT000741,SHP002589,40ft,In Transit,Shanghai Port
CNT000742,SHP000528,40ft,Delivered,Singapore Port
CNT000743,SHP000035,Reefer,Delivered,Lagos Port
CNT000744,SHP001479,20ft,In Transit,Hamburg Port
CNT000745,SHP000171,40ft,In Transit,Los Angeles Port
CNT000746,SHP000866,Reefer,Delivered,Singapore Port
CNT000747,SHP002536,40ft,Delayed,Hamburg Port
CNT000748,SHP001910,40ft,Delivered,Hamburg Port
CNT000749,SHP002619,Reefer,In Transit,Dubai Port
CNT000750,SHP000284,40ft,Delivered,Lagos Port
CNT000751,SHP000316,Reefer,Delayed,Los Angeles Port
CNT000752,SHP001635,Reefer,Delivered,Rotterdam Port
CNT000753,SHP000142,Reefer,In Transit,Hamburg Port
CNT000754,SHP002413,40ft,Delivered,Dubai Port
CNT000755,SHP000899,40ft,Delayed,Shanghai Port
CNT000756,SHP001831,40ft,Delivered,Durban Port
CNT000757,SHP000183,20ft,In Transit,Rotterdam Port
CNT000758,SHP002935,Reefer,In Transit,Rotterdam Port
CNT000759,SHP000382,20ft,Delivered,Dubai Port
CNT000760,SHP000321,20ft,Delayed,Durban Port
CNT000761,SHP001827,Reefer,Delayed,Durban Port
CNT000762,SHP000303,40ft,In Transit,Shanghai Port
CNT000763,SHP001717,20ft,Delayed,Singapore Port
CNT000764,SHP002414,Reefer,Delivered,Dubai Port
CNT000765,SHP002847,40ft,Delivered,Singapore Port
CNT000766,SHP001718,20ft,Delayed,Dubai Port
CNT000767,SHP000685,40ft,Delivered,Dubai Port
CNT000768,SHP000202,Reefer,Delivered,Dubai Port
CNT000769,SHP000180,40ft,In Transit,Singapore Port
CNT000770,SHP000799,40ft,Delayed,Durban Port
CNT000771,SHP002114,20ft,In Transit,Singapore Port
CNT000772,SHP002368,Reefer,Delayed,Durban Port
CNT000773,SHP000651,20ft,In Transit,Rotterdam Port
CNT000774,SHP001339,20ft,In Transit,Rotterdam Port
CNT000775,SHP002820,20ft,Delivered,Dubai Port
CNT000776,SHP002634,40ft,Delivered,Dubai Port
CNT000777,SHP000988,Reefer,Delayed,Durban Port
CNT000778,SHP000428,40ft,Delayed,Shanghai Port
CNT000779,SHP000500,Reefer,Delivered,Singapore Port
CNT000780,SHP000752,40ft,In Transit,Dubai Port
CNT000781,SHP000181,40ft,In Transit,Durban Port
CNT000782,SHP002352,40ft,Delayed,Singapore Port
CNT000783,SHP002813,Reefer,Delayed,Durban Port
CNT000784,SHP001454,Reefer,Delayed,Rotterdam Port
CNT000785,SHP000663,20ft,Delayed,Hamburg Port
CNT000786,SHP001974,Reefer,In Transit,Singapore Port
CNT000787,SHP001091,Reefer,Delivered,Durban Port
CNT000788,SHP001801,Reefer,In Transit,Dubai Port
CNT000789,SHP001077,Reefer,Delivered,Dubai Port
CNT000790,SHP002113,40ft,In Transit,Rotterdam Port
CNT000791,SHP001458,40ft,Delayed,Hamburg Port
CNT000792,SHP001382,20ft,Delivered,Durban Port
CNT000793,SHP000172,40ft,Delayed,Hamburg Port
CNT000794,SHP001704,Reefer,Delivered,Singapore Port
CNT000795,SHP002199,40ft,In Transit,Dubai Port
CNT000796,SHP002300,40ft,In Transit,Hamburg Port
CNT000797,SHP000113,20ft,Delivered,Shanghai Port
CNT000798,SHP001307,Reefer,Delayed,Lagos Port
CNT000799,SHP000835,Reefer,Delayed,Singapore Port
CNT000800,SHP002167,Reefer,Delayed,Lagos Port
CNT000801,SHP002804,Reefer,Delayed,Los Angeles Port
CNT000802,SHP002062,40ft,In Transit,Durban Port
CNT000803,SHP002569,40ft,Delivered,Shanghai Port
CNT000804,SHP001467,40ft,Delayed,Dubai Port
CNT000805,SHP000163,Reefer,Delivered,Singapore Port
CNT000806,SHP002271,20ft,Delivered,Rotterdam Port
CNT000807,SHP000321,20ft,Delivered,Rotterdam Port
CNT000808,SHP001917,20ft,Delivered,Shanghai Port
CNT000809,SHP002565,20ft,In Transit,Hamburg Port
CNT000810,SHP002027,20ft,In Transit,Rotterdam Port
CNT000811,SHP002453,20ft,Delayed,Dubai Port
CNT000812,SHP000461,Reefer,Delayed,Lagos Port
CNT000813,SHP001804,Reefer,Delivered,Dubai Port
CNT000814,SHP002604,Reefer,Delivered,Singapore Port
CNT000815,SHP002327,40ft,Delivered,Shanghai Port
CNT000816,SHP002136,40ft,Delayed,Dubai Port
CNT000817,SHP001625,Reefer,Delayed,Dubai Port
CNT000818,SHP001273,20ft,Delayed,Lagos Port
CNT000819,SHP000024,40ft,Delayed,Los Angeles Port
CNT000820,SHP000527,Reefer,Delivered,Rotterdam Port
CNT000821,SHP001080,40ft,Delayed,Los Angeles Port
CNT000822,SHP002585,20ft,Delayed,Durban Port
CNT000823,SHP000223,40ft,In Transit,Singapore Port
CNT000824,SHP000705,40ft,Delayed,Durban Port
CNT000825,SHP001051,20ft,Delayed,Singapore Port
CNT000826,SHP000724,40ft,Delivered,Shanghai Port
CNT000827,SHP002016,20ft,Delivered,Shanghai Port
CNT000828,SHP000285,40ft,In Transit,Durban Port
CNT000829,SHP001975,40ft,Delayed,Rotterdam Port
CNT000830,SHP001064,20ft,Delayed,Rotterdam Port
CNT000831,SHP002106,20ft,Delivered,Hamburg Port
CNT000832,SHP001839,20ft,Delivered,Los Angeles Port
CNT000833,SHP000494,40ft,Delayed,Singapore Port
CNT000834,SHP001753,Reefer,Delayed,Shanghai Port
CNT000835,SHP002401,20ft,Delivered,Shanghai Port
CNT000836,SHP002938,20ft,Delivered,Dubai Port
CNT000837,SHP001183,20ft,In Transit,Dubai Port
CNT000838,SHP000509,20ft,Delivered,Los Angeles Port
CNT000839,SHP001796,40ft,Delayed,Hamburg Port
CNT000840,SHP002005,40ft,In Transit,Hamburg Port
CNT000841,SHP002311,40ft,Delayed,Rotterdam Port
CNT000842,SHP002299,40ft,Delivered,Los Angeles Port
CNT000843,SHP002778,20ft,In Transit,Lagos Port
CNT000844,SHP002571,40ft,Delayed,Hamburg Port
CNT000845,SHP001866,20ft,Delivered,Singapore Port
CNT000846,SHP001876,20ft,Delivered,Durban Port
CNT000847,SHP002449,Reefer,Delivered,Dubai Port
CNT000848,SHP001355,Reefer,Delivered,Shanghai Port
CNT000849,SHP002677,40ft,Delivered,Shanghai Port
CNT000850,SHP001509,40ft,Delivered,Hamburg Port
CNT000851,SHP002100,Reefer,Delayed,Los Angeles Port
CNT000852,SHP000546,20ft,In Transit,Durban Port
CNT000853,SHP001633,20ft,In Transit,Dubai Port
CNT000854,SHP002884,Reefer,Delivered,Singapore Port
CNT000855,SHP001145,Reefer,Delivered,Lagos Port
CNT000856,SHP000808,40ft,Delivered,Dubai Port
CNT000857,SHP001534,40ft,Delayed,Rotterdam Port
CNT000858,SHP000813,40ft,Delayed,Rotterdam Port
CNT000859,SHP001215,Reefer,Delayed,Dubai Port
CNT000860,SHP002470,40ft,Delayed,Rotterdam Port
CNT000861,SHP002600,40ft,Delivered,Hamburg Port
CNT000862,SHP002289,20ft,Delayed,Hamburg Port
CNT000863,SHP001268,Reefer,Delayed,Rotterdam Port
CNT000864,SHP000774,20ft,In Transit,Durban Port
CNT000865,SHP001147,40ft,In Transit,Dubai Port
CNT000866,SHP000795,Reefer,Delivered,Dubai Port
CNT000867,SHP001348,Reefer,In Transit,Hamburg Port
CNT000868,SHP002743,40ft,Delayed,Dubai Port
CNT000869,SHP002775,Reefer,Delayed,Rotterdam Port
CNT000870,SHP002218,Reefer,Delayed,Hamburg Port
CNT000871,SHP001834,20ft,Delayed,Los Angeles Port
CNT000872,SHP002280,Reefer,In Transit,Dubai Port
CNT000873,SHP002208,20ft,Delivered,Los Angeles Port
CNT000874,SHP002631,40ft,In Transit,Los Angeles Port
CNT000875,SHP001122,20ft,Delivered,Shanghai Port
CNT000876,SHP001594,20ft,Delayed,Durban Port
CNT000877,SHP002243,20ft,Delivered,Hamburg Port
CNT000878,SHP002674,20ft,Delayed,Los Angeles Port
CNT000879,SHP000508,40ft,Delayed,Durban Port
CNT000880,SHP000840,40ft,Delivered,Hamburg Port
CNT000881,SHP001624,Reefer,Delivered,Shanghai Port
CNT000882,SHP001094,40ft,Delivered,Shanghai Port
CNT000883,SHP000472,40ft,Delivered,Rotterdam Port
CNT000884,SHP002740,40ft,Delayed,Lagos Port
CNT000885,SHP001305,40ft,Delayed,Rotterdam Port
CNT000886,SHP001932,Reefer,Delivered,Shanghai Port
CNT000887,SHP000202,Reefer,In Transit,Los Angeles Port
CNT000888,SHP002830,Reefer,Delivered,Durban Port
CNT000889,SHP001017,Reefer,In Transit,Hamburg Port
CNT000890,SHP000974,20ft,Delivered,Hamburg Port
CNT000891,SHP001850,Reefer,In Transit,Shanghai Port
CNT000892,SHP001265,40ft,In Transit,Shanghai Port
CNT000893,SHP000045,40ft,Delivered,Dubai Port
CNT000894,SHP002640,40ft,Delivered,Lagos Port
CNT000895,SHP000592,Reefer,In Transit,Lagos Port
CNT000896,SHP000130,20ft,Delivered,Shanghai Port
CNT000897,SHP000658,20ft,Delayed,Singapore Port
CNT000898,SHP000276,Reefer,Delivered,Rotterdam Port
CNT000899,SHP002666,Reefer,Delivered,Singapore Port
CNT000900,SHP000752,40ft,Delayed,Dubai Port
CNT000901,SHP002194,Reefer,Delivered,Singapore Port
CNT000902,SHP000889,40ft,Delayed,Durban Port
CNT000903,SHP001563,Reefer,In Transit,Singapore Port
CNT000904,SHP001440,20ft,Delayed,Singapore Port
CNT000905,SHP000560,20ft,Delayed,Rotterdam Port
CNT000906,SHP001730,Reefer,Delivered,Singapore Port
CNT000907,SHP001797,20ft,Delayed,Durban Port
CNT000908,SHP001879,40ft,Delayed,Singapore Port
CNT000909,SHP001941,Reefer,Delivered,Los Angeles Port
CNT000910,SHP002234,40ft,Delivered,Dubai Port
CNT000911,SHP000534,40ft,Delivered,Shanghai Port
CNT000912,SHP001792,Reefer,Delivered,Lagos Port
CNT000913,SHP001973,40ft,In Transit,Hamburg Port
CNT000914,SHP001564,40ft,In Transit,Singapore Port
CNT000915,SHP001123,40ft,Delayed,Singapore Port
CNT000916,SHP002035,Reefer,Delayed,Los Angeles Port
CNT000917,SHP001356,20ft,Delayed,Hamburg Port
CNT000918,SHP002256,40ft,In Transit,Shanghai Port
CNT000919,SHP001967,Reefer,Delayed,Los Angeles Port
CNT000920,SHP001843,20ft,Delivered,Singapore Port
CNT000921,SHP002350,40ft,Delivered,Singapore Port
CNT000922,SHP002026,20ft,Delayed,Rotterdam Port
CNT000923,SHP002250,20ft,Delayed,Los Angeles Port
CNT000924,SHP001665,Reefer,Delivered,Los Angeles Port
CNT000925,SHP001310,40ft,Delayed,Lagos Port
CNT000926,SHP000353,40ft,Delivered,Durban Port
CNT000927,SHP001698,20ft,In Transit,Lagos Port
CNT000928,SHP001091,40ft,Delayed,Dubai Port
CNT000929,SHP002836,Reefer,Delayed,Durban Port
CNT000930,SHP002610,Reefer,In Transit,Lagos Port
CNT000931,SHP002425,Reefer,Delivered,Hamburg Port
CNT000932,SHP001299,40ft,Delayed,Lagos Port
CNT000933,SHP001272,Reefer,Delivered,Durban Port
CNT000934,SHP001920,Reefer,Delivered,Hamburg Port
CNT000935,SHP001556,Reefer,Delayed,Dubai Port
CNT000936,SHP001129,Reefer,Delivered,Rotterdam Port
CNT000937,SHP002655,20ft,Delayed,Durban Port
CNT000938,SHP002697,20ft,Delayed,Hamburg Port
CNT000939,SHP000801,Reefer,Delivered,Singapore Port
CNT000940,SHP000535,40ft,Delayed,Durban Port
CNT000941,SHP002706,20ft,Delayed,Hamburg Port
CNT000942,SHP001932,20ft,Delayed,Dubai Port
CNT000943,SHP001632,40ft,In Transit,Rotterdam Port
CNT000944,SHP002641,40ft,In Transit,Dubai Port
CNT000945,SHP000023,40ft,In Transit,Hamburg Port
CNT000946,SHP001675,Reefer,Delivered,Singapore Port
CNT000947,SHP001252,40ft,Delivered,Rotterdam Port
CNT000948,SHP000185,Reefer,In Transit,Rotterdam Port
CNT000949,SHP001806,40ft,Delivered,Rotterdam Port
CNT000950,SHP002223,Reefer,Delayed,Shanghai Port
CNT000951,SHP000122,20ft,Delayed,Hamburg Port
CNT000952,SHP000085,Reefer,In Transit,Los Angeles Port
CNT000953,SHP001084,Reefer,Delivered,Lagos Port
CNT000954,SHP001595,40ft,Delivered,Los Angeles Port
CNT000955,SHP001690,40ft,Delayed,Singapore Port
CNT000956,SHP001931,40ft,In Transit,Shanghai Port
CNT000957,SHP002142,Reefer,Delayed,Lagos Port
CNT000958,SHP002511,Reefer,Delivered,Rotterdam Port
CNT000959,SHP001571,20ft,In Transit,Shanghai Port
CNT000960,SHP000296,Reefer,Delayed,Hamburg Port
CNT000961,SHP001018,Reefer,Delayed,Hamburg Port
CNT000962,SHP000470,20ft,Delayed,Hamburg Port
CNT000963,SHP001133,40ft,Delivered,Shanghai Port
CNT000964,SHP001094,Reefer,Delayed,Los Angeles Port
