vessel_id,vessel_name,capacity_teu,fuel_consumption_tpd,current_route,status
VSL000439,Oceanic Titan,16650,156.7,RTE002431,Maintenance
VSL000440,Oceanic Titan,19117,185.92,RTE000492,Active
VSL000441,Maersk Horizon,13106,207.82,RTE002575,Active
VSL000442,Evergreen,1698,273.74,RTE000977,Docked
VSL000443,Atlantic Carrier,15541,235.36,RTE000265,Docked
VSL000444,Maersk Horizon,10129,122.12,RTE000129,Maintenance
VSL000445,Atlantic Carrier,4757,281.28,RTE000985,Docked
VSL000446,Oceanic Titan,3702,293.9,RTE001455,Active
VSL000447,Oceanic Titan,13602,158.97,RTE000155,Active
VSL000448,Evergreen,18434,163.36,RTE002087,Maintenance
VSL000449,Oceanic Titan,15746,127.86,RTE002185,Active
VSL000450,Atlantic Carrier,11953,56.95,RTE001671,Active
VSL000451,Evergreen,11392,51.03,RTE001187,Active
VSL000452,MSC Aurora,1132,70.97,RTE002397,Active
VSL000453,MSC Aurora,17155,163.18,RTE001337,Active
VSL000454,Maersk Horizon,14099,58.97,RTE001112,Active
VSL000455,Maersk Horizon,13117,94.11,RTE000814,Active
VSL000456,Atlantic Carrier,3900,189.32,RTE000074,Maintenance
VSL000457,Oceanic Titan,10873,162.16,RTE000106,Docked
VSL000458,Atlantic Carrier,13537,252.59,RTE001046,Maintenance
VSL000459,Evergreen,4986,173.43,RTE002380,Active
VSL000460,Evergreen,14453,185.21,RTE001096,Docked
VSL000461,Atlantic Carrier,3750,237.94,RTE001034,Maintenance
VSL000462,Oceanic Titan,3140,117.98,RTE002052,Active
VSL000463,Oceanic Titan,6930,131.45,RTE002705,Active
VSL000464,MSC Aurora,1956,285.58,RTE002061,Docked
VSL000465,MSC Aurora,14384,121.93,RTE000302,Docked
VSL000466,Maersk Horizon,6890,80.92,RTE000041,Docked
VSL000467,Evergreen,18978,231.3,RTE002037,Docked
VSL000468,Atlantic Carrier,2364,81.73,RTE000773,Maintenance
VSL000469,Evergreen,1251,89.81,RTE001244,Docked
VSL000470,Maersk Horizon,18925,249.0,RTE001245,Maintenance
VSL000471,Atlantic Carrier,10554,261.84,RTE000763,Docked
VSL000472,Atlantic Carrier,4407,230.8,RTE001135,Docked
VSL000473,MSC Aurora,9870,286.6,RTE000835,Maintenance
VSL000474,Atlantic Carrier,5673,237.44,RTE000367,Docked
VSL000475,MSC Aurora,9169,245.85,RTE002582,Docked
VSL000476,Atlantic Carrier,7243,237.19,RTE002489,Maintenance
VSL000477,Evergreen,9206,163.14,RTE000411,Active
VSL000478,MSC Aurora,2874,250.43,RTE002261,Docked
VSL000479,Atlantic Carrier,12873,183.8,RTE002002,Docked
VSL000480,MSC Aurora,13739,242.92,RTE002683,Docked
VSL000481,Atlantic Carrier,4614,124.3,RTE000430,Active
VSL000482,Maersk Horizon,3102,134.31,RTE002306,Docked
VSL000483,Oceanic Titan,5614,141.77,RTE000907,Maintenance
VSL000484,Oceanic Titan,3404,93.86,RTE000121,Maintenance
VSL000485,MSC Aurora,15976,136.87,RTE002935,Maintenance
VSL000486,MSC Aurora,1501,62.34,RTE000220,Maintenance
VSL000487,MSC Aurora,4918,207.67,RTE002205,Docked
VSL000488,Maersk Horizon,2447,180.36,RTE001104,Maintenance
VSL000489,Evergreen,9751,91.45,RTE001649,Maintenance
VSL000490,Maersk Horizon,19753,73.65,RTE001993,Active
VSL000491,Maersk Horizon,1636,126.34,RTE002928,Docked
VSL000492,Atlantic Carrier,2359,239.07,RTE000302,Maintenance
VSL000493,Maersk Horizon,13714,111.05,RTE001547,Active
VSL000494,Maersk Horizon,13262,81.67,RTE001987,Docked
VSL000495,Atlantic Carrier,15219,192.52,RTE001250,Docked
VSL000496,Maersk Horizon,2382,275.36,RTE001761,Active
VSL000497,Maersk Horizon,4611,294.78,RTE002124,Docked
VSL000498,Oceanic Titan,8666,288.23,RTE000386,Maintenance
VSL000499,MSC Aurora,16050,201.65,RTE002922,Maintenance
VSL000500,Evergreen,4816,245.27,RTE000585,Active
VSL000501,Oceanic Titan,8455,243.81,RTE000645,Docked
VSL000502,Maersk Horizon,17526,121.92,RTE001110,Docked
VSL000503,MSC Aurora,3412,192.27,RTE000926,Active
VSL000504,Atlantic Carrier,6578,215.55,RTE001960,Maintenance
VSL000505,Evergreen,11902,161.67,RTE002025,Docked
VSL000506,Maersk Horizon,12636,221.51,RTE000936,Docked
VSL000507,Evergreen,18243,238.19,RTE001898,Maintenance
VSL000508,Atlantic Carrier,1599,157.67,RTE001421,Active
VSL000509,Atlantic Carrier,9849,298.94,RTE001077,Active
VSL000510,Oceanic Titan,12827,86.24,RTE000656,Active
VSL000511,Evergreen,15489,82.61,RTE001305,Active
VSL000512,Atlantic Carrier,11389,80.92,RTE000052,Maintenance
VSL000513,MSC Aurora,10141,176.72,RTE001280,Docked
VSL000514,Evergreen,11002,243.02,RTE002040,Docked
VSL000515,MSC Aurora,14848,295.0,RTE000923,Active
VSL000516,Evergreen,16212,209.12,RTE002994,Active
VSL000517,Atlantic Carrier,10194,55.77,RTE001094,Maintenance
VSL000518,Evergreen,2670,105.32,RTE002421,Docked
VSL000519,Atlantic Carrier,8348,205.51,RTE002447,Docked
VSL000520,Oceanic Titan,1138,113.37,RTE001225,Docked
VSL000521,Atlantic Carrier,1769,274.64,RTE000135,Maintenance
VSL000522,Maersk Horizon,6873,247.5,RTE002307,Maintenance
VSL000523,Evergreen,2754,281.73,RTE000557,Docked
VSL000524,Evergreen,4373,136.13,RTE000521,Maintenance
VSL000525,Atlantic Carrier,2632,277.51,RTE001435,Active
VSL000526,Maersk Horizon,6035,212.86,RTE000964,Docked
VSL000527,Oceanic Titan,17284,245.55,RTE000648,Active
VSL000528,Atlantic Carrier,11211,182.98,RTE000026,Docked
VSL000529,Evergreen,18581,67.47,RTE001575,Active
VSL000530,Maersk Horizon,14581,107.4,RTE002851,Docked
VSL000531,Atlantic Carrier,1543,50.06,RTE002919,Docked
VSL000532,MSC Aurora,18858,286.77,RTE000983,Active
VSL000533,Oceanic Titan,13751,58.0,RTE002968,Maintenance
VSL000534,MSC Aurora,4882,179.86,RTE002705,Docked
VSL000535,MSC Aurora,12987,296.12,RTE002989,Maintenance
VSL000536,Evergreen,9792,178.32,RTE001719,Active
VSL000537,Oceanic Titan,7816,58.33,RTE002390,Docked
VSL000538,Maersk Horizon,1705,297.25,RTE000715,Active
VSL000539,Oceanic Titan,14785,298.96,RTE000915,Maintenance
VSL000540,Evergreen,6656,153.91,RTE001428,Maintenance
VSL000541,Evergreen,18395,55.63,RTE002086,Maintenance
VSL000542,MSC Aurora,16734,139.83,RTE002671,Docked
VSL000543,MSC Aurora,1393,82.13,RTE000517,Maintenance
VSL000544,MSC Aurora,11577,243.54,RTE001039,Docked
VSL000545,Maersk Horizon,5319,273.54,RTE000249,Active
VSL000546,MSC Aurora,8526,74.3,RTE002806,Docked
VSL000547,Evergreen,1533,187.62,RTE001714,Docked
VSL000548,MSC Aurora,3047,88.78,RTE000615,Maintenance
VSL000549,Oceanic Titan,18172,69.97,RTE002208,Docked
VSL000550,MSC Aurora,1972,205.28,RTE001346,Active
VSL000551,Atlantic Carrier,11597,213.75,RTE002775,Maintenance
VSL000552,MSC Aurora,5090,73.23,RTE000694,Maintenance
VSL000553,Atlantic Carrier,14649,117.74,RTE001844,Active
VSL000554,Evergreen,1433,98.93,RTE000217,Maintenance
VSL000555,Maersk Horizon,5217,261.41,RTE002429,Docked
VSL000556,MSC Aurora,13821,260.56,RTE002904,Active
VSL000557,MSC Aurora,13002,239.31,RTE001946,Maintenance
VSL000558,Maersk Horizon,7488,287.97,RTE002688,Docked
VSL000559,Maersk Horizon,14372,154.22,RTE002709,Active
VSL000560,Evergreen,1193,110.73,RTE001075,Docked
VSL000561,Atlantic Carrier,1502,96.07,RTE000166,Active
VSL000562,Maersk Horizon,3554,51.29,RTE001686,Docked
VSL000563,Atlantic Carrier,13763,165.49,RTE000584,Maintenance
VSL000564,Maersk Horizon,1527,155.3,RTE002652,Docked
VSL000565,Evergreen,4941,177.32,RTE001664,Maintenance
VSL000566,Evergreen,19587,148.85,RTE001672,Active
VSL000567,Maersk Horizon,4879,185.87,RTE002873,Active
VSL000568,MSC Aurora,14760,293.51,RTE002244,Active
VSL000569,Evergreen,14536,266.22,RTE001996,Active
VSL000570,Atlantic Carrier,2064,95.96,RTE001495,Active
VSL000571,Atlantic Carrier,1442,194.04,RTE001347,Active
VSL000572,Oceanic Titan,9171,114.35,RTE000492,Maintenance
VSL000573,Maersk Horizon,2619,69.58,RTE001631,Active
VSL000574,MSC Aurora,18809,283.46,RTE000685,Docked
VSL000575,MSC Aurora,8435,113.97,RTE002597,Maintenance
VSL000576,MSC Aurora,17157,149.67,RTE001720,Active
VSL000577,Evergreen,2647,224.12,RTE002712,Active
VSL000578,Evergreen,12452,152.11,RTE001967,Active
VSL000579,MSC Aurora,2271,178.37,RTE001485,Maintenance
VSL000580,MSC Aurora,8310,225.21,RTE002187,Docked
VSL000581,Atlantic Carrier,7229,153.05,RTE001155,Docked
VSL000582,Atlantic Carrier,11177,186.05,RTE002242,Active
VSL000583,Oceanic Titan,15495,215.64,RTE000373,Docked
VSL000584,Oceanic Titan,10299,273.21,RTE001193,Active
VSL000585,Evergreen,11955,70.52,RTE001933,Maintenance
VSL000586,MSC Aurora,4847,180.9,RTE002120,Docked
VSL000587,Maersk Horizon,1800,164.2,RTE002935,Maintenance
VSL000588,Maersk Horizon,17151,141.51,RTE002156,Maintenance
VSL000589,Maersk Horizon,1893,220.32,RTE000346,Docked
VSL000590,MSC Aurora,14627,239.22,RTE000751,Active
VSL000591,Oceanic Titan,5914,244.35,RTE002659,Maintenance
VSL000592,Oceanic Titan,6512,209.56,RTE001870,Docked
VSL000593,Oceanic Titan,15106,157.14,RTE002205,Maintenance
VSL000594,Oceanic Titan,9494,224.59,RTE002159,Maintenance
VSL000595,Atlantic Carrier,6864,296.09,RTE000524,Active
VSL000596,Oceanic Titan,10615,292.44,RTE001075,Docked
VSL000597,Maersk Horizon,4724,56.46,RTE002755,Active
VSL000598,Atlantic Carrier,5318,85.4,RTE001262,Docked
VSL000599,Oceanic Titan,4652,132.88,RTE002713,Active
VSL000600,Evergreen,11219,112.21,RTE000995,Docked
VSL000601,Maersk Horizon,4385,251.29,RTE000822,Docked
VSL000602,Evergreen,7831,282.64,RTE001104,Maintenance
VSL000603,Oceanic Titan,17032,54.72,RTE002375,Docked
VSL000604,MSC Aurora,13924,238.8,RTE000602,Active
VSL000605,Evergreen,4211,72.04,RTE002150,Maintenance
VSL000606,Maersk Horizon,13798,100.0,RTE002116,Active
VSL000607,Oceanic Titan,8355,243.82,RTE000823,Maintenance
VSL000608,Evergreen,19808,298.9,RTE001960,Docked
VSL000609,Atlantic Carrier,19899,221.1,RTE001513,Maintenance
VSL000610,MSC Aurora,8775,154.81,RTE000640,Active
VSL000611,Atlantic Carrier,11663,252.61,RTE002905,Docked
VSL000612,Oceanic Titan,6586,246.1,RTE000161,Maintenance
VSL000613,MSC Aurora,18645,235.25,RTE001522,Maintenance
VSL000614,Evergreen,10309,106.18,RTE002869,Docked
VSL000615,Oceanic Titan,6592,64.47,RTE002486,Docked
VSL000616,Evergreen,12549,99.25,RTE001670,Maintenance
VSL000617,Evergreen,11544,213.78,RTE002651,Maintenance
VSL000618,MSC Aurora,9328,174.99,RTE001121,Maintenance
VSL000619,Evergreen,14433,133.1,RTE002750,Docked
VSL000620,Oceanic Titan,8193,126.67,RTE000971,Maintenance
VSL000621,Evergreen,16800,171.17,RTE000043,Docked
VSL000622,MSC Aurora,17325,126.62,RTE001785,Maintenance
VSL000623,Atlantic Carrier,11041,249.51,RTE002515,Maintenance
VSL000624,Oceanic Titan,15822,156.22,RTE000863,Docked
VSL000625,Oceanic Titan,9576,198.63,RTE002163,Maintenance
VSL000626,Atlantic Carrier,14649,95.17,RTE002423,Active
VSL000627,Maersk Horizon,19832,89.23,RTE002548,Maintenance
VSL000628,Oceanic Titan,3838,273.2,RTE001601,Maintenance
VSL000629,Maersk Horizon,13407,169.39,RTE000674,Docked
VSL000630,Atlantic Carrier,12809,234.92,RTE002660,Maintenance
VSL000631,Oceanic Titan,5275,249.2,RTE001378,Docked
VSL000632,Maersk Horizon,10692,67.27,RTE000593,Maintenance
VSL000633,MSC Aurora,15039,159.57,RTE002189,Docked
VSL000634,Maersk Horizon,17319,93.88,RTE001178,Docked
VSL000635,Evergreen,16509,106.97,RTE001928,Docked
VSL000636,Evergreen,15833,150.89,RTE002184,Docked
VSL000637,MSC Aurora,11635,234.79,RTE000398,Docked
VSL000638,Evergreen,15671,149.87,RTE001199,Active
VSL000639,Maersk Horizon,5545,54.52,RTE000221,Docked
VSL000640,Oceanic Titan,6369,68.86,RTE000519,Docked
VSL000641,MSC Aurora,2894,86.57,RTE002142,Maintenance
VSL000642,Oceanic Titan,17825,149.37,RTE000560,Docked
VSL000643,Oceanic Titan,12060,205.76,RTE002247,Maintenance
VSL000644,MSC Aurora,10531,124.07,RTE001511,Active
VSL000645,Evergreen,15790,246.15,RTE002869,Maintenance
VSL000646,Atlantic Carrier,5545,109.18,RTE000423,Docked
VSL000647,Atlantic Carrier,14487,143.34,RTE000987,Maintenance
VSL000648,Oceanic Titan,6865,70.2,RTE000418,Docked
VSL000649,MSC Aurora,10890,158.88,RTE002363,Active
VSL000650,Evergreen,1288,98.15,RTE000054,Maintenance
VSL000651,Oceanic Titan,5329,194.09,RTE002273,Active
VSL000652,Oceanic Titan,13463,247.2,RTE000425,Maintenance
VSL000653,Maersk Horizon,19919,230.47,RTE001010,Docked
VSL000654,MSC Aurora,12745,199.92,RTE001772,Active
VSL000655,Maersk Horizon,11017,216.11,RTE001175,Active
VSL000656,Maersk Horizon,13798,215.37,RTE000078,Docked
VSL000657,Maersk Horizon,18299,261.32,RTE001102,Docked
VSL000658,Atlantic Carrier,13109,110.18,RTE000085,Maintenance
VSL000659,Oceanic Titan,13339,73.1,RTE002374,Maintenance
VSL000660,MSC Aurora,9842,145.34,RTE001818,Active
VSL000661,Oceanic Titan,9973,82.17,RTE001507,Docked
VSL000662,Atlantic Carrier,2372,147.93,RTE001739,Docked
VSL000663,MSC Aurora,9069,108.68,RTE001204,Maintenance
VSL000664,Atlantic Carrier,17604,85.36,RTE001198,Active
VSL000665,MSC Aurora,19379,198.51,RTE001113,Active
VSL000666,Oceanic Titan,7940,278.12,RTE000097,Active
VSL000667,Evergreen,14748,142.44,RTE002204,Maintenance
VSL000668,MSC Aurora,16648,249.4,RTE002561,Maintenance
VSL000669,Atlantic Carrier,11182,131.6,RTE001953,Docked
VSL000670,MSC Aurora,3978,84.89,RTE002498,Active
VSL000671,Atlantic Carrier,15951,120.7,RTE002463,Maintenance
VSL000672,Evergreen,10318,156.71,RTE000196,Active
VSL000673,Evergreen,12936,111.87,RTE002157,Active
VSL000674,Atlantic Carrier,8731,283.62,RTE002434,Docked
VSL000675,Evergreen,9573,272.82,RTE001893,Maintenance
VSL000676,Maersk Horizon,15707,182.65,RTE002107,Active
VSL000677,MSC Aurora,4582,144.82,RTE001061,Docked
VSL000678,Evergreen,13377,107.05,RTE002953,Active
VSL000679,Atlantic Carrier,11582,185.23,RTE001329,Maintenance
VSL000680,Oceanic Titan,13303,119.99,RTE002584,Active
VSL000681,Oceanic Titan,10284,233.86,RTE002816,Active
VSL000682,Evergreen,18756,91.49,RTE002329,Maintenance
VSL000683,Oceanic Titan,19095,266.32,RTE001373,Maintenance
VSL000684,Oceanic Titan,10194,189.96,RTE002969,Docked
VSL000685,Evergreen,8661,263.89,RTE001967,Active
VSL000686,Atlantic Carrier,7515,207.53,RTE000188,Maintenance
VSL000687,Atlantic Carrier,3405,253.06,RTE001082,Docked
VSL000688,Atlantic Carrier,4728,206.92,RTE002318,Maintenance
VSL000689,Maersk Horizon,1245,128.02,RTE002870,Active
VSL000690,MSC Aurora,2520,188.96,RTE002165,Active
VSL000691,Maersk Horizon,12621,78.99,RTE002785,Docked
VSL000692,Oceanic Titan,2063,213.06,RTE000886,Active
VSL000693,Evergreen,7449,283.92,RTE002611,Maintenance
VSL000694,Evergreen,7855,263.66,RTE001398,Maintenance
VSL000695,Evergreen,13480,290.23,RTE000586,Docked
VSL000696,Oceanic Titan,13374,81.82,RTE002907,Docked
VSL000697,Oceanic Titan,14041,173.35,RTE000658,Active
VSL000698,Atlantic Carrier,8153,217.05,RTE000823,Active
VSL000699,Atlantic Carrier,7976,146.15,RTE000931,Active
VSL000700,Atlantic Carrier,4512,155.96,RTE001380,Active
VSL000701,Evergreen,13847,118.38,RTE000786,Maintenance
VSL000702,Maersk Horizon,4827,148.91,RTE002033,Docked
VSL000703,MSC Aurora,14344,288.23,RTE001401,Active
VSL000704,MSC Aurora,3044,158.09,RTE000486,Docked
VSL000705,Maersk Horizon,6265,138.82,RTE002936,Active
VSL000706,MSC Aurora,3765,159.93,RTE001066,Docked
VSL000707,Maersk Horizon,14426,297.17,RTE001456,Maintenance
VSL000708,Atlantic Carrier,8936,286.78,RTE000789,Active
VSL000709,Oceanic Titan,16301,230.8,RTE002615,Active
VSL000710,Atlantic Carrier,9809,209.82,RTE002555,Active
VSL000711,Evergreen,3179,297.02,RTE000977,Docked
VSL000712,Oceanic Titan,17914,108.62,RTE001167,Maintenance
VSL000713,Maersk Horizon,17517,205.32,RTE001178,Docked
VSL000714,Maersk Horizon,2992,73.28,RTE002219,Docked
VSL000715,MSC Aurora,6598,126.92,RTE002754,Active
VSL000716,Atlantic Carrier,14629,125.05,RTE001874,Maintenance
VSL000717,Maersk Horizon,12035,122.0,RTE000942,Active
VSL000718,Oceanic Titan,1654,134.31,RTE002418,Docked
VSL000719,MSC Aurora,14776,215.17,RTE001045,Active
VSL000720,Atlantic Carrier,18966,284.53,RTE000317,Docked
VSL000721,Maersk Horizon,7547,66.73,RTE001640,Active
VSL000722,MSC Aurora,17521,219.28,RTE001234,Docked
VSL000723,MSC Aurora,12526,201.25,RTE002716,Maintenance
VSL000724,Maersk Horizon,1883,86.06,RTE002621,Docked
VSL000725,Oceanic Titan,16582,165.42,RTE002899,Active
VSL000726,Oceanic Titan,4689,112.93,RTE000383,Active
VSL000727,Evergreen,12254,75.39,RTE002197,Maintenance
VSL000728,Evergreen,16059,185.55,RTE001956,Maintenance
VSL000729,Maersk Horizon,1369,138.81,RTE001977,Maintenance
VSL000730,Oceanic Titan,12983,90.84,RTE000479,Maintenance
VSL000731,MSC Aurora,7392,173.05,RTE002335,Maintenance
VSL000732,Maersk Horizon,14224,61.82,RTE002642,Maintenance
VSL000733,MSC Aurora,15673,141.26,RTE000212,Docked
VSL000734,Oceanic Titan,7871,117.02,RTE001550,Maintenance
VSL000735,Oceanic Titan,2000,213.2,RTE000402,Maintenance
VSL000736,MSC Aurora,7882,160.38,RTE002904,Maintenance
VSL000737,MSC Aurora,10452,77.11,RTE002998,Maintenance
VSL000738,Maersk Horizon,9610,248.21,RTE001775,Docked
VSL000739,Maersk Horizon,8612,255.99,RTE001504,Active
VSL000740,Oceanic Titan,3408,99.21,RTE002759,Active
VSL000741,MSC Aurora,18983,131.18,RTE002332,Active
VSL000742,Maersk Horizon,8479,103.18,RTE002172,Docked
VSL000743,Oceanic Titan,11578,180.5,RTE002332,Maintenance
VSL000744,Atlantic Carrier,13504,52.61,RTE002803,Maintenance
VSL000745,MSC Aurora,4865,277.95,RTE001696,Maintenance
VSL000746,Maersk Horizon,17638,298.85,RTE000348,Maintenance
VSL000747,Maersk Horizon,1562,269.31,RTE002944,Maintenance
VSL000748,Atlantic Carrier,17120,122.45,RTE000257,Maintenance
VSL000749,Evergreen,9117,265.96,RTE001289,Maintenance
VSL000750,Evergreen,16695,254.82,RTE000950,Active
VSL000751,Oceanic Titan,17628,193.46,RTE001443,Docked
VSL000752,Evergreen,11120,170.53,RTE002195,Docked
VSL000753,MSC Aurora,8712,79.08,RTE002971,Docked
VSL000754,MSC Aurora,7236,151.93,RTE000672,Docked
VSL000755,Evergreen,13261,249.23,RTE002840,Docked
VSL000756,Evergreen,12391,180.44,RTE001360,Maintenance
VSL000757,MSC Aurora,3276,235.48,RTE001977,Maintenance
VSL000758,MSC Aurora,14040,217.86,RTE001446,Docked
VSL000759,Maersk Horizon,3161,230.55,RTE000436,Maintenance
VSL000760,Evergreen,13214,243.07,RTE001917,Maintenance
VSL000761,Maersk Horizon,14243,139.57,RTE002245,Docked
VSL000762,Atlantic Carrier,4539,181.72,RTE001323,Active
VSL000763,Evergreen,10773,259.51,RTE001189,Docked
VSL000764,Oceanic Titan,16977,125.19,RTE002201,Maintenance
VSL000765,MSC Aurora,15078,58.4,RTE001798,Active
VSL000766,MSC Aurora,9256,249.26,RTE001711,Docked
VSL000767,Evergreen,5532,249.26,RTE002662,Docked
VSL000768,MSC Aurora,15171,79.42,RTE001672,Maintenance
VSL000769,Oceanic Titan,12900,200.73,RTE001652,Active
VSL000770,Evergreen,15292,215.52,RTE002679,Maintenance
VSL000771,MSC Aurora,19632,102.3,RTE002758,Docked
VSL000772,Evergreen,14862,129.93,RTE000966,Maintenance
VSL000773,Maersk Horizon,4900,97.7,RTE002378,Active
VSL000774,Oceanic Titan,6598,244.8,RTE001602,Maintenance
VSL000775,Evergreen,12740,154.66,RTE000420,Maintenance
VSL000776,MSC Aurora,12812,181.08,RTE002270,Active
VSL000777,Maersk Horizon,8357,198.43,RTE002900,Active
VSL000778,MSC Aurora,6147,109.88,RTE002898,Docked
VSL000779,MSC Aurora,17029,75.01,RTE002500,Docked
VSL000780,Oceanic Titan,5998,79.6,RTE000725,Active
VSL000781,Oceanic Titan,9852,153.1,RTE000934,Docked
VSL000782,Maersk Horizon,14540,85.59,RTE001165,Docked
VSL000783,Oceanic Titan,10510,183.64,RTE000609,Docked
VSL000784,Maersk Horizon,14392,109.1,RTE002587,Maintenance
VSL000785,Oceanic Titan,14751,145.32,RTE000524,Docked
VSL000786,Maersk Horizon,10631,211.96,RTE002552,Active
VSL000787,Maersk Horizon,6573,245.47,RTE001530,Active
VSL000788,Maersk Horizon,2868,120.18,RTE000247,Docked
VSL000789,Evergreen,5474,73.45,RTE000126,Maintenance
VSL000790,Maersk Horizon,15405,286.21,RTE000041,Docked
VSL000791,Evergreen,6784,154.57,RTE000036,Docked
VSL000792,Atlantic Carrier,3388,253.69,RTE000958,Active
VSL000793,Atlantic Carrier,16692,92.94,RTE000264,Docked
VSL000794,Maersk Horizon,7452,177.54,RTE002436,Maintenance
VSL000795,Maersk Horizon,3380,259.14,RTE002883,Docked
VSL000796,Maersk Horizon,18055,218.12,RTE002881,Docked
VSL000797,Evergreen,2986,75.86,RTE002811,Maintenance
VSL000798,Evergreen,8693,117.97,RTE001243,Active
VSL000799,Oceanic Titan,18068,224.21,RTE000079,Docked
VSL000800,Maersk Horizon,17824,172.86,RTE001769,Active
VSL000801,Oceanic Titan,1290,269.38,RTE001135,Active
VSL000802,Oceanic Titan,10371,264.99,RTE001424,Maintenance
VSL000803,Oceanic Titan,12270,268.81,RTE001742,Docked
VSL000804,Oceanic Titan,7615,151.13,RTE000386,Maintenance
VSL000805,Maersk Horizon,17492,183.46,RTE000899,Active
VSL000806,MSC Aurora,19419,155.77,RTE001700,Docked
VSL000807,Evergreen,17399,267.77,RTE002863,Active
VSL000808,Atlantic Carrier,17427,212.22,RTE001686,Active
VSL000809,MSC Aurora,10483,221.08,RTE002719,Maintenance
VSL000810,Oceanic Titan,15530,129.47,RTE000725,Maintenance
VSL000811,Evergreen,9636,262.77,RTE000771,Docked
VSL000812,Maersk Horizon,3612,170.29,RTE000339,Active
VSL000813,Evergreen,8968,80.95,RTE002157,Active
VSL000814,Atlantic Carrier,15524,135.88,RTE000701,Docked
VSL000815,Evergreen,19530,234.0,RTE002999,Docked
VSL000816,Oceanic Titan,5810,248.48,RTE002618,Maintenance
VSL000817,Atlantic Carrier,15205,253.37,RTE002988,Maintenance
VSL000818,Atlantic Carrier,18326,134.68,RTE001464,Docked
VSL000819,Oceanic Titan,11861,240.2,RTE002570,Docked
VSL000820,Atlantic Carrier,13791,197.43,RTE000802,Maintenance
VSL000821,Evergreen,13573,91.22,RTE002533,Maintenance
VSL000822,Oceanic Titan,15206,295.07,RTE001857,Maintenance
VSL000823,Evergreen,2053,257.7,RTE002673,Active
VSL000824,Maersk Horizon,12953,134.94,RTE000386,Maintenance
VSL000825,Evergreen,19939,184.76,RTE000366,Maintenance
VSL000826,MSC Aurora,18386,88.88,RTE000687,Docked
VSL000827,Evergreen,15332,266.15,RTE000750,Maintenance
VSL000828,Evergreen,9935,121.37,RTE001091,Maintenance
VSL000829,Maersk Horizon,18061,107.94,RTE002318,Active
VSL000830,Maersk Horizon,11631,237.51,RTE001631,Active
VSL000831,MSC Aurora,10116,233.4,RTE000972,Maintenance
VSL000832,Oceanic Titan,1806,184.24,RTE001160,Docked
VSL000833,Oceanic Titan,11284,277.39,RTE001133,Active
VSL000834,Maersk Horizon,18265,217.46,RTE002296,Docked
VSL000835,Maersk Horizon,9248,164.76,RTE001241,Docked
VSL000836,Maersk Horizon,12059,135.9,RTE000599,Active
VSL000837,MSC Aurora,19956,173.35,RTE001290,Active
VSL000838,Atlantic Carrier,4476,100.19,RTE002595,Maintenance
VSL000839,MSC Aurora,10448,219.5,RTE001001,Maintenance
VSL000840,Oceanic Titan,11067,257.88,RTE000947,Active
VSL000841,Atlantic Carrier,18583,96.84,RTE001173,Maintenance
VSL000842,Maersk Horizon,15706,279.16,RTE000153,Docked
VSL000843,Atlantic Carrier,17890,66.31,RTE001815,Maintenance
VSL000844,Evergreen,11354,246.47,RTE000428,Active
VSL000845,Oceanic Titan,19051,131.78,RTE002211,Docked
VSL000846,Evergreen,10670,221.17,RTE001670,Docked
VSL000847,Atlantic Carrier,8641,244.55,RTE000526,Docked
VSL000848,Oceanic Titan,4707,97.95,RTE000508,Maintenance
VSL000849,Atlantic Carrier,14495,187.17,RTE000701,Docked
VSL000850,Oceanic Titan,1209,243.17,RTE001783,Maintenance
VSL000851,Atlantic Carrier,17008,288.78,RTE000843,Active
VSL000852,Evergreen,1327,103.24,RTE000815,Active
VSL000853,Maersk Horizon,16989,174.07,RTE000443,Docked
VSL000854,Evergreen,11746,62.22,RTE000838,Docked
VSL000855,Oceanic Titan,8051,92.05,RTE000099,Maintenance
VSL000856,Maersk Horizon,19724,161.12,RTE001637,Active
VSL000857,Evergreen,18592,242.26,RTE002257,Docked
VSL000858,Oceanic Titan,15715,58.0,RTE002146,Active
VSL000859,Maersk Horizon,11925,169.67,RTE000919,Docked
VSL000860,Evergreen,3821,131.82,RTE001983,Maintenance
VSL000861,Maersk Horizon,16613,202.18,RTE000847,Maintenance
VSL000862,Evergreen,3480,256.09,RTE001354,Active
VSL000863,MSC Aurora,13068,223.92,RTE001917,Active
VSL000864,Oceanic Titan,6605,245.89,RTE001720,Maintenance
VSL000865,MSC Aurora,14355,74.4,RTE001223,Docked
VSL000866,Atlantic Carrier,1327,264.88,RTE002991,Maintenance
VSL000867,Atlantic Carrier,5960,133.13,RTE001863,Active
VSL000868,Oceanic Titan,12162,57.02,RTE002007,Active
VSL000869,Atlantic Carrier,10426,231.63,RTE000087,Maintenance
VSL000870,Atlantic Carrier,18250,205.5,RTE001186,Docked
VSL000871,Maersk Horizon,10809,141.46,RTE000453,Docked
VSL000872,MSC Aurora,11619,216.16,RTE002449,Maintenance
VSL000873,MSC Aurora,11752,197.19,RTE000051,Docked
VSL000874,Atlantic Carrier,13538,156.35,RTE001289,Docked
VSL000875,MSC Aurora,15590,158.91,RTE002312,Active
VSL000876,Maersk Horizon,18009,205.19,RTE001793,Docked
VSL000877,MSC Aurora,3205,124.15,RTE001244,Active
