customer_id,company_name,industry,country,contract_value
CUST000464,Toyota Logistics,Retail,USA,2237144.87
CUST000465,Nestle Global,Manufacturing,Germany,2016416.53
CUST000466,Toyota Logistics,Manufacturing,UAE,9255683.32
CUST000467,Walmart Imports,Manufacturing,UAE,9015919.05
CUST000468,Walmart Imports,Retail,Nigeria,4287721.2
CUST000469,DHL Global,E-commerce,Germany,1195680.57
CUST000470,DHL Global,Oil & Gas,China,1482832.88
CUST000471,Amazon Supply Chain,Retail,Nigeria,3878914.45
CUST000472,DHL Global,E-commerce,China,6076560.64
CUST000473,DHL Global,Retail,China,8659423.63
CUST000474,Amazon Supply Chain,Manufacturing,UAE,3074353.01
CUST000475,Walmart Imports,Retail,USA,1432475.5
CUST000476,Walmart Imports,E-commerce,UK,8289210.87
CUST000477,Amazon Supply Chain,Oil & Gas,Germany,2633053.99
CUST000478,Toyota Logistics,Oil & Gas,USA,2022095.12
CUST000479,Nestle Global,Oil & Gas,China,4495452.3
CUST000480,Amazon Supply Chain,Manufacturing,Germany,8510048.14
CUST000481,Nestle Global,Retail,Germany,4032144.99
CUST000482,Samsung Shipping,E-commerce,China,2086865.81
CUST000483,Maersk Logistics,Oil & Gas,USA,3513696.42
CUST000484,DHL Global,Oil & Gas,China,9415450.59
CUST000485,Samsung Shipping,Manufacturing,UK,2760303.5
CUST000486,DHL Global,Oil & Gas,USA,9224203.49
CUST000487,Toyota Logistics,Retail,UAE,8644101.63
CUST000488,Samsung Shipping,Manufacturing,Nigeria,4477512.1
CUST000489,DHL Global,Retail,Nigeria,2890946.38
CUST000490,Amazon Supply Chain,E-commerce,UK,116765.04
CUST000491,Maersk Logistics,Manufacturing,Germany,9596053.56
CUST000492,Samsung Shipping,Oil & Gas,UK,715804.6
CUST000493,Samsung Shipping,Manufacturing,Nigeria,3057855.23
CUST000494,Maersk Logistics,Retail,China,4563508.95
CUST000495,Toyota Logistics,Manufacturing,UK,4984812.67
CUST000496,Samsung Shipping,E-commerce,UAE,9912516.59
CUST000497,Nestle Global,E-commerce,UK,4353727.83
CUST000498,DHL Global,Oil & Gas,China,6575752.1
CUST000499,Amazon Supply Chain,Manufacturing,China,4447186.99
CUST000500,Amazon Supply Chain,Oil & Gas,USA,1218444.72
CUST000501,Toyota Logistics,E-commerce,Germany,5578132.24
CUST000502,DHL Global,Retail,China,9976279.43
CUST000503,Nestle Global,Retail,UK,4156744.53
CUST000504,Maersk Logistics,E-commerce,China,4001310.4
CUST000505,Nestle Global,E-commerce,UK,5059639.96
CUST000506,Maersk Logistics,Retail,UAE,4154092.04
CUST000507,Shell Trading,Manufacturing,UK,3634552.17
CUST000508,DHL Global,Retail,UAE,9847478.12
CUST000509,Samsung Shipping,Manufacturing,UK,5538685.02
CUST000510,Toyota Logistics,Retail,USA,8135234.24
CUST000511,Shell Trading,Oil & Gas,UK,6341024.41
CUST000512,Maersk Logistics,E-commerce,Nigeria,287287.54
CUST000513,Amazon Supply Chain,Oil & Gas,USA,8194593.34
CUST000514,Maersk Logistics,Oil & Gas,China,4727138.48
CUST000515,DHL Global,Manufacturing,Nigeria,86656.47
CUST000516,Amazon Supply Chain,E-commerce,USA,3694430.2
CUST000517,Amazon Supply Chain,Manufacturing,UK,1955596.91
CUST000518,Amazon Supply Chain,Manufacturing,Germany,1200138.96
CUST000519,Maersk Logistics,Retail,Nigeria,2131177.32
CUST000520,Walmart Imports,E-commerce,UAE,4393559.17
CUST000521,Maersk Logistics,Oil & Gas,USA,5863176.99
CUST000522,Samsung Shipping,Retail,UAE,9432251.88
CUST000523,Samsung Shipping,E-commerce,Germany,9804705.81
CUST000524,Walmart Imports,E-commerce,USA,1614776.81
CUST000525,Toyota Logistics,Manufacturing,USA,6372733.41
CUST000526,Toyota Logistics,Manufacturing,USA,4451711.18
CUST000527,Shell Trading,E-commerce,Nigeria,4664459.36
CUST000528,Walmart Imports,E-commerce,UAE,473287.87
CUST000529,Samsung Shipping,Manufacturing,China,1955199.37
CUST000530,Nestle Global,Manufacturing,USA,6547344.6
CUST000531,Samsung Shipping,Oil & Gas,Germany,7497804.59
CUST000532,Toyota Logistics,E-commerce,Germany,9744772.43
CUST000533,Shell Trading,Manufacturing,UAE,7061814.33
CUST000534,Toyota Logistics,Retail,Germany,9609073.47
CUST000535,Nestle Global,Oil & Gas,UAE,6042018.5
CUST000536,DHL Global,Retail,UK,8429997.61
CUST000537,Toyota Logistics,E-commerce,Nigeria,3917255.45
CUST000538,Walmart Imports,Retail,UK,4935641.69
CUST000539,Amazon Supply Chain,Retail,UAE,3548666.6
CUST000540,Shell Trading,Oil & Gas,Nigeria,9603361.55
CUST000541,Amazon Supply Chain,E-commerce,Germany,184421.66
CUST000542,Amazon Supply Chain,E-commerce,Germany,5750999.7
CUST000543,Nestle Global,Manufacturing,UK,5898814.42
CUST000544,Toyota Logistics,Retail,China,1902448.0
CUST000545,Maersk Logistics,Manufacturing,Germany,1796305.96
CUST000546,Walmart Imports,Retail,Nigeria,6563059.9
CUST000547,Toyota Logistics,Retail,UK,6971450.29
CUST000548,DHL Global,Manufacturing,UK,4818343.12
CUST000549,Toyota Logistics,Oil & Gas,Nigeria,7535722.8
CUST000550,Amazon Supply Chain,Manufacturing,USA,8184630.53
CUST000551,Nestle Global,Retail,UK,1564128.95
CUST000552,Samsung Shipping,Oil & Gas,China,9476422.09
CUST000553,DHL Global,Manufacturing,Nigeria,1396430.66
CUST000554,Walmart Imports,Oil & Gas,UAE,8475441.57
CUST000555,Amazon Supply Chain,E-commerce,UK,7581560.62
CUST000556,Amazon Supply Chain,Manufacturing,China,4710553.93
CUST000557,Samsung Shipping,Retail,China,5879169.91
CUST000558,Shell Trading,Manufacturing,UK,4885901.08
CUST000559,DHL Global,Manufacturing,China,5664500.11
CUST000560,Nestle Global,Oil & Gas,UK,7008644.36
CUST000561,Amazon Supply Chain,E-commerce,Germany,9235385.33
CUST000562,DHL Global,E-commerce,UK,7486220.51
CUST000563,Amazon Supply Chain,Oil & Gas,Germany,7392678.11
CUST000564,Samsung Shipping,Oil & Gas,Nigeria,189697.62
CUST000565,Shell Trading,Retail,China,686155.08
CUST000566,Toyota Logistics,E-commerce,UK,4957161.47
CUST000567,Amazon Supply Chain,E-commerce,China,8316351.14
CUST000568,Walmart Imports,Oil & Gas,UAE,3149830.01
CUST000569,Toyota Logistics,Oil & Gas,UK,5087997.52
CUST000570,Samsung Shipping,Retail,Nigeria,9619811.73
CUST000571,Samsung Shipping,E-commerce,USA,9783264.26
CUST000572,Walmart Imports,E-commerce,USA,9472139.97
CUST000573,Shell Trading,E-commerce,Nigeria,7088297.89
CUST000574,Amazon Supply Chain,Manufacturing,UK,4869284.22
CUST000575,Shell Trading,Manufacturing,China,9317962.95
CUST000576,Shell Trading,Retail,UK,9231317.6
CUST000577,DHL Global,Oil & Gas,Germany,7940109.83
CUST000578,Amazon Supply Chain,Manufacturing,USA,5757600.81
CUST000579,Nestle Global,Oil & Gas,China,6063961.96
CUST000580,Maersk Logistics,Retail,China,2484834.05
CUST000581,Samsung Shipping,E-commerce,UK,6402726.7
CUST000582,Amazon Supply Chain,Manufacturing,China,6168389.17
CUST000583,Nestle Global,Manufacturing,Nigeria,9874316.76
CUST000584,Toyota Logistics,Manufacturing,Germany,6212135.05
CUST000585,Amazon Supply Chain,Retail,Nigeria,2026319.43
CUST000586,Walmart Imports,Manufacturing,China,4139620.72
CUST000587,Nestle Global,E-commerce,USA,7963373.18
CUST000588,Toyota Logistics,E-commerce,UAE,9479730.57
CUST000589,Samsung Shipping,Retail,UAE,8880909.04
CUST000590,Shell Trading,Oil & Gas,UK,1783209.5
CUST000591,Samsung Shipping,Retail,China,5030781.54
CUST000592,Maersk Logistics,Manufacturing,UAE,8410200.71
CUST000593,Shell Trading,E-commerce,UK,2598260.05
CUST000594,Toyota Logistics,Oil & Gas,Nigeria,2399072.68
CUST000595,Shell Trading,Retail,UK,4238015.32
CUST000596,Maersk Logistics,Retail,China,1720153.82
CUST000597,Samsung Shipping,Oil & Gas,Germany,1010288.41
CUST000598,Amazon Supply Chain,E-commerce,UAE,9037411.14
CUST000599,DHL Global,Manufacturing,Germany,1832663.23
CUST000600,Nestle Global,E-commerce,China,1942712.76
CUST000601,DHL Global,E-commerce,Germany,6716673.33
CUST000602,Maersk Logistics,E-commerce,Germany,8939427.44
CUST000603,Amazon Supply Chain,E-commerce,USA,5217420.77
CUST000604,Shell Trading,E-commerce,UAE,293358.65
CUST000605,DHL Global,Retail,Germany,8966156.75
CUST000606,Walmart Imports,Retail,USA,2208793.96
CUST000607,Amazon Supply Chain,Oil & Gas,UAE,7307824.4
CUST000608,Maersk Logistics,Manufacturing,UK,2011105.03
CUST000609,Amazon Supply Chain,Manufacturing,UK,6229579.86
CUST000610,Maersk Logistics,Oil & Gas,UAE,2251622.66
CUST000611,Maersk Logistics,Oil & Gas,USA,3250872.18
CUST000612,Maersk Logistics,Retail,Germany,7081870.46
CUST000613,Toyota Logistics,E-commerce,UAE,6214430.33
CUST000614,Nestle Global,Retail,USA,9593484.43
CUST000615,Shell Trading,Oil & Gas,Nigeria,7512179.88
CUST000616,Maersk Logistics,Retail,USA,1988032.56
CUST000617,Maersk Logistics,E-commerce,Germany,7212363.2
CUST000618,Maersk Logistics,Oil & Gas,USA,3968942.73
CUST000619,Amazon Supply Chain,Oil & Gas,UAE,3420252.6
CUST000620,Maersk Logistics,Manufacturing,Nigeria,9248642.36
CUST000621,Toyota Logistics,Oil & Gas,Germany,5929244.59
CUST000622,Walmart Imports,Oil & Gas,UAE,3565227.59
CUST000623,Amazon Supply Chain,Manufacturing,China,3083981.52
CUST000624,Toyota Logistics,Retail,UAE,2067371.21
CUST000625,DHL Global,Retail,UK,9511977.16
CUST000626,Shell Trading,Manufacturing,USA,326296.48
CUST000627,Amazon Supply Chain,Oil & Gas,China,6695506.04
CUST000628,Maersk Logistics,Retail,China,5618662.37
CUST000629,Walmart Imports,E-commerce,UK,2832822.68
CUST000630,Shell Trading,Retail,UK,7046676.09
CUST000631,Nestle Global,E-commerce,USA,2179439.62
CUST000632,Nestle Global,Oil & Gas,UAE,8969129.68
CUST000633,DHL Global,Retail,USA,4285086.16
CUST000634,Nestle Global,E-commerce,Germany,9949138.81
CUST000635,Maersk Logistics,E-commerce,USA,4957934.45
CUST000636,Toyota Logistics,Manufacturing,China,7152453.19
CUST000637,Samsung Shipping,E-commerce,China,1285751.19
CUST000638,Samsung Shipping,E-commerce,UAE,4113909.06
CUST000639,Nestle Global,E-commerce,UK,4568259.71
CUST000640,DHL Global,Oil & Gas,UAE,848785.35
CUST000641,Toyota Logistics,E-commerce,China,4984123.18
CUST000642,DHL Global,Oil & Gas,UAE,8123788.34
CUST000643,Toyota Logistics,Retail,UK,3949007.61
CUST000644,Nestle Global,Retail,China,7771086.13
CUST000645,Shell Trading,Oil & Gas,USA,3469708.38
CUST000646,Samsung Shipping,Oil & Gas,Nigeria,8447408.78
CUST000647,DHL Global,Oil & Gas,UAE,2187848.42
CUST000648,Nestle Global,Oil & Gas,Nigeria,3816450.99
CUST000649,DHL Global,E-commerce,China,2564447.52
CUST000650,Toyota Logistics,Manufacturing,China,5454450.41
CUST000651,Amazon Supply Chain,Oil & Gas,USA,3722456.5
CUST000652,Walmart Imports,Manufacturing,China,4103795.23
CUST000653,Amazon Supply Chain,E-commerce,USA,3128412.97
CUST000654,Maersk Logistics,Retail,Nigeria,7516218.25
CUST000655,DHL Global,E-commerce,China,1269597.17
CUST000656,Amazon Supply Chain,Oil & Gas,USA,7067932.63
CUST000657,Maersk Logistics,Retail,Germany,4434724.77
CUST000658,Amazon Supply Chain,Manufacturing,Nigeria,3594019.39
CUST000659,Maersk Logistics,Oil & Gas,USA,5161963.62
CUST000660,Toyota Logistics,Oil & Gas,UK,4737645.74
CUST000661,Toyota Logistics,Retail,Nigeria,8595055.21
CUST000662,Maersk Logistics,Manufacturing,UAE,2099313.42
CUST000663,Samsung Shipping,Manufacturing,Nigeria,5488518.42
CUST000664,Toyota Logistics,Manufacturing,Germany,8520441.29
CUST000665,Toyota Logistics,Manufacturing,Germany,5910307.99
CUST000666,Walmart Imports,Oil & Gas,USA,7638897.51
CUST000667,Samsung Shipping,E-commerce,UK,5127991.73
CUST000668,Amazon Supply Chain,Retail,Germany,2561573.05
CUST000669,Samsung Shipping,Retail,UK,8267078.56
CUST000670,Maersk Logistics,E-commerce,Germany,4444107.65
CUST000671,Toyota Logistics,E-commerce,Germany,3641050.46
CUST000672,Walmart Imports,Manufacturing,China,6843898.1
CUST000673,Toyota Logistics,E-commerce,Germany,3720526.25
CUST000674,Nestle Global,Retail,USA,9459073.83
CUST000675,DHL Global,Manufacturing,Nigeria,9167236.25
CUST000676,Walmart Imports,Oil & Gas,Germany,7596368.75
CUST000677,Samsung Shipping,Retail,UAE,7916630.66
CUST000678,Amazon Supply Chain,Retail,UAE,6274083.57
CUST000679,DHL Global,E-commerce,UK,4777545.27
CUST000680,Nestle Global,Oil & Gas,UAE,2595981.7
CUST000681,DHL Global,Oil & Gas,China,3330698.73
CUST000682,Walmart Imports,E-commerce,UAE,8924072.59
CUST000683,Shell Trading,Oil & Gas,UAE,7411927.5
CUST000684,Toyota Logistics,Manufacturing,USA,3292883.23
CUST000685,Shell Trading,E-commerce,China,8231276.93
CUST000686,DHL Global,E-commerce,UAE,371542.49
CUST000687,Maersk Logistics,E-commerce,UK,3640316.58
CUST000688,Samsung Shipping,Retail,USA,3296657.03
CUST000689,Maersk Logistics,Retail,Nigeria,3658991.44
CUST000690,Amazon Supply Chain,Retail,UAE,2371673.67
CUST000691,Amazon Supply Chain,Manufacturing,China,3020885.94
CUST000692,Shell Trading,E-commerce,USA,9583175.04
CUST000693,Amazon Supply Chain,Oil & Gas,Germany,2316813.59
CUST000694,Samsung Shipping,E-commerce,Germany,1182243.5
CUST000695,Nestle Global,E-commerce,UK,3299881.74
CUST000696,Nestle Global,Oil & Gas,UK,4189418.85
CUST000697,DHL Global,E-commerce,USA,7657730.11
CUST000698,Nestle Global,Oil & Gas,UAE,7599523.77
CUST000699,Walmart Imports,E-commerce,UK,2544847.03
CUST000700,Toyota Logistics,Retail,Germany,2335274.3
CUST000701,Nestle Global,E-commerce,Nigeria,1357592.79
CUST000702,Shell Trading,E-commerce,Germany,4151152.81
CUST000703,Samsung Shipping,Retail,Nigeria,7772021.37
CUST000704,Shell Trading,Oil & Gas,Nigeria,788002.4
CUST000705,Amazon Supply Chain,E-commerce,UK,6740254.93
CUST000706,Shell Trading,Retail,UAE,3226169.44
CUST000707,Walmart Imports,Retail,China,6089212.25
CUST000708,Toyota Logistics,E-commerce,China,1810167.55
CUST000709,Walmart Imports,Oil & Gas,UK,3922433.47
CUST000710,Amazon Supply Chain,E-commerce,China,303861.68
CUST000711,Shell Trading,Manufacturing,Nigeria,7894804.38
CUST000712,Toyota Logistics,Retail,UK,4887412.4
CUST000713,Maersk Logistics,Retail,Nigeria,4653012.61
CUST000714,Maersk Logistics,Manufacturing,Nigeria,2046508.45
CUST000715,Amazon Supply Chain,Manufacturing,UAE,4315607.59
CUST000716,DHL Global,Oil & Gas,Nigeria,4784011.12
CUST000717,DHL Global,Manufacturing,China,878087.07
CUST000718,Walmart Imports,Oil & Gas,Germany,3932096.13
CUST000719,Walmart Imports,Manufacturing,Germany,4423224.58
CUST000720,Walmart Imports,Manufacturing,China,6700404.26
CUST000721,Samsung Shipping,Retail,China,3788971.38
CUST000722,DHL Global,E-commerce,Nigeria,4414596.94
CUST000723,Samsung Shipping,E-commerce,Nigeria,7866634.19
CUST000724,Nestle Global,E-commerce,China,6613017.07
CUST000725,Maersk Logistics,Manufacturing,USA,7285526.95
CUST000726,Shell Trading,Oil & Gas,UAE,9192829.58
CUST000727,Maersk Logistics,E-commerce,UK,9048586.94
CUST000728,Maersk Logistics,Oil & Gas,UK,1188409.49
CUST000729,DHL Global,E-commerce,USA,286060.15
CUST000730,Amazon Supply Chain,E-commerce,Germany,1333918.31
CUST000731,Nestle Global,Oil & Gas,USA,6294288.46
CUST000732,Samsung Shipping,E-commerce,Nigeria,302117.26
CUST000733,Toyota Logistics,E-commerce,China,9111488.2
CUST000734,Amazon Supply Chain,Retail,China,8062171.53
CUST000735,Shell Trading,Retail,UAE,4818213.11
CUST000736,Toyota Logistics,E-commerce,Germany,4513767.92
CUST000737,Nestle Global,Manufacturing,China,5030574.78
CUST000738,Shell Trading,E-commerce,UAE,2160900.92
CUST000739,Maersk Logistics,Manufacturing,China,6727646.36
CUST000740,Samsung Shipping,Manufacturing,China,1593042.89
CUST000741,Samsung Shipping,Manufacturing,Germany,7136373.59
CUST000742,Samsung Shipping,Retail,UAE,9270888.47
CUST000743,Maersk Logistics,Oil & Gas,Nigeria,4356977.72
CUST000744,Samsung Shipping,Manufacturing,USA,6189695.91
CUST000745,Amazon Supply Chain,Manufacturing,UK,9453131.52
CUST000746,Maersk Logistics,E-commerce,UK,544649.25
CUST000747,Shell Trading,E-commerce,Germany,6862536.64
CUST000748,DHL Global,Manufacturing,UAE,53716.55
CUST000749,DHL Global,Retail,Nigeria,7691174.13
CUST000750,Maersk Logistics,Oil & Gas,UK,5234255.98
CUST000751,Maersk Logistics,E-commerce,USA,2589482.55
CUST000752,Samsung Shipping,Oil & Gas,Germany,9132697.96
CUST000753,Nestle Global,Manufacturing,UK,3273647.29
CUST000754,Amazon Supply Chain,Oil & Gas,Nigeria,1298623.41
CUST000755,Nestle Global,Retail,Nigeria,8432815.19
CUST000756,Walmart Imports,Oil & Gas,UK,3468435.01
CUST000757,Amazon Supply Chain,Manufacturing,China,3148035.69
CUST000758,Samsung Shipping,Oil & Gas,Nigeria,9842738.99
CUST000759,DHL Global,Oil & Gas,USA,4012488.52
CUST000760,DHL Global,E-commerce,Germany,9975803.45
CUST000761,Samsung Shipping,Manufacturing,UK,703693.55
CUST000762,DHL Global,Oil & Gas,UK,7307906.05
CUST000763,Amazon Supply Chain,Oil & Gas,Germany,5530378.81
CUST000764,Shell Trading,E-commerce,UAE,9908779.08
CUST000765,Samsung Shipping,Oil & Gas,Germany,2948594.27
CUST000766,Nestle Global,Manufacturing,USA,8271323.49
CUST000767,Walmart Imports,E-commerce,Germany,8248516.65
CUST000768,Amazon Supply Chain,Manufacturing,China,8616120.26
CUST000769,Walmart Imports,E-commerce,USA,8922682.71
CUST000770,DHL Global,Retail,UAE,8382627.52
CUST000771,Samsung Shipping,E-commerce,Nigeria,6020270.32
CUST000772,Maersk Logistics,Oil & Gas,China,1153514.66
CUST000773,Toyota Logistics,Retail,Germany,4088884.7
CUST000774,Maersk Logistics,E-commerce,Germany,9005132.99
CUST000775,Samsung Shipping,E-commerce,UAE,1470055.44
CUST000776,Walmart Imports,Oil & Gas,Nigeria,6501356.59
CUST000777,Shell Trading,Oil & Gas,China,8010017.89
CUST000778,Maersk Logistics,Manufacturing,UAE,6227952.49
CUST000779,Walmart Imports,E-commerce,UK,3968731.79
CUST000780,Walmart Imports,Manufacturing,UAE,4083475.82
CUST000781,Amazon Supply Chain,Oil & Gas,USA,995416.0
CUST000782,DHL Global,Manufacturing,Germany,7956606.54
CUST000783,Amazon Supply Chain,Retail,UAE,1338582.81
CUST000784,Samsung Shipping,E-commerce,Germany,4034283.38
CUST000785,Maersk Logistics,Oil & Gas,UAE,6026765.86
CUST000786,Maersk Logistics,E-commerce,Germany,8744708.03
CUST000787,Toyota Logistics,E-commerce,UK,3356801.12
CUST000788,Maersk Logistics,Retail,Nigeria,8759081.33
CUST000789,Shell Trading,Retail,UK,1559852.47
CUST000790,Nestle Global,Retail,China,3431535.83
CUST000791,Toyota Logistics,Retail,Germany,9412406.36
CUST000792,Shell Trading,Manufacturing,China,5798193.65
CUST000793,Samsung Shipping,Manufacturing,China,3216599.41
CUST000794,Toyota Logistics,Retail,China,7680595.26
CUST000795,Shell Trading,E-commerce,USA,7303983.04
CUST000796,Samsung Shipping,Oil & Gas,China,9179291.33
CUST000797,Amazon Supply Chain,Oil & Gas,UAE,8483186.05
CUST000798,DHL Global,Manufacturing,Nigeria,7789628.16
CUST000799,DHL Global,E-commerce,USA,2937540.21
CUST000800,Toyota Logistics,Oil & Gas,Nigeria,3613602.53
CUST000801,DHL Global,Retail,UAE,9787203.06
CUST000802,Samsung Shipping,E-commerce,Germany,6100154.19
CUST000803,Toyota Logistics,Manufacturing,UK,5246732.94
CUST000804,DHL Global,Manufacturing,UAE,9138749.0
CUST000805,Toyota Logistics,Oil & Gas,UK,7512270.15
CUST000806,Maersk Logistics,Manufacturing,UAE,7308848.6
CUST000807,DHL Global,Manufacturing,UAE,4180582.14
CUST000808,Samsung Shipping,Retail,UK,7561278.36
CUST000809,Samsung Shipping,Manufacturing,USA,3295052.82
CUST000810,Toyota Logistics,E-commerce,UK,5152274.41
CUST000811,Amazon Supply Chain,Oil & Gas,UK,2342641.88
CUST000812,Nestle Global,Oil & Gas,UAE,3540606.02
CUST000813,Toyota Logistics,E-commerce,USA,8337367.7
CUST000814,Walmart Imports,Oil & Gas,Nigeria,8814164.73
CUST000815,Maersk Logistics,Manufacturing,Nigeria,5305061.88
CUST000816,Walmart Imports,Oil & Gas,Nigeria,76275.31
CUST000817,Walmart Imports,Oil & Gas,China,4492782.46
CUST000818,Amazon Supply Chain,E-commerce,Germany,5656229.72
CUST000819,DHL Global,Oil & Gas,Germany,7100589.31
CUST000820,Maersk Logistics,E-commerce,China,1045750.67
CUST000821,Nestle Global,Retail,China,3899313.96
CUST000822,Amazon Supply Chain,E-commerce,Nigeria,6452173.8
CUST000823,Toyota Logistics,Manufacturing,UAE,4828309.86
CUST000824,Toyota Logistics,E-commerce,UAE,5936871.5
CUST000825,Shell Trading,E-commerce,UK,8674881.44
CUST000826,Samsung Shipping,Oil & Gas,Nigeria,4574254.07
CUST000827,Toyota Logistics,Retail,Germany,5845376.98
CUST000828,Nestle Global,Manufacturing,UAE,869185.27
CUST000829,Maersk Logistics,E-commerce,Nigeria,2077058.52
CUST000830,Nestle Global,Oil & Gas,USA,6247586.74
CUST000831,Shell Trading,Oil & Gas,UAE,5581060.52
CUST000832,Amazon Supply Chain,Oil & Gas,China,9063845.9
CUST000833,Walmart Imports,Oil & Gas,Germany,1609149.12
CUST000834,Samsung Shipping,Retail,UAE,5221227.35
CUST000835,Toyota Logistics,E-commerce,UAE,6048057.89
CUST000836,DHL Global,Retail,Nigeria,3698158.48
CUST000837,Amazon Supply Chain,Oil & Gas,Germany,9896990.22
CUST000838,Maersk Logistics,Retail,China,4779997.8
CUST000839,Maersk Logistics,Oil & Gas,UK,7314801.84
CUST000840,Toyota Logistics,Retail,UAE,303934.27
CUST000841,Maersk Logistics,Retail,UAE,1155126.31
CUST000842,Walmart Imports,Manufacturing,UAE,8546810.68
CUST000843,Samsung Shipping,Oil & Gas,UAE,5199601.06
CUST000844,Toyota Logistics,E-commerce,China,7100377.48
CUST000845,Amazon Supply Chain,Oil & Gas,UAE,887196.15
CUST000846,Toyota Logistics,E-commerce,Germany,7077137.5
CUST000847,Toyota Logistics,E-commerce,USA,6057117.06
CUST000848,Nestle Global,E-commerce,USA,6779473.3
CUST000849,Samsung Shipping,E-commerce,UAE,4605155.52
CUST000850,DHL Global,E-commerce,Nigeria,6310636.28
CUST000851,DHL Global,Retail,China,5610313.02
CUST000852,DHL Global,E-commerce,Germany,6152106.36
CUST000853,Shell Trading,Manufacturing,UK,9509173.67
CUST000854,Nestle Global,Retail,USA,6189293.34
CUST000855,Nestle Global,Oil & Gas,USA,3884329.19
CUST000856,DHL Global,Oil & Gas,USA,5580902.11
CUST000857,Samsung Shipping,Retail,Nigeria,7341324.3
CUST000858,Nestle Global,Manufacturing,UAE,7094247.55
CUST000859,Amazon Supply Chain,Oil & Gas,Germany,7519827.67
CUST000860,Amazon Supply Chain,Retail,USA,5852324.89
CUST000861,Walmart Imports,Retail,Nigeria,4924620.06
CUST000862,Toyota Logistics,Manufacturing,UK,4226227.57
CUST000863,Toyota Logistics,Manufacturing,Germany,4321437.32
CUST000864,Toyota Logistics,Oil & Gas,UK,1506876.78
CUST000865,Maersk Logistics,Oil & Gas,Nigeria,9372780.75
CUST000866,DHL Global,Retail,UK,2294006.13
CUST000867,Amazon Supply Chain,Oil & Gas,Nigeria,2426758.74
CUST000868,Toyota Logistics,Manufacturing,China,6803150.39
CUST000869,Toyota Logistics,Retail,USA,6145901.75
CUST000870,Amazon Supply Chain,Oil & Gas,Nigeria,2997315.37
CUST000871,DHL Global,E-commerce,UK,1248426.7
CUST000872,Toyota Logistics,Oil & Gas,UK,6751430.05
CUST000873,Amazon Supply Chain,Retail,UAE,8475355.36
CUST000874,Maersk Logistics,Retail,China,9318867.41
CUST000875,Toyota Logistics,Retail,China,8689290.99
CUST000876,Shell Trading,Retail,UAE,9478808.77
CUST000877,Maersk Logistics,E-commerce,Nigeria,9402226.45
CUST000878,Toyota Logistics,Manufacturing,UAE,9320835.18
CUST000879,Walmart Imports,E-commerce,Germany,7048902.52
CUST000880,Samsung Shipping,E-commerce,USA,5834962.35
CUST000881,Samsung Shipping,Retail,USA,6114034.71
CUST000882,Samsung Shipping,E-commerce,UK,896567.45
CUST000883,Amazon Supply Chain,Retail,USA,8573671.02
CUST000884,Walmart Imports,Oil & Gas,UK,2669168.51
CUST000885,Samsung Shipping,Retail,UAE,2591385.08
CUST000886,Nestle Global,Retail,Germany,6486244.21
CUST000887,Nestle Global,E-commerce,Nigeria,3354659.11
CUST000888,Samsung Shipping,E-commerce,Nigeria,3981792.51
CUST000889,DHL Global,E-commerce,USA,9041658.08
CUST000890,Maersk Logistics,Retail,China,5210049.86
CUST000891,Walmart Imports,Retail,Nigeria,910486.31
CUST000892,Samsung Shipping,Oil & Gas,UAE,7830698.9
CUST000893,Walmart Imports,Retail,UAE,4700261.72
CUST000894,Toyota Logistics,Retail,USA,3412340.05
CUST000895,Shell Trading,Manufacturing,USA,4184772.93
CUST000896,Shell Trading,E-commerce,USA,463426.55
CUST000897,Toyota Logistics,Manufacturing,UAE,482238.15
CUST000898,Toyota Logistics,Retail,USA,4935218.45
CUST000899,Walmart Imports,E-commerce,UK,2959664.96
CUST000900,Samsung Shipping,Manufacturing,China,5450911.37
CUST000901,Walmart Imports,E-commerce,USA,5749826.04
CUST000902,Samsung Shipping,Oil & Gas,UK,1553128.4
CUST000903,Nestle Global,E-commerce,Germany,4360888.31
CUST000904,Toyota Logistics,Retail,UAE,9536554.65
CUST000905,Samsung Shipping,Retail,USA,920965.29
CUST000906,Amazon Supply Chain,Oil & Gas,China,160332.62
CUST000907,Shell Trading,E-commerce,USA,3107737.23
CUST000908,DHL Global,E-commerce,UK,9228209.87
CUST000909,Shell Trading,E-commerce,UK,5846823.5
CUST000910,Amazon Supply Chain,Manufacturing,UAE,8925787.96
CUST000911,DHL Global,Retail,UK,6868750.1
CUST000912,Amazon Supply Chain,E-commerce,UK,8102611.82
CUST000913,Maersk Logistics,E-commerce,UAE,4783884.36
CUST000914,Walmart Imports,Retail,UAE,5843150.69
CUST000915,Samsung Shipping,Manufacturing,Germany,4321068.61
CUST000916,Amazon Supply Chain,E-commerce,UK,5777702.62
CUST000917,Nestle Global,E-commerce,USA,3995331.72
CUST000918,Amazon Supply Chain,Oil & Gas,UK,7232528.29
CUST000919,Amazon Supply Chain,Oil & Gas,Germany,6617824.4
CUST000920,Maersk Logistics,Oil & Gas,Nigeria,1902884.06
CUST000921,Maersk Logistics,Manufacturing,USA,4149960.89
CUST000922,Amazon Supply Chain,Retail,USA,2067567.38
CUST000923,Samsung Shipping,E-commerce,UAE,2943140.07
CUST000924,Maersk Logistics,Oil & Gas,USA,896128.41
CUST000925,Walmart Imports,Oil & Gas,UK,9503950.86
