route_id,origin_port,destination_port,distance_km,average_time_days,fuel_cost
RTE000446,Shanghai Port,Los Angeles Port,2386,19,46768.83
RTE000447,Hamburg Port,Rotterdam Port,4890,11,2307.95
RTE000448,Dubai Port,Lagos Port,2416,5,29313.12
RTE000449,Singapore Port,Singapore Port,15229,10,14911.07
RTE000450,Durban Port,Shanghai Port,7484,35,42977.31
RTE000451,Los Angeles Port,Lagos Port,18236,24,5346.97
RTE000452,Lagos Port,Dubai Port,18479,19,43885.08
RTE000453,Lagos Port,Shanghai Port,4075,22,38525.15
RTE000454,Los Angeles Port,Singapore Port,19395,30,7279.1
RTE000455,Durban Port,Rotterdam Port,2459,18,48211.85
RTE000456,Rotterdam Port,Shanghai Port,8899,27,21244.66
RTE000457,Rotterdam Port,Dubai Port,19227,12,6486.82
RTE000458,Rotterdam Port,Hamburg Port,12375,26,11169.71
RTE000459,Dubai Port,Durban Port,12680,16,19450.04
RTE000460,Shanghai Port,Shanghai Port,18578,8,9950.39
RTE000461,Durban Port,Durban Port,9070,38,9851.46
RTE000462,Los Angeles Port,Singapore Port,7238,33,25094.89
RTE000463,Lagos Port,Hamburg Port,10447,14,16245.48
RTE000464,Rotterdam Port,Durban Port,2429,32,19543.6
RTE000465,Rotterdam Port,Dubai Port,16849,30,34949.5
RTE000466,Durban Port,Durban Port,10721,27,35556.89
RTE000467,Singapore Port,Los Angeles Port,5394,21,16230.98
RTE000468,Dubai Port,Durban Port,4828,17,3041.69
RTE000469,Shanghai Port,Los Angeles Port,10351,3,2068.48
RTE000470,Shanghai Port,Durban Port,9562,34,5006.03
RTE000471,Los Angeles Port,Durban Port,18001,5,16735.38
RTE000472,Dubai Port,Lagos Port,11159,30,27468.18
RTE000473,Hamburg Port,Singapore Port,9207,12,45442.8
RTE000474,Los Angeles Port,Rotterdam Port,19790,37,16642.51
RTE000475,Dubai Port,Dubai Port,3525,10,48921.17
RTE000476,Lagos Port,Shanghai Port,10007,28,1795.52
RTE000477,Shanghai Port,Dubai Port,11834,5,14085.55
RTE000478,Singapore Port,Durban Port,6739,7,11278.47
RTE000479,Singapore Port,Rotterdam Port,6551,37,39603.42
RTE000480,Dubai Port,Rotterdam Port,9660,36,39838.71
RTE000481,Singapore Port,Los Angeles Port,4133,27,26262.07
RTE000482,Singapore Port,Dubai Port,4304,7,25783.98
RTE000483,Los Angeles Port,Singapore Port,14630,33,7845.27
RTE000484,Durban Port,Durban Port,19724,18,2415.39
RTE000485,Shanghai Port,Singapore Port,5566,10,34875.67
RTE000486,Los Angeles Port,Dubai Port,10561,15,28702.71
RTE000487,Los Angeles Port,Los Angeles Port,10707,16,21887.54
RTE000488,Dubai Port,Singapore Port,3332,20,34272.18
RTE000489,Durban Port,Hamburg Port,19286,18,18945.14
RTE000490,Hamburg Port,Durban Port,19133,12,31829.84
RTE000491,Durban Port,Hamburg Port,3668,34,41775.58
RTE000492,Los Angeles Port,Lagos Port,17672,13,13748.05
RTE000493,Los Angeles Port,Durban Port,19049,13,32625.01
RTE000494,Shanghai Port,Hamburg Port,8773,39,28011.67
RTE000495,Singapore Port,Durban Port,13541,22,16428.94
RTE000496,Hamburg Port,Hamburg Port,8657,35,26066.02
RTE000497,Singapore Port,Los Angeles Port,2234,7,9428.04
RTE000498,Shanghai Port,Lagos Port,6827,6,8819.88
RTE000499,Shanghai Port,Dubai Port,14832,34,49558.98
RTE000500,Lagos Port,Los Angeles Port,16206,36,15020.81
RTE000501,Lagos Port,Hamburg Port,5937,14,22882.69
RTE000502,Singapore Port,Singapore Port,3398,24,25086.41
RTE000503,Shanghai Port,Rotterdam Port,12655,2,13033.68
RTE000504,Los Angeles Port,Los Angeles Port,8715,22,39351.15
RTE000505,Dubai Port,Los Angeles Port,8891,27,17117.41
RTE000506,Los Angeles Port,Singapore Port,10290,38,43439.16
RTE000507,Shanghai Port,Rotterdam Port,16920,14,26604.17
RTE000508,Singapore Port,Shanghai Port,2331,11,7576.66
RTE000509,Los Angeles Port,Shanghai Port,10287,21,12968.58
RTE000510,Lagos Port,Durban Port,11798,16,11824.68
RTE000511,Los Angeles Port,Shanghai Port,17932,31,8350.81
RTE000512,Rotterdam Port,Hamburg Port,5291,29,30871.01
RTE000513,Lagos Port,Singapore Port,10894,15,38581.98
RTE000514,Shanghai Port,Lagos Port,4124,10,36617.53
RTE000515,Los Angeles Port,Durban Port,8089,12,38965.31
RTE000516,Shanghai Port,Durban Port,3836,31,29188.05
RTE000517,Hamburg Port,Dubai Port,5871,6,22764.85
RTE000518,Rotterdam Port,Los Angeles Port,11348,25,49651.83
RTE000519,Durban Port,Dubai Port,14425,2,6967.28
RTE000520,Singapore Port,Shanghai Port,1216,17,45782.18
RTE000521,Dubai Port,Dubai Port,8883,14,4618.49
RTE000522,Shanghai Port,Singapore Port,3713,21,28679.66
RTE000523,Los Angeles Port,Shanghai Port,2518,20,29350.76
RTE000524,Dubai Port,Singapore Port,10057,13,1051.03
RTE000525,Shanghai Port,Singapore Port,10118,18,10858.03
RTE000526,Lagos Port,Singapore Port,4011,20,33404.15
RTE000527,Durban Port,Shanghai Port,4123,4,28294.61
RTE000528,Durban Port,Dubai Port,18492,4,34148.43
RTE000529,Dubai Port,Durban Port,13533,5,45145.02
RTE000530,Los Angeles Port,Durban Port,19895,30,24074.51
RTE000531,Dubai Port,Shanghai Port,5158,19,5030.65
RTE000532,Shanghai Port,Rotterdam Port,7007,12,2076.01
RTE000533,Durban Port,Singapore Port,7122,11,8386.59
RTE000534,Durban Port,Los Angeles Port,7391,24,23331.65
RTE000535,Shanghai Port,Dubai Port,1544,16,8494.15
RTE000536,Lagos Port,Durban Port,7070,13,27659.65
RTE000537,Dubai Port,Singapore Port,8477,11,8500.03
RTE000538,Rotterdam Port,Dubai Port,8115,8,41400.46
RTE000539,Shanghai Port,Lagos Port,9485,15,49378.51
RTE000540,Shanghai Port,Durban Port,12963,11,27045.9
RTE000541,Shanghai Port,Los Angeles Port,10847,37,39480.14
RTE000542,Dubai Port,Los Angeles Port,14941,2,32475.02
RTE000543,Hamburg Port,Shanghai Port,11373,8,18217.1
RTE000544,Singapore Port,Lagos Port,2396,36,41268.79
RTE000545,Durban Port,Los Angeles Port,8369,3,5762.25
RTE000546,Lagos Port,Rotterdam Port,9818,11,30527.67
RTE000547,Dubai Port,Los Angeles Port,18203,35,22454.35
RTE000548,Singapore Port,Lagos Port,10712,26,27205.95
RTE000549,Los Angeles Port,Hamburg Port,12278,22,16696.29
RTE000550,Singapore Port,Hamburg Port,2022,3,10687.6
RTE000551,Durban Port,Shanghai Port,9599,32,36846.28
RTE000552,Durban Port,Singapore Port,5881,35,20909.22
RTE000553,Durban Port,Rotterdam Port,13345,38,42216.78
RTE000554,Dubai Port,Shanghai Port,9500,27,16817.73
RTE000555,Los Angeles Port,Durban Port,14776,19,17668.33
RTE000556,Singapore Port,Shanghai Port,4918,2,6232.16
RTE000557,Lagos Port,Durban Port,1462,3,26547.13
RTE000558,Los Angeles Port,Hamburg Port,10133,25,5286.85
RTE000559,Durban Port,Los Angeles Port,8846,33,18342.46
RTE000560,Los Angeles Port,Rotterdam Port,12996,32,49629.83
RTE000561,Lagos Port,Shanghai Port,15144,10,13637.54
RTE000562,Hamburg Port,Durban Port,7826,35,12342.07
RTE000563,Durban Port,Hamburg Port,13312,18,23989.01
RTE000564,Los Angeles Port,Lagos Port,7603,6,30842.26
RTE000565,Durban Port,Dubai Port,15000,39,6083.47
RTE000566,Lagos Port,Lagos Port,15810,12,36817.4
RTE000567,Shanghai Port,Durban Port,9157,37,25390.4
RTE000568,Singapore Port,Dubai Port,15792,4,3318.4
RTE000569,Singapore Port,Singapore Port,17731,11,39631.38
RTE000570,Shanghai Port,Los Angeles Port,12995,21,31127.01
RTE000571,Shanghai Port,Dubai Port,16244,8,5488.11
RTE000572,Rotterdam Port,Rotterdam Port,5298,6,40346.89
RTE000573,Singapore Port,Lagos Port,6998,37,18588.68
RTE000574,Dubai Port,Hamburg Port,16904,29,5426.7
RTE000575,Lagos Port,Los Angeles Port,2413,32,40632.79
RTE000576,Dubai Port,Hamburg Port,5386,12,49051.96
RTE000577,Dubai Port,Los Angeles Port,9255,34,44387.5
RTE000578,Dubai Port,Lagos Port,1176,5,4460.52
RTE000579,Los Angeles Port,Los Angeles Port,13017,37,4792.2
RTE000580,Rotterdam Port,Durban Port,12659,39,33389.56
RTE000581,Shanghai Port,Lagos Port,1424,38,13353.86
RTE000582,Dubai Port,Hamburg Port,16436,16,49879.65
RTE000583,Singapore Port,Hamburg Port,17563,30,40362.91
RTE000584,Shanghai Port,Lagos Port,16343,3,36882.34
RTE000585,Shanghai Port,Lagos Port,585,38,5035.48
RTE000586,Singapore Port,Dubai Port,13221,35,16532.88
RTE000587,Shanghai Port,Singapore Port,9205,7,8783.4
RTE000588,Rotterdam Port,Hamburg Port,6234,5,31168.64
RTE000589,Los Angeles Port,Rotterdam Port,10392,20,16862.4
RTE000590,Durban Port,Durban Port,6884,3,11436.52
RTE000591,Shanghai Port,Los Angeles Port,11840,33,18712.94
RTE000592,Singapore Port,Lagos Port,5958,18,22411.57
RTE000593,Lagos Port,Singapore Port,9502,11,42789.34
RTE000594,Dubai Port,Durban Port,16408,36,9608.57
RTE000595,Durban Port,Hamburg Port,549,27,26262.78
RTE000596,Hamburg Port,Lagos Port,1088,12,47633.23
RTE000597,Durban Port,Los Angeles Port,18988,32,49560.16
RTE000598,Dubai Port,Durban Port,16283,16,24058.54
RTE000599,Dubai Port,Hamburg Port,8593,2,2722.91
RTE000600,Los Angeles Port,Singapore Port,15306,13,41088.73
RTE000601,Lagos Port,Singapore Port,13664,28,45643.94
RTE000602,Durban Port,Singapore Port,17733,23,17038.92
RTE000603,Singapore Port,Los Angeles Port,9958,31,48465.52
RTE000604,Shanghai Port,Singapore Port,12878,25,44284.47
RTE000605,Singapore Port,Rotterdam Port,14927,34,11203.74
RTE000606,Singapore Port,Los Angeles Port,14764,23,49062.79
RTE000607,Lagos Port,Shanghai Port,19673,8,12028.8
RTE000608,Shanghai Port,Los Angeles Port,9012,8,23193.8
RTE000609,Lagos Port,Durban Port,17415,17,28186.64
RTE000610,Durban Port,Rotterdam Port,19628,29,46437.14
RTE000611,Lagos Port,Dubai Port,1154,13,15298.58
RTE000612,Dubai Port,Rotterdam Port,18769,14,31786.73
RTE000613,Los Angeles Port,Durban Port,5997,36,34930.68
RTE000614,Shanghai Port,Durban Port,2846,17,29934.16
RTE000615,Singapore Port,Shanghai Port,5345,23,14303.41
RTE000616,Durban Port,Hamburg Port,12339,4,4448.37
RTE000617,Los Angeles Port,Dubai Port,1765,22,1721.99
RTE000618,Hamburg Port,Durban Port,9920,38,29707.84
RTE000619,Los Angeles Port,Rotterdam Port,10335,28,45048.32
RTE000620,Durban Port,Los Angeles Port,13398,11,1059.26
RTE000621,Rotterdam Port,Los Angeles Port,1523,3,30457.3
RTE000622,Dubai Port,Shanghai Port,1676,24,32861.73
RTE000623,Singapore Port,Durban Port,13912,33,25375.93
RTE000624,Los Angeles Port,Durban Port,3840,35,30959.59
RTE000625,Rotterdam Port,Dubai Port,3993,31,7807.89
RTE000626,Los Angeles Port,Durban Port,16664,37,8331.87
RTE000627,Lagos Port,Hamburg Port,9941,5,29189.21
RTE000628,Los Angeles Port,Durban Port,10346,28,32836.27
RTE000629,Hamburg Port,Hamburg Port,1581,5,44410.16
RTE000630,Hamburg Port,Shanghai Port,4403,6,3343.23
RTE000631,Singapore Port,Lagos Port,18689,28,37098.57
RTE000632,Singapore Port,Durban Port,5800,17,10637.87
RTE000633,Shanghai Port,Rotterdam Port,11795,13,44648.18
RTE000634,Singapore Port,Los Angeles Port,12567,27,15002.31
RTE000635,Singapore Port,Singapore Port,16244,25,46104.44
RTE000636,Lagos Port,Los Angeles Port,18629,28,30124.5
RTE000637,Los Angeles Port,Rotterdam Port,3449,3,6297.37
RTE000638,Lagos Port,Hamburg Port,2340,34,25781.87
RTE000639,Durban Port,Lagos Port,2627,36,12254.41
RTE000640,Durban Port,Dubai Port,12247,29,10016.08
RTE000641,Lagos Port,Lagos Port,11852,32,19332.0
RTE000642,Rotterdam Port,Hamburg Port,2742,39,11399.65
RTE000643,Shanghai Port,Singapore Port,11620,10,48429.15
RTE000644,Los Angeles Port,Shanghai Port,19268,29,16838.55
RTE000645,Los Angeles Port,Hamburg Port,6412,22,18273.31
RTE000646,Rotterdam Port,Lagos Port,11430,2,15698.57
RTE000647,Los Angeles Port,Shanghai Port,10416,7,44412.26
RTE000648,Lagos Port,Singapore Port,5922,33,25778.94
RTE000649,Durban Port,Hamburg Port,9596,22,19271.73
RTE000650,Durban Port,Durban Port,7442,13,18668.02
RTE000651,Los Angeles Port,Durban Port,10585,9,42423.43
RTE000652,Lagos Port,Hamburg Port,12277,36,20183.78
RTE000653,Dubai Port,Lagos Port,3770,25,6977.47
RTE000654,Shanghai Port,Durban Port,15909,24,37649.69
RTE000655,Los Angeles Port,Hamburg Port,18918,34,40247.85
RTE000656,Hamburg Port,Lagos Port,840,23,21174.56
RTE000657,Durban Port,Shanghai Port,4694,17,38392.09
RTE000658,Hamburg Port,Hamburg Port,9235,11,16358.25
RTE000659,Los Angeles Port,Singapore Port,11090,3,24398.06
RTE000660,Hamburg Port,Hamburg Port,6767,7,23079.09
RTE000661,Los Angeles Port,Singapore Port,8309,28,37278.85
RTE000662,Los Angeles Port,Lagos Port,18662,9,20631.24
RTE000663,Durban Port,Lagos Port,1143,11,12206.14
RTE000664,Shanghai Port,Lagos Port,5055,13,18829.61
RTE000665,Rotterdam Port,Hamburg Port,5741,24,1988.87
RTE000666,Durban Port,Los Angeles Port,18808,26,45636.82
RTE000667,Lagos Port,Shanghai Port,9795,35,5851.66
RTE000668,Lagos Port,Lagos Port,11288,16,39709.36
RTE000669,Dubai Port,Dubai Port,7955,2,15960.89
RTE000670,Lagos Port,Shanghai Port,15670,19,22086.88
RTE000671,Singapore Port,Los Angeles Port,5073,30,27965.3
RTE000672,Shanghai Port,Hamburg Port,2076,31,11418.45
RTE000673,Lagos Port,Shanghai Port,4882,21,26195.18
RTE000674,Hamburg Port,Dubai Port,14430,39,24172.96
RTE000675,Lagos Port,Rotterdam Port,14936,28,27573.23
RTE000676,Shanghai Port,Lagos Port,17749,32,31040.66
RTE000677,Dubai Port,Hamburg Port,17364,24,41714.52
RTE000678,Shanghai Port,Los Angeles Port,1738,35,25231.23
RTE000679,Shanghai Port,Shanghai Port,8577,33,14182.67
RTE000680,Singapore Port,Dubai Port,6609,36,41330.56
RTE000681,Shanghai Port,Los Angeles Port,7209,8,16955.26
RTE000682,Durban Port,Dubai Port,18028,27,23907.45
RTE000683,Singapore Port,Durban Port,9322,31,7782.39
RTE000684,Singapore Port,Rotterdam Port,10309,25,5029.57
RTE000685,Lagos Port,Los Angeles Port,2584,14,11876.65
RTE000686,Hamburg Port,Durban Port,18285,30,44070.84
RTE000687,Shanghai Port,Dubai Port,19712,24,41564.18
RTE000688,Hamburg Port,Durban Port,19828,24,25044.0
RTE000689,Los Angeles Port,Singapore Port,19945,7,7281.62
RTE000690,Hamburg Port,Lagos Port,5284,23,45094.0
RTE000691,Dubai Port,Durban Port,14346,34,2158.42
RTE000692,Dubai Port,Dubai Port,9326,34,36880.64
RTE000693,Shanghai Port,Los Angeles Port,5526,23,46180.82
RTE000694,Durban Port,Rotterdam Port,3000,31,6599.04
RTE000695,Hamburg Port,Hamburg Port,6526,32,33269.91
RTE000696,Lagos Port,Dubai Port,5006,12,23528.5
RTE000697,Hamburg Port,Hamburg Port,13672,11,12937.82
RTE000698,Lagos Port,Durban Port,12805,29,13955.87
RTE000699,Rotterdam Port,Dubai Port,9328,29,32153.49
RTE000700,Los Angeles Port,Singapore Port,7902,29,31650.77
RTE000701,Los Angeles Port,Rotterdam Port,9823,17,21599.19
RTE000702,Los Angeles Port,Shanghai Port,10123,28,47310.53
RTE000703,Durban Port,Rotterdam Port,11908,35,14798.75
RTE000704,Singapore Port,Shanghai Port,5283,6,46626.61
RTE000705,Rotterdam Port,Los Angeles Port,2284,5,41366.63
RTE000706,Los Angeles Port,Los Angeles Port,5565,27,4722.19
RTE000707,Los Angeles Port,Lagos Port,15492,16,32440.42
RTE000708,Durban Port,Los Angeles Port,19947,25,19197.19
RTE000709,Dubai Port,Durban Port,5033,38,27687.3
RTE000710,Dubai Port,Durban Port,1981,6,7868.16
RTE000711,Durban Port,Hamburg Port,7456,35,37308.57
RTE000712,Rotterdam Port,Los Angeles Port,4291,38,40486.85
RTE000713,Shanghai Port,Hamburg Port,7389,3,46555.29
RTE000714,Hamburg Port,Rotterdam Port,1895,7,1059.52
RTE000715,Shanghai Port,Los Angeles Port,1938,21,32713.3
RTE000716,Los Angeles Port,Rotterdam Port,17746,39,9758.25
RTE000717,Rotterdam Port,Rotterdam Port,7613,3,31927.26
RTE000718,Los Angeles Port,Singapore Port,1371,14,25447.46
RTE000719,Los Angeles Port,Dubai Port,18816,9,31687.57
RTE000720,Hamburg Port,Shanghai Port,14047,30,45498.58
RTE000721,Dubai Port,Dubai Port,693,6,49221.26
RTE000722,Durban Port,Lagos Port,2316,33,31221.74
RTE000723,Lagos Port,Los Angeles Port,8784,29,35252.81
RTE000724,Rotterdam Port,Rotterdam Port,5071,32,33021.31
RTE000725,Hamburg Port,Hamburg Port,18140,38,9768.96
RTE000726,Singapore Port,Dubai Port,1758,7,44596.83
RTE000727,Singapore Port,Hamburg Port,6215,38,12252.03
RTE000728,Rotterdam Port,Dubai Port,7221,14,6677.27
RTE000729,Dubai Port,Los Angeles Port,7405,20,9980.44
RTE000730,Dubai Port,Hamburg Port,8056,36,31999.62
RTE000731,Durban Port,Dubai Port,7948,15,2282.24
RTE000732,Rotterdam Port,Lagos Port,992,16,2479.74
RTE000733,Lagos Port,Singapore Port,4223,29,24525.69
RTE000734,Singapore Port,Los Angeles Port,13488,14,6607.75
RTE000735,Shanghai Port,Singapore Port,11818,32,44736.89
RTE000736,Dubai Port,Durban Port,2474,37,7024.98
RTE000737,Dubai Port,Lagos Port,18511,17,37679.33
RTE000738,Los Angeles Port,Shanghai Port,6327,2,7896.52
RTE000739,Rotterdam Port,Los Angeles Port,14005,13,17855.88
RTE000740,Rotterdam Port,Dubai Port,10992,3,28487.12
RTE000741,Rotterdam Port,Shanghai Port,8492,11,37293.69
RTE000742,Los Angeles Port,Singapore Port,15108,23,33120.83
RTE000743,Shanghai Port,Dubai Port,6474,5,15327.92
RTE000744,Hamburg Port,Rotterdam Port,6517,38,8299.17
RTE000745,Rotterdam Port,Durban Port,3592,6,5558.12
RTE000746,Shanghai Port,Durban Port,13161,37,36218.81
RTE000747,Durban Port,Dubai Port,15631,23,39932.87
RTE000748,Durban Port,Durban Port,8438,35,37951.55
RTE000749,Dubai Port,Singapore Port,16677,24,2283.81
RTE000750,Dubai Port,Singapore Port,1508,39,15968.23
RTE000751,Dubai Port,Hamburg Port,7582,12,24211.44
RTE000752,Rotterdam Port,Rotterdam Port,18068,32,26433.31
RTE000753,Hamburg Port,Durban Port,13047,10,31937.61
RTE000754,Shanghai Port,Durban Port,9242,6,5761.4
RTE000755,Hamburg Port,Singapore Port,17540,25,21425.76
RTE000756,Lagos Port,Shanghai Port,2699,33,2165.58
RTE000757,Hamburg Port,Lagos Port,10624,26,17260.18
RTE000758,Durban Port,Durban Port,5445,8,26636.37
RTE000759,Shanghai Port,Rotterdam Port,8631,12,32029.04
RTE000760,Durban Port,Lagos Port,13983,31,18523.43
RTE000761,Lagos Port,Shanghai Port,18710,34,17227.48
RTE000762,Hamburg Port,Lagos Port,19057,9,13016.0
RTE000763,Rotterdam Port,Lagos Port,18505,15,30331.11
RTE000764,Hamburg Port,Hamburg Port,5254,30,27516.97
RTE000765,Shanghai Port,Dubai Port,13914,38,23613.45
RTE000766,Dubai Port,Los Angeles Port,18562,27,43264.71
RTE000767,Hamburg Port,Dubai Port,678,31,24267.08
RTE000768,Durban Port,Lagos Port,11128,3,36377.85
RTE000769,Shanghai Port,Shanghai Port,15773,30,31666.59
RTE000770,Dubai Port,Dubai Port,10829,30,49332.77
RTE000771,Lagos Port,Hamburg Port,1791,22,3095.36
RTE000772,Lagos Port,Durban Port,2975,14,38683.45
RTE000773,Durban Port,Lagos Port,4465,6,5096.58
RTE000774,Rotterdam Port,Shanghai Port,13756,15,49712.76
RTE000775,Singapore Port,Shanghai Port,7221,37,22799.46
RTE000776,Shanghai Port,Rotterdam Port,16764,2,49323.77
RTE000777,Shanghai Port,Lagos Port,8408,28,17077.96
RTE000778,Lagos Port,Rotterdam Port,10458,10,20369.25
RTE000779,Shanghai Port,Los Angeles Port,9213,2,45110.46
RTE000780,Dubai Port,Hamburg Port,5419,23,3657.07
RTE000781,Lagos Port,Los Angeles Port,11813,12,17436.1
RTE000782,Dubai Port,Rotterdam Port,8936,31,38981.8
RTE000783,Los Angeles Port,Durban Port,7487,12,39246.77
RTE000784,Shanghai Port,Shanghai Port,12741,30,36598.69
RTE000785,Durban Port,Los Angeles Port,17828,29,35443.97
RTE000786,Los Angeles Port,Lagos Port,12189,24,8553.05
RTE000787,Lagos Port,Shanghai Port,12239,14,3019.3
RTE000788,Los Angeles Port,Los Angeles Port,7138,33,47622.31
RTE000789,Singapore Port,Dubai Port,5083,31,13523.28
RTE000790,Dubai Port,Hamburg Port,16842,5,2073.44
RTE000791,Dubai Port,Singapore Port,4209,4,8385.85
RTE000792,Hamburg Port,Singapore Port,5379,19,5281.52
RTE000793,Lagos Port,Singapore Port,3128,10,26639.54
RTE000794,Dubai Port,Hamburg Port,9925,26,16147.33
RTE000795,Hamburg Port,Shanghai Port,10414,5,28388.17
RTE000796,Lagos Port,Los Angeles Port,10671,2,40004.08
RTE000797,Rotterdam Port,Hamburg Port,1284,27,39032.82
RTE000798,Hamburg Port,Lagos Port,6807,15,10621.71
RTE000799,Rotterdam Port,Los Angeles Port,6793,10,6940.88
RTE000800,Rotterdam Port,Durban Port,5053,17,1347.86
RTE000801,Hamburg Port,Los Angeles Port,16809,36,18461.86
RTE000802,Dubai Port,Lagos Port,5169,15,18024.01
RTE000803,Singapore Port,Singapore Port,15240,13,11461.07
RTE000804,Lagos Port,Shanghai Port,9278,11,42195.48
RTE000805,Durban Port,Los Angeles Port,12110,11,5286.99
RTE000806,Hamburg Port,Los Angeles Port,17257,5,28813.14
RTE000807,Singapore Port,Dubai Port,4620,14,31379.77
RTE000808,Singapore Port,Durban Port,12808,26,39862.86
RTE000809,Hamburg Port,Durban Port,13787,36,14259.41
RTE000810,Shanghai Port,Durban Port,10601,16,33514.42
RTE000811,Dubai Port,Hamburg Port,16820,4,31060.23
RTE000812,Singapore Port,Singapore Port,16634,19,38999.88
RTE000813,Singapore Port,Durban Port,18918,6,1424.76
RTE000814,Rotterdam Port,Rotterdam Port,17507,23,45062.18
RTE000815,Hamburg Port,Shanghai Port,3597,37,19710.87
RTE000816,Dubai Port,Los Angeles Port,14126,3,35827.71
RTE000817,Rotterdam Port,Singapore Port,14697,7,42169.16
RTE000818,Hamburg Port,Los Angeles Port,3940,19,27680.01
RTE000819,Hamburg Port,Rotterdam Port,12383,8,21026.13
RTE000820,Shanghai Port,Hamburg Port,10155,14,49626.89
RTE000821,Rotterdam Port,Hamburg Port,6334,12,23583.17
RTE000822,Singapore Port,Durban Port,18490,25,37326.97
RTE000823,Rotterdam Port,Lagos Port,15731,36,24205.27
RTE000824,Hamburg Port,Durban Port,12186,30,41842.36
RTE000825,Rotterdam Port,Los Angeles Port,8653,24,31014.44
RTE000826,Lagos Port,Los Angeles Port,9271,6,3695.31
RTE000827,Rotterdam Port,Rotterdam Port,6675,21,21260.3
RTE000828,Dubai Port,Los Angeles Port,6677,26,43284.62
RTE000829,Hamburg Port,Durban Port,4401,36,38394.91
RTE000830,Hamburg Port,Hamburg Port,15819,37,35767.38
RTE000831,Lagos Port,Hamburg Port,17097,20,37631.44
RTE000832,Singapore Port,Hamburg Port,5529,36,33011.19
RTE000833,Lagos Port,Dubai Port,19789,30,16499.16
RTE000834,Rotterdam Port,Lagos Port,10616,19,25367.58
RTE000835,Dubai Port,Hamburg Port,7486,32,26910.95
RTE000836,Singapore Port,Singapore Port,9233,15,21302.09
RTE000837,Singapore Port,Dubai Port,17507,15,1687.12
RTE000838,Durban Port,Lagos Port,16091,21,17024.22
RTE000839,Singapore Port,Lagos Port,4540,17,20583.01
RTE000840,Durban Port,Shanghai Port,14893,25,1257.69
RTE000841,Shanghai Port,Dubai Port,10644,15,30419.34
RTE000842,Lagos Port,Los Angeles Port,16302,36,25163.47
RTE000843,Rotterdam Port,Rotterdam Port,4167,39,27019.7
RTE000844,Lagos Port,Hamburg Port,2112,31,9721.97
RTE000845,Hamburg Port,Hamburg Port,16266,31,17076.14
RTE000846,Singapore Port,Lagos Port,4291,23,33028.7
RTE000847,Dubai Port,Hamburg Port,6634,13,1695.15
RTE000848,Shanghai Port,Durban Port,8065,39,8312.73
RTE000849,Singapore Port,Hamburg Port,6657,17,7580.79
RTE000850,Rotterdam Port,Rotterdam Port,16026,11,14161.26
RTE000851,Shanghai Port,Lagos Port,11119,38,10265.22
RTE000852,Rotterdam Port,Shanghai Port,16312,39,47008.0
RTE000853,Lagos Port,Hamburg Port,12433,7,16910.17
RTE000854,Hamburg Port,Singapore Port,4344,15,35942.31
RTE000855,Durban Port,Singapore Port,16376,36,46978.75
RTE000856,Durban Port,Hamburg Port,16758,26,42014.5
RTE000857,Rotterdam Port,Shanghai Port,12188,37,25758.66
RTE000858,Hamburg Port,Los Angeles Port,1357,17,22752.84
RTE000859,Dubai Port,Los Angeles Port,4057,19,48510.38
RTE000860,Los Angeles Port,Singapore Port,5493,11,4682.12
RTE000861,Dubai Port,Durban Port,13712,36,32499.0
RTE000862,Rotterdam Port,Singapore Port,16841,39,48230.11
RTE000863,Los Angeles Port,Los Angeles Port,18801,28,11155.09
RTE000864,Los Angeles Port,Singapore Port,15630,10,8704.7
RTE000865,Singapore Port,Dubai Port,12967,3,37947.94
RTE000866,Dubai Port,Hamburg Port,2280,10,45772.59
RTE000867,Shanghai Port,Durban Port,14092,29,47588.22
RTE000868,Hamburg Port,Singapore Port,11332,16,6451.79
RTE000869,Singapore Port,Singapore Port,18635,23,47123.17
RTE000870,Los Angeles Port,Los Angeles Port,14018,29,18989.6
RTE000871,Shanghai Port,Singapore Port,5482,32,21951.68
RTE000872,Singapore Port,Singapore Port,9137,38,15773.23
RTE000873,Los Angeles Port,Hamburg Port,15172,39,2602.19
RTE000874,Rotterdam Port,Dubai Port,14319,31,47052.52
RTE000875,Dubai Port,Rotterdam Port,17729,31,3141.17
RTE000876,Hamburg Port,Lagos Port,7583,23,22977.26
RTE000877,Singapore Port,Singapore Port,4758,25,40204.3
RTE000878,Los Angeles Port,Rotterdam Port,12882,39,34380.49
RTE000879,Los Angeles Port,Shanghai Port,15223,28,35768.52
RTE000880,Durban Port,Rotterdam Port,4925,30,11704.86
RTE000881,Lagos Port,Lagos Port,3264,7,28421.27
RTE000882,Dubai Port,Lagos Port,17232,26,43342.95
RTE000883,Los Angeles Port,Los Angeles Port,16503,35,4125.37
RTE000884,Lagos Port,Singapore Port,10382,30,23948.94
RTE000885,Shanghai Port,Singapore Port,3019,11,14976.8
RTE000886,Dubai Port,Lagos Port,3064,37,44176.16
RTE000887,Shanghai Port,Shanghai Port,9618,18,44894.16
RTE000888,Shanghai Port,Dubai Port,2532,12,21039.45
RTE000889,Rotterdam Port,Singapore Port,4257,31,4703.81
RTE000890,Hamburg Port,Durban Port,5274,7,27297.63
RTE000891,Durban Port,Singapore Port,12318,22,33274.34
RTE000892,Shanghai Port,Durban Port,13821,10,42842.29
