date,fuel_price,region
2022-04-06,876.05,Americas
2023-07-27,478.31,Asia
2022-10-01,791.91,Asia
2023-08-26,701.07,Africa
2024-08-27,342.07,Americas
2024-11-10,627.44,Europe
2024-11-20,833.49,Africa
2022-11-05,582.15,Asia
2024-06-11,382.74,Asia
2023-05-21,409.88,Africa
2022-01-28,843.42,Africa
2023-03-15,553.4,Europe
2024-01-08,379.88,Europe
2022-03-02,375.09,Europe
2024-10-07,882.39,Americas
2022-07-11,381.17,Americas
2022-11-08,864.7,Asia
2022-04-20,528.79,Europe
2022-07-06,434.96,Asia
2024-10-29,698.74,Americas
2023-03-28,545.09,Europe
2024-08-02,770.25,Africa
2023-02-26,355.06,Americas
2024-11-09,828.63,Africa
2023-02-05,543.72,Americas
2024-04-06,713.11,Africa
2023-07-03,400.83,Americas
2024-07-30,826.31,Africa
2023-12-27,390.88,Asia
2024-08-01,514.42,Europe
2023-06-01,719.19,Europe
2022-12-04,649.41,Africa
2023-09-04,655.09,Asia
2022-01-09,370.05,Americas
2022-10-22,487.37,Europe
2024-11-19,831.91,Americas
2024-04-26,596.42,Americas
2024-12-08,548.84,Africa
2023-10-13,849.7,Africa
2022-04-13,490.19,Asia
2022-05-28,785.76,Asia
2024-08-12,393.4,Asia
2024-04-14,480.7,Asia
2023-07-12,564.76,Africa
2024-10-23,653.59,Europe
2022-05-28,385.62,Europe
2024-10-23,702.15,Africa
2024-06-28,740.56,Africa
2023-06-21,371.7,Europe
2024-07-09,745.14,Europe
2023-03-18,623.44,Europe
2022-06-21,867.12,Africa
2022-08-18,512.28,Americas
2024-10-27,313.68,Europe
2022-01-19,395.34,Africa
2024-09-07,523.15,Africa
2022-03-24,785.87,Asia
2023-05-10,436.48,Americas
2022-02-10,674.3,Europe
2023-12-27,752.99,Africa
2024-03-27,872.67,Europe
2022-12-03,786.53,Asia
2024-07-28,617.44,Asia
2022-04-19,690.21,Africa
2024-09-04,604.43,Africa
2022-10-29,513.5,Americas
2024-08-04,639.93,Africa
2024-09-08,316.18,Asia
2022-03-19,711.07,Americas
2023-10-26,418.78,Asia
2023-08-25,455.21,Americas
2024-03-27,507.78,Europe
2023-05-18,865.63,Asia
2022-06-16,707.13,Europe
2023-06-16,569.07,Europe
2023-09-03,388.6,Europe
2022-08-28,778.29,Europe
2023-05-25,330.82,Asia
2024-11-19,662.43,Americas
2022-01-08,447.7,Africa
2023-02-21,606.24,Americas
2024-03-14,630.59,Europe
2024-10-12,735.42,Europe
2023-12-30,492.98,Asia
2024-12-25,834.23,Europe
2024-08-23,757.79,Asia
2024-11-17,506.49,Asia
2024-07-08,470.91,Asia
2022-06-17,479.35,Africa
2022-11-21,560.6,Americas
2023-11-10,406.48,Americas
2022-04-28,713.0,Americas
2022-04-14,795.44,Americas
2023-09-06,636.56,Asia
2023-05-04,508.38,Europe
2023-01-31,439.29,Asia
2024-06-01,836.88,Africa
2022-02-15,652.1,Africa
2023-09-20,605.28,Americas
2024-08-11,318.26,Europe
2023-05-02,499.51,Asia
2022-09-12,359.38,Americas
2022-02-27,860.85,Americas
2023-05-13,540.0,Americas
2024-02-04,840.61,Europe
2023-01-02,843.88,Africa
2022-08-11,346.57,Europe
2022-05-17,475.86,Europe
2023-03-05,697.8,Asia
2022-10-24,559.33,Africa
2022-08-27,674.13,Africa
2022-04-26,460.24,Africa
2024-12-22,849.84,Europe
2022-07-31,722.19,Asia
2022-02-07,376.7,Asia
2022-07-05,418.59,Africa
2022-07-07,840.72,Europe
2023-06-08,897.88,Africa
2023-09-28,620.37,Americas
2022-05-01,684.35,Africa
2024-12-15,675.21,Europe
2024-01-05,311.35,Asia
2022-10-09,873.57,Africa
2023-03-11,339.78,Asia
2023-08-31,821.78,Europe
2024-03-24,594.32,Americas
2022-08-14,485.1,Europe
2022-01-24,738.76,Americas
2022-01-19,617.73,Africa
2024-01-16,607.21,Europe
2022-06-06,337.6,Asia
2024-07-11,703.74,Africa
2024-11-13,353.48,Americas
2024-03-29,767.34,Africa
2022-10-18,389.16,Europe
2024-05-11,710.62,Asia
2024-11-26,820.98,Asia
2022-01-24,889.69,Americas
2023-10-07,324.36,Americas
2024-03-20,680.45,Europe
2022-08-30,336.83,Europe
2022-01-11,416.43,Europe
2024-11-10,634.6,Asia
2023-03-29,531.73,Africa
2023-05-07,343.97,Africa
2022-08-16,883.18,Asia
2024-08-03,670.92,Africa
2024-02-04,461.5,Asia
2024-04-01,401.61,Asia
2023-04-11,749.16,Asia
2024-02-06,357.59,Americas
2022-10-12,565.16,Americas
2024-11-05,341.61,Asia
2023-04-11,498.17,Africa
2022-04-01,434.35,Asia
2023-12-11,751.36,Europe
2022-03-20,627.12,Americas
2022-03-10,778.64,Europe
2024-06-08,463.2,Africa
2023-04-14,489.13,Asia
2024-03-18,630.17,Americas
2024-08-13,759.15,Asia
2022-06-04,417.82,Europe
2024-11-11,369.84,Europe
2022-06-11,398.78,Europe
2023-03-23,463.59,Africa
2022-07-11,543.41,Asia
2022-05-15,608.67,Europe
2022-10-17,348.45,Asia
2024-04-18,457.83,Africa
2024-05-25,352.51,Africa
2023-05-02,308.57,Asia
2022-03-01,414.92,Europe
2022-05-29,575.9,Africa
2024-01-05,315.12,Africa
2023-03-25,397.4,Europe
2024-05-05,729.89,Africa
2023-11-25,703.85,Asia
2024-11-22,430.21,Americas
2024-10-28,338.24,Europe
2022-01-20,703.59,Asia
2024-08-25,792.61,Asia
2022-07-17,304.7,Africa
2024-07-18,636.4,Asia
2024-01-15,790.46,Americas
2024-07-02,612.23,Asia
2022-06-29,405.49,Asia
2024-05-21,495.6,Europe
2022-04-29,344.93,Africa
2024-02-17,649.54,Europe
2022-02-26,523.11,Africa
2022-12-30,352.55,Asia
2023-08-13,499.1,Europe
2023-03-07,811.37,Europe
2022-12-09,700.98,Europe
2024-08-27,324.58,Asia
2022-05-26,552.73,Africa
2022-05-06,746.84,Americas
2024-07-26,569.21,Asia
2022-11-10,377.5,Asia
2023-12-13,889.11,Africa
2023-05-07,659.17,Africa
2024-06-04,721.06,Africa
2024-01-18,730.15,Africa
2023-05-29,538.49,Europe
2022-07-24,581.21,Americas
2024-12-06,373.6,Americas
2022-07-08,718.29,Americas
2022-06-19,605.29,Americas
2022-07-24,650.44,Africa
2023-01-05,557.89,Europe
2022-06-13,423.99,Europe
2022-09-21,670.77,Americas
2023-05-21,319.18,Asia
2022-08-20,746.29,Europe
2024-05-06,350.93,Europe
2022-07-17,523.13,Africa
2023-01-16,547.82,Asia
2022-02-07,717.5,Asia
2022-04-12,880.85,Europe
2023-12-21,893.06,Americas
2024-01-05,850.12,Asia
2022-09-03,431.41,Americas
2024-07-28,848.24,Asia
2024-03-23,715.89,Americas
2022-11-07,473.7,Africa
2023-05-25,350.29,Asia
2024-12-04,322.38,Africa
2022-07-31,811.02,Asia
2023-09-09,792.26,Americas
2022-03-16,656.22,Asia
2022-06-05,564.4,Asia
2024-06-25,498.64,Africa
2023-01-29,734.52,Africa
2024-01-17,505.8,Americas
2022-12-20,871.75,Europe
2023-06-10,801.81,Americas
2022-10-27,891.48,Europe
2022-06-02,604.68,Africa
2023-11-25,394.38,Africa
2023-11-29,728.23,Europe
2023-11-21,716.93,Europe
2022-08-12,832.43,Europe
2022-06-19,535.08,Europe
2024-05-20,784.11,Africa
2024-11-05,854.16,Asia
2024-09-16,695.96,Europe
2022-03-23,891.49,Americas
2022-06-22,693.71,Africa
2022-07-19,403.5,Asia
2022-11-01,858.81,Americas
2023-04-27,755.52,Africa
2023-07-16,562.83,Americas
2022-08-14,503.73,Europe
2023-01-26,419.44,Africa
2024-07-10,608.45,Americas
2022-04-28,862.75,Americas
2022-06-22,409.54,Africa
2023-05-03,862.42,Africa
2024-05-08,755.66,Europe
2024-04-20,556.52,Americas
2024-12-25,545.92,Americas
2023-06-23,307.03,Africa
2024-02-09,750.89,Asia
2023-12-30,384.07,Americas
2024-04-26,347.41,Americas
2023-02-13,647.92,Africa
2024-08-24,515.99,Europe
2024-08-26,746.81,Americas
2023-08-22,315.11,Africa
2024-03-03,677.74,Asia
2024-04-15,844.16,Africa
2023-01-25,562.17,Europe
2022-05-26,664.69,Europe
2024-09-02,813.62,Americas
2024-08-26,652.32,Asia
2023-03-05,572.91,Africa
2023-06-06,750.2,Americas
2023-07-17,539.03,Americas
2023-08-06,547.52,Asia
2023-03-18,432.43,Americas
2022-05-15,566.3,Americas
2023-12-25,654.59,Africa
2024-09-24,806.27,Europe
2024-03-29,624.63,Europe
2022-10-03,304.85,Africa
2023-07-04,884.71,Asia
2023-09-11,506.08,Americas
2024-04-18,744.65,Asia
2022-06-26,568.84,Africa
2024-04-23,826.37,Europe
2022-03-15,500.74,Americas
2023-08-27,569.06,Africa
2022-11-30,459.28,Europe
2023-09-06,532.89,Africa
2023-03-23,520.78,Americas
2024-06-01,377.94,Americas
2022-08-18,783.76,Africa
2023-07-27,505.86,Americas
2024-02-03,807.51,Africa
2022-08-05,380.38,Europe
2022-07-13,566.71,Europe
2023-12-04,673.09,Americas
2024-08-12,697.33,Europe
2022-03-06,620.02,Africa
2022-01-07,502.59,Asia
2024-04-11,598.04,Africa
2023-01-27,710.92,Asia
2024-08-26,880.61,Americas
2023-11-13,813.21,Europe
2024-04-15,741.7,Americas
2024-04-21,514.71,Africa
2022-08-20,821.36,Europe
2022-01-12,630.94,Asia
2022-05-07,798.64,Americas
2024-01-07,404.91,Asia
2023-12-25,580.58,Africa
2024-10-13,353.04,Europe
2023-12-06,817.15,Europe
2022-02-03,357.35,Asia
2022-12-01,422.59,Africa
2023-09-22,321.23,Africa
2022-06-27,423.51,Americas
2024-10-20,827.04,Asia
2023-07-18,899.46,Africa
2023-10-09,447.17,Europe
2022-03-05,723.65,Asia
2022-06-19,570.47,Asia
2022-10-31,485.51,Asia
2023-07-15,705.47,Asia
2022-12-03,570.4,Americas
2024-01-22,598.01,Africa
2023-04-19,796.94,Americas
2022-01-06,511.8,Asia
2024-02-18,334.52,Europe
2024-12-28,899.31,Africa
2022-11-25,320.96,Americas
2024-03-10,880.9,Africa
2023-02-22,612.64,Americas
2022-02-23,543.06,Asia
2023-08-17,545.61,Americas
2023-10-30,841.7,Americas
2024-07-15,814.65,Americas
2024-02-26,462.71,Africa
2024-08-30,354.83,Asia
2023-09-19,886.85,Asia
2024-01-27,336.1,Europe
2023-12-08,382.35,Americas
2024-11-22,887.61,Asia
2023-05-21,389.34,Africa
2022-09-05,432.03,Americas
2022-06-07,334.92,Africa
2024-08-01,491.76,Americas
2022-07-05,486.66,Americas
2024-01-22,550.2,Africa
2024-01-28,775.2,Americas
2022-01-03,785.0,Europe
2023-08-01,808.92,Africa
2022-05-04,850.09,Asia
2024-10-24,627.43,Europe
2024-12-13,408.21,Africa
2022-12-24,406.78,Africa
2023-04-08,338.48,Asia
2024-08-18,836.09,Africa
2023-06-01,386.25,Europe
2022-05-12,339.86,Asia
2023-08-18,581.43,Europe
2022-02-03,475.36,Asia
2022-03-03,539.95,Asia
2022-04-18,879.25,Asia
2024-05-22,556.38,Americas
2024-04-07,867.08,Europe
2024-05-24,832.96,Europe
2024-06-23,497.69,Asia
2023-04-04,302.9,Africa
2022-12-12,311.13,Europe
2024-05-14,737.28,Asia
2024-11-24,340.61,Americas
2024-05-16,630.89,Americas
2023-03-02,783.23,Europe
2023-12-08,728.78,Americas
2023-02-21,472.09,Africa
2022-07-26,620.51,Europe
2023-02-06,878.25,Africa
2022-10-17,556.18,Americas
2022-08-25,316.69,Americas
2024-03-09,548.91,Americas
2024-01-18,669.2,Asia
2023-03-14,618.02,Americas
2023-04-01,814.49,Europe
2023-12-18,441.08,Europe
2022-06-30,728.46,Americas
2022-12-16,642.04,Americas
2023-12-26,836.42,Europe
2024-11-04,358.74,Europe
2022-11-23,778.69,Americas
2022-08-03,569.16,Americas
2024-01-12,853.45,Africa
2024-08-03,672.26,Europe
2023-06-12,435.88,Asia
2024-11-12,527.05,Americas
2024-08-05,786.73,Americas
2022-10-17,545.41,Africa
2024-12-14,673.98,Africa
2023-11-01,848.68,Asia
2022-11-05,450.99,Americas
2024-05-31,810.48,Americas
2024-02-29,824.1,Africa
2022-01-30,399.96,Africa
2023-02-16,731.88,Europe
2023-03-22,358.59,Europe
2024-10-13,440.21,Africa
2023-10-16,692.94,Africa
2024-02-04,491.62,Americas
2022-01-08,784.55,Asia
2022-10-15,893.22,Americas
2022-03-26,624.72,Asia
2024-05-13,698.79,Africa
2024-06-24,537.59,Europe
2024-01-31,310.56,Africa
2022-02-13,607.3,Africa
2023-07-23,423.7,Europe
2024-12-25,702.75,Asia
2022-08-10,549.37,Africa
2022-10-11,613.51,Asia
2023-04-05,864.13,Africa
2024-11-12,870.01,Asia
2022-09-21,631.69,Africa
2023-05-10,786.97,Europe
2022-02-12,522.34,Europe
2022-06-06,873.5,Asia
2024-01-04,692.24,Africa
2024-11-14,784.86,Asia
2022-03-14,851.64,Africa
2024-12-24,552.24,Africa
2024-01-31,554.41,Europe
2023-11-20,672.61,Americas
2022-03-24,799.5,Asia
2024-02-02,704.06,Asia
2023-03-31,508.64,Europe
2023-10-21,385.31,Asia
2022-06-08,566.19,Africa
2023-07-10,733.72,Europe
2023-05-22,341.7,Asia
2023-11-26,549.9,Africa
2024-11-09,329.12,Africa
2022-05-16,562.04,Americas
2022-06-06,573.7,Africa
2022-08-14,641.77,Europe
2023-12-23,507.0,Americas
2024-12-30,760.63,Europe
2023-11-14,616.74,Europe
2023-01-28,480.07,Europe
2023-07-09,897.62,Asia
2024-01-28,825.58,Europe
2023-09-14,617.52,Asia
2022-02-25,788.92,Africa
2023-07-10,300.38,Africa
2023-12-13,568.54,Americas
2024-03-27,523.54,Americas
2023-06-19,790.23,Asia
2022-09-03,353.17,Asia
2022-01-08,438.14,Europe
2023-01-03,565.45,Americas
2022-04-09,504.2,Asia
2024-09-28,368.03,Europe
2022-12-03,353.28,Europe
2023-01-10,441.77,Americas
2024-09-17,369.63,Europe
2023-01-06,512.69,Americas
2022-03-30,876.74,Asia
2022-02-11,350.07,Europe
2022-06-15,700.41,Americas
2024-09-25,691.08,Africa
2023-09-01,730.85,Americas
2024-03-29,885.82,Africa
2023-09-18,676.17,Asia
2023-05-04,520.54,Americas
2022-03-20,735.17,Americas
2023-04-09,647.62,Americas
2024-09-03,764.67,Europe
2023-03-28,816.04,Asia
2024-09-01,354.43,Americas
2023-06-19,527.18,Europe
2022-03-26,722.6,Africa
2023-04-11,340.47,Americas
2022-02-09,391.7,Africa
2023-03-22,864.04,Africa
2023-03-12,707.01,Africa
2023-08-11,465.22,Americas
2023-04-14,765.99,Europe
2023-09-28,478.55,Europe
2023-05-08,660.06,Americas
2024-10-04,565.04,Europe
2024-06-23,804.88,Americas
2023-04-25,421.36,Europe
2024-04-08,547.95,Americas
2024-07-24,888.94,Europe
2022-12-30,365.03,Africa
2023-08-27,726.72,Americas
2022-06-13,814.51,Americas
2022-03-27,554.55,Americas
2024-02-18,628.24,Africa
2024-12-22,421.12,Africa
2023-06-15,803.46,Africa
2024-05-11,703.4,Americas
2024-02-02,538.68,Europe
2023-03-14,657.55,Americas
2024-05-25,792.42,Americas
2023-11-26,572.32,Africa
2024-09-06,785.03,Americas
2024-05-04,657.84,Europe
2022-08-29,585.56,Asia
2024-11-05,829.07,Europe
2024-02-21,307.38,Asia
2023-07-06,882.1,Europe
2023-08-28,676.71,Americas
2023-07-27,531.53,Africa
2022-05-23,468.99,Asia
2024-07-30,772.24,Africa
2022-09-27,379.01,Asia
2024-11-25,463.6,Europe
2024-12-22,802.42,Europe
2022-11-16,634.44,Americas
2022-03-09,364.31,Asia
2024-08-19,531.35,Americas
2023-04-17,529.14,Asia
2022-07-05,303.87,Europe
2022-05-13,779.49,Africa
2022-10-17,787.7,Asia
2024-11-01,847.14,Asia
2023-07-01,448.99,Asia
2023-09-03,376.43,Asia
2022-09-15,450.09,Americas
2022-06-03,340.1,Europe
2023-06-22,403.16,Americas
2022-09-27,341.19,Americas
2022-06-28,831.85,Europe
2023-02-09,362.65,Africa
2022-04-15,862.46,Asia
2023-03-21,478.9,Europe
2022-03-23,706.39,Africa
2024-09-02,467.04,Africa
2024-06-21,610.95,Europe
2022-09-20,427.4,Europe
2024-08-22,447.7,Americas
2022-10-29,614.21,Europe
2023-01-12,842.8,Europe
2023-09-22,479.33,Americas
2024-02-26,677.44,Europe
2022-12-26,734.82,Africa
2024-02-26,613.45,Africa
2024-09-05,624.91,Americas
2024-03-26,376.66,Americas
2022-04-19,415.47,Americas
2022-12-11,575.46,Europe
2024-11-03,709.3,Asia
2023-08-30,342.0,Americas
2024-09-13,431.47,Americas
2024-08-10,428.02,Africa
2023-03-12,878.89,Africa
2022-12-22,308.77,Africa
2023-12-07,812.38,Asia
2023-04-13,321.22,Europe
2023-10-01,730.95,Europe
2023-10-02,871.33,Americas
2022-06-29,376.52,Asia
2022-07-05,711.38,Europe
2022-08-03,449.64,Americas
2023-07-23,346.65,Europe
2023-02-22,443.23,Americas
2024-03-07,355.77,Asia
2024-03-14,404.01,Africa
2023-03-11,680.11,Africa
2023-09-08,699.09,Europe
2024-07-02,437.2,Americas
2023-01-07,600.01,Africa
2022-07-27,455.19,Europe
2024-05-25,453.54,Asia
2023-03-16,582.58,Americas
2023-12-21,828.17,Africa
2023-01-11,878.47,Asia
2023-10-24,898.51,Africa
2024-08-09,883.38,Europe
2022-03-03,420.74,Asia
2024-10-28,512.9,Africa
2024-06-10,843.94,Americas
2022-04-20,458.63,Africa
2022-10-18,667.45,Asia
2022-03-11,396.89,Americas
2022-06-05,795.72,Europe
2022-05-17,798.99,Europe
2022-10-20,770.75,Africa
2023-10-15,441.5,Asia
2023-12-31,711.87,Americas
2022-06-30,606.64,Africa
2022-03-19,344.93,Africa
2023-09-23,389.37,Africa
2024-09-16,792.77,Europe
2022-09-12,645.06,Americas
2022-03-31,660.77,Africa
2023-03-05,576.58,Asia
2022-02-15,339.97,Americas
2024-01-28,732.0,Asia
2022-12-14,814.64,Africa
2023-09-06,577.97,Africa
2023-03-16,602.11,Europe
2024-12-12,620.93,Europe
2023-03-05,862.96,Europe
2024-07-23,511.06,Americas
2024-10-09,315.67,Africa
2022-05-25,448.06,Europe
2023-08-23,464.58,Asia
2023-07-04,318.94,Africa
2023-06-13,883.3,Europe
2024-04-05,661.23,Africa
2024-02-03,445.36,Asia
2024-04-14,830.42,Americas
2023-01-07,575.91,Europe
2024-06-28,751.63,Europe
2024-04-03,471.89,Americas
2022-07-16,385.88,Africa
2022-11-06,651.7,Europe
2022-09-28,686.56,Africa
2022-03-20,506.56,Africa
2024-11-12,839.43,Asia
2022-10-31,804.97,Americas
2024-06-10,585.71,Americas
2022-07-01,533.09,Europe
2024-05-07,879.96,Africa
2023-09-01,537.17,Americas
2023-12-14,560.85,Africa
2023-10-29,717.37,Americas
2022-02-26,898.22,Americas
2022-07-02,810.76,Europe
2024-12-27,416.35,Asia
2022-04-26,582.62,Europe
2023-04-10,715.91,Europe
2023-07-27,708.54,Africa
2023-08-05,625.25,Africa
2024-01-30,693.16,Americas
2024-10-15,652.08,Asia
2023-01-22,779.72,Americas
2022-04-03,525.94,Africa
2023-06-23,323.73,Americas
2022-02-01,388.07,Asia
2023-05-06,323.79,Europe
2024-10-21,439.39,Europe
2024-07-20,399.12,Americas
2023-07-16,616.66,Africa
2023-07-17,653.95,Europe
2022-08-22,686.11,Europe
2024-03-31,880.32,Africa
2023-07-27,799.53,Asia
2022-01-27,346.77,Europe
2022-01-15,331.99,Europe
2023-04-12,708.98,Asia
2023-06-11,624.92,Europe
2024-12-27,481.79,Europe
2024-02-25,807.49,Asia
2023-01-19,757.02,Europe
2024-08-15,322.31,Africa
2023-10-01,565.62,Americas
2024-09-16,324.77,Asia
2022-09-16,389.99,Africa
2024-03-23,464.53,Asia
2022-08-23,360.81,Africa
2024-07-09,390.37,Asia
2023-12-01,621.9,Europe
2023-11-03,672.28,Asia
2023-10-08,775.58,Africa
2022-12-31,685.94,Europe
2022-01-20,363.25,Africa
2023-12-29,740.15,Europe
2023-10-23,730.59,Europe
2024-02-15,878.25,Americas
2023-07-06,778.65,Asia
2022-02-27,485.49,Europe
2023-07-25,534.73,Americas
2022-01-12,319.56,Americas
2024-07-09,654.72,Africa
2024-03-19,535.42,Africa
2024-10-14,843.43,Europe
2022-02-07,460.1,Asia
2022-08-26,409.54,Africa
2024-04-29,441.53,Asia
2024-03-19,378.65,Africa
2022-01-27,473.3,Asia
2023-06-09,311.18,Africa
2024-06-14,524.4,Americas
2022-05-09,568.08,Americas
2023-12-15,713.55,Europe
2024-08-28,706.24,Africa
2024-01-24,315.13,Europe
2022-04-30,891.39,Asia
2022-02-15,878.86,Africa
2023-10-03,370.07,Americas
2024-02-12,655.7,Africa
2024-11-07,328.36,Americas
2024-02-16,378.02,Africa
2023-06-26,308.73,Americas
2024-10-25,608.72,Africa
2022-07-25,668.0,Africa
2023-02-16,864.13,Europe
2022-04-05,432.3,Americas
2023-07-02,755.09,Europe
2022-08-31,573.8,Asia
2024-09-28,400.91,Asia
2023-10-03,838.42,Africa
2024-02-12,556.09,Africa
2023-03-17,809.73,Americas
2022-10-31,732.04,Africa
2023-09-07,794.77,Africa
2023-06-25,517.66,Europe
2022-08-02,588.3,Americas
2022-07-05,332.87,Asia
2023-01-22,735.18,Europe
2024-05-28,432.84,Americas
2024-09-25,525.05,Africa
2022-11-29,540.11,Europe
2023-02-01,620.83,Americas
2022-02-12,780.04,Asia
2022-09-01,552.48,Americas
2022-11-29,653.18,Europe
2023-12-08,866.25,Europe
2022-01-25,434.57,Americas
2023-09-03,670.83,Europe
2024-07-01,401.28,Americas
2023-03-22,634.35,Asia
2022-03-11,816.64,Africa
2024-08-30,303.01,Asia
2024-09-15,646.77,Americas
2024-03-25,760.52,Americas
2024-08-27,556.17,Asia
2023-07-11,320.26,Americas
2023-12-17,507.9,Americas
2023-08-27,391.78,Europe
2023-02-07,604.08,Americas
2023-09-03,871.05,Africa
2024-11-29,331.15,Asia
2024-12-23,321.89,Europe
2024-09-29,383.81,Europe
2023-01-20,360.77,Africa
2022-12-05,558.31,Europe
2024-04-04,533.3,Europe
2023-08-22,759.9,Europe
2024-04-08,568.12,Europe
2023-11-25,476.96,Asia
2022-05-16,641.0,Africa
2023-02-19,441.52,Africa
2024-02-26,575.38,Americas
2022-03-12,300.0,Americas
2023-07-16,654.19,Europe
2022-06-02,878.95,Europe
2023-05-12,538.04,Africa
2023-03-28,718.5,Europe
2023-03-05,785.24,Americas
2024-03-14,767.76,Africa
2024-08-31,683.66,Europe
2024-11-27,553.77,Asia
2022-09-09,373.87,Asia
2023-02-10,339.45,Europe
2024-11-27,300.41,Europe
2024-10-05,713.32,Europe
2024-06-18,588.13,Europe
2022-03-26,324.26,Asia
2023-10-03,720.34,Europe
2024-04-13,889.95,Asia
2022-04-28,709.17,Africa
2024-06-23,870.75,Americas
2023-07-28,632.75,Asia
2022-12-18,472.8,Europe
2022-05-19,670.87,Americas
2023-06-30,438.11,Africa
2023-07-31,683.0,Europe
2023-11-26,763.44,Europe
2024-09-13,586.23,Americas
2024-09-30,599.86,Americas
2023-05-30,811.66,Africa
2022-06-24,384.52,Americas
2023-02-17,469.93,Europe
2023-06-15,863.73,Americas
2022-05-14,631.24,Europe
2023-04-19,561.45,Europe
2022-07-20,803.41,Asia
2024-11-26,586.37,Africa
2022-10-04,517.17,Africa
2024-07-13,814.43,Asia
2023-07-28,618.02,Asia
2023-01-28,640.38,Europe
2022-01-06,377.83,Asia
2022-05-09,654.42,Africa
2024-09-26,454.49,Asia
2022-06-22,548.73,Africa
2024-03-21,340.41,Europe
2022-01-10,708.24,Africa
2022-10-09,851.72,Asia
2022-05-10,332.73,Africa
2022-03-11,549.08,Americas
2023-06-25,656.77,Africa
2022-09-02,531.93,Americas
2023-01-31,307.06,Africa
2024-12-04,700.28,Europe
2022-08-12,762.18,Asia
2024-04-09,855.01,Europe
2022-08-07,452.69,Europe
2023-09-04,686.85,Africa
2022-11-20,830.56,Africa
2024-09-29,651.2,Europe
2023-01-28,678.44,Americas
2023-01-05,788.53,Europe
2024-01-14,751.54,Europe
2022-08-14,450.71,Americas
2023-01-29,604.99,Europe
2024-11-28,502.24,Americas
2023-09-13,363.99,Europe
2022-12-07,879.32,Africa
2022-03-25,793.88,Asia
2024-06-06,312.13,Africa
2024-02-26,739.55,Americas
2023-01-04,624.07,Africa
2023-06-01,759.24,Europe
2024-03-02,838.04,Asia
2023-01-04,896.24,Americas
2024-01-17,843.47,Africa
2022-01-13,569.79,Americas
2023-01-26,355.15,Asia
2023-07-08,346.99,Europe
2024-09-26,395.82,Africa
2022-06-06,846.63,Asia
2022-11-15,485.58,Americas
2022-08-14,798.97,Africa
2022-12-14,685.54,Asia
2024-04-10,636.05,Africa
2024-09-17,688.55,Europe
2023-01-05,580.06,Africa
2024-11-18,836.38,Africa
2024-01-07,506.21,Africa
2024-06-09,781.14,Europe
2023-02-08,557.31,Europe
2022-11-30,855.6,Americas
2023-08-05,749.76,Asia
2023-03-08,445.51,Asia
2024-12-24,459.12,Africa
2022-09-06,584.59,Europe
2023-12-11,861.28,Europe
2024-08-07,335.67,Asia
2022-09-03,542.16,Africa
2022-08-09,463.28,Africa
2023-05-29,358.19,Americas
2022-02-18,808.47,Asia
2023-03-29,302.56,Americas
2023-07-21,434.73,Americas
2023-01-16,847.7,Europe
2024-04-03,603.58,Africa
2023-07-24,575.9,Africa
2023-11-12,359.07,Africa
2024-07-17,360.46,Americas
2023-06-16,421.0,Africa
2022-07-01,345.99,Americas
2023-03-07,340.13,Europe
2022-12-09,884.85,Asia
2022-11-02,405.6,Europe
2023-09-22,576.2,Africa
2024-11-26,583.59,Asia
2024-09-23,505.17,Asia
2024-04-08,372.25,Asia
2024-03-10,612.23,Asia
2024-10-20,759.13,Africa
2023-05-10,740.61,Asia
2024-06-09,389.32,Africa
2024-02-19,573.16,Africa
2023-10-22,746.38,Asia
2022-04-07,534.08,Asia
2022-01-31,642.82,Europe
2024-07-19,418.46,Americas
2024-02-15,501.5,Asia
2024-10-20,386.97,Americas
2022-06-09,762.54,Americas
2024-02-09,674.57,Europe
2024-11-11,620.24,Asia
2024-10-19,603.32,Americas
2023-11-07,317.73,Americas
2024-11-17,865.35,Africa
2023-08-10,686.48,Europe
2022-02-14,659.43,Asia
2022-04-17,798.59,Americas
2024-02-09,833.0,Americas
2024-07-08,758.15,Europe
2023-01-08,896.81,Asia
2023-07-15,818.42,Europe
2022-03-01,314.59,Africa
2022-06-27,556.77,Europe
2022-04-11,382.5,Asia
2024-12-04,465.71,Europe
2024-08-11,431.95,Europe
2023-07-19,328.09,Africa
2024-09-06,475.56,Europe
2024-09-25,521.42,Europe
2024-03-04,499.41,Europe
2023-08-05,539.23,Europe
2023-09-16,386.25,Americas
2023-02-05,739.05,Asia
2024-08-19,850.23,Europe
2024-05-28,413.69,Asia
2022-03-29,720.14,Europe
2024-10-24,320.15,Africa
2022-09-27,896.33,Asia
2022-04-29,313.18,Africa
2023-11-12,527.74,Asia
2023-05-18,431.52,Europe
2023-06-24,472.4,Africa
2024-08-16,656.49,Africa
2023-01-28,458.35,Africa
2024-09-07,304.5,Europe
2022-04-12,470.63,Europe
2024-10-03,818.51,Americas
2023-06-28,375.56,Africa
2022-05-26,345.62,Europe
2022-09-24,612.57,Africa
2024-03-19,325.49,Asia
2022-02-10,508.17,Asia
2024-11-15,838.05,Africa
2024-02-14,665.85,Africa
2023-09-17,892.82,Europe
2024-01-28,460.63,Americas
2022-07-09,896.03,Europe
2024-05-23,503.78,Africa
2024-10-20,449.74,Europe
2023-08-05,505.49,Americas
2023-02-08,583.85,Europe
2023-05-07,774.94,Africa
